BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2020-11-23,CHF_TODTOM,CHFRUBTODTOM,0.0076,0.0076,0.0081,0.0081,2.0,16705270.0,0.0079
CNGD,2020-11-23,CHF_TODTOM,CHFRUBTODTOM,0.028,-0.016,0.0382,0.0382,42.0,54925837.62,
CETS,2020-11-23,CHFRUB_TOD,CHFRUB_TOD,83.3525,83.1575,83.3525,83.1575,6.0,1664557.5,83.2279
CETS,2020-11-23,CHFRUB_TOM,CHFRUB_TOM,83.4375,83.0725,83.7,83.47,191.0,257087360.0,83.5513
CNGD,2020-11-23,CHFRUB_TOM,CHFRUB_TOM,83.4325,83.0067,83.7375,83.515,1180.0,13097395.04,
CETS,2020-11-23,CNYRUB_TOD,CNY000000TOD,11.5701,11.525,11.6199,11.525,64.0,311602412.6,11.5652
CETS,2020-11-23,CNY_TODTOM,CNYRUBTODTOM,0.0006,0.0006,0.0008,0.0008,40.0,4565093384.3,0.000706
CNGD,2020-11-23,CNY_TODTOM,CNYRUBTODTOM,0.003892,-0.0022,0.0053,0.0053,59.0,24452672.48,
CETS,2020-11-23,CNYRUB_TOM,CNYRUB_TOM,11.58,11.5181,11.62,11.583,530.0,1456025707.1,11.564
CNGD,2020-11-23,CNYRUB_TOM,CNYRUB_TOM,11.5841,11.5121,11.6259,11.583,1791.0,4869945.6,
CETS,2020-11-23,EUR_TODTOM,EUR000TODTOM,0.0112,0.0106,0.0112,0.0106,299.0,145345029950.0,0.0109
CNGD,2020-11-23,EUR_TODTOM,EUR000TODTOM,0.0396,-0.0396,0.0465,0.0413,1875.0,14465558278.11,
CETS,2020-11-23,EUR_TOM2W,EURRUB_TOM2W,0.1398,0.1398,0.1398,0.1398,1.0,334499610.0,0.1398
CETS,2020-11-23,EURUSD_TOD,EURUSD000TOD,1.18749,1.18626,1.19064,1.19,61.0,2000870502.73,1.18797
CNGD,2020-11-23,EURUSD_TOD,EURUSD000TOD,1.18711,1.1748,1.20212,1.19,1367.0,58274397.61,
CETS,2020-11-23,EURUSD_TOM,EURUSD000TOM,1.18762,1.1803,1.1905,1.1845,796.0,26587678884.53,1.18709
CNGD,2020-11-23,EURUSD_TOM,EURUSD000TOM,1.18711,1.1748,1.20212,1.17991,1375.0,510909126.61,
CETS,2020-11-23,EURUSDTDTM,EURUSDTODTOM,2e-05,1.5e-05,2e-05,1.5e-05,62.0,42604673278.08,1.8e-05
CNGD,2020-11-23,EURUSDTDTM,EURUSDTODTOM,2e-05,-0.000162,0.000398,0.000162,59.0,13606962106.76,
CETS,2020-11-23,EURUSD_SPT,EURUSD_SPT,1.18757,1.18706,1.18757,1.18706,2.0,54150112.67,1.18732
CETS,2020-11-23,EURRUB_TOD,EUR_RUB__TOD,90.395,89.71,90.4575,90.3525,4134.0,14267003550.0,90.0263
CNGD,2020-11-23,EURRUB_TOD,EUR_RUB__TOD,90.1675,88.8921,91.2434,90.3525,3573.0,500030661.31,
CETS,2020-11-23,EURRUB_TOM,EUR_RUB__TOM,90.3375,89.7175,90.4775,90.2,8762.0,41280731742.5,90.1635
