BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2020-12-15,АбрауДюрсо,ABRD,215.0,1224110.0,200.0,200.0,203.0,202.0,201.5,202.0,6070.0,201.5,201.5,202.0,1224110.0,1224110.0,1224110.0,0.0,3
SMAL,2020-12-15,АСКО ао,ACKO,6.0,933.4,5.6,3.5,5.7,,5.78,3.5,202.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-12-15,АСКО ао,ACKO,338.0,3710232.0,5.72,5.6,6.0,5.8,5.78,5.8,642200.0,5.78,5.78,5.8,3710232.0,3710232.0,3710232.0,0.0,3
SMAL,2020-12-15,Система ао,AFKS,7.0,3673.63,29.336,27.012,29.336,,27.676,29.23,135.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-12-15,Система ао,AFKS,43407.0,2840429383.0,27.32,27.042,28.443,28.0,27.676,28.38,102629000.0,27.591,27.591,28.0,2491101334.3,2491101334.3,2491101334.3,0.0,3
SMAL,2020-12-15,Аэрофлот,AFLT,10.0,2730.38,72.8,68.54,73.48,,70.22,69.86,39.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-12-15,Аэрофлот,AFLT,31118.0,1301808608.8,70.8,69.6,71.1,70.08,70.22,70.24,18541630.0,70.22,70.22,70.08,1202994827.8,1202994827.8,1202994827.8,0.0,3
TQBR,2020-12-15,AGRO-гдр,AGRO,3872.0,93184385.8,795.0,789.8,805.0,803.0,801.6,803.0,116256.0,801.6,801.6,803.0,93184385.8,93184385.8,93184385.8,0.0,3
TQTE,2020-12-15,AKEU ETF,AKEU,210.0,156831.35,10.61,10.57,10.67,10.65,10.62,10.6,14762.0,941.12,941.12,10.65,13892858.08,13892858.08,13892858.08,128161.34,3
TQTF,2020-12-15,ETF AKMB,AKMB,1150.0,6842872.52,1.0568,1.0542,1.0578,1.057,1.0571,1.0573,6471995.0,1.0573,1.0573,1.057,6743849.03,6743849.03,6743849.03,4660467.94,3
TQTD,2020-12-15,AKNX ETF,AKNX,537.0,188898.35,18.16,18.14,18.38,18.33,18.33,18.29,10306.0,1337.0,1337.0,18.33,14151312.77,14151312.77,14151312.77,366283.51,3
TQTF,2020-12-15,AKNX ETF,AKNX,71.0,375485.0,1346.0,1339.6,1358.2,1336.8,1336.8,1350.0,278.0,1337.0,1337.0,1336.8,14151312.77,14151312.77,14151312.77,0.0,3
TQBR,2020-12-15,Акрон,AKRN,343.0,6035032.0,5920.0,5920.0,5952.0,5928.0,5940.0,5928.0,1016.0,5940.0,5940.0,5928.0,6035032.0,6035032.0,6035032.0,0.0,3
TQTD,2020-12-15,AKSP ETF,AKSP,357.0,606470.25,12.67,12.57,12.67,12.6,12.63,12.62,48023.0,920.98,920.98,12.6,44228177.0,44228177.0,44228177.0,406608.22,3
TQBR,2020-12-15,БестЭфБ ао,ALBK,1458.0,8908410.0,53.5,53.0,72.5,70.0,62.0,70.0,143340.0,62.0,62.0,70.0,8908410.0,8908410.0,8908410.0,0.0,3
TQBR,2020-12-15,АЛРОСА-Нюр,ALNU,10.0,840400.0,60400.0,60000.0,60400.0,60000.0,60000.0,60000.0,14.0,60000.0,60000.0,60000.0,840400.0,840400.0,840400.0,0.0,3
SMAL,2020-12-15,АЛРОСА ао,ALRS,25.0,6695.94,92.5,89.9,93.44,,92.32,92.64,74.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-12-15,АЛРОСА ао,ALRS,44250.0,2018474320.7,90.07,89.68,93.55,92.18,92.32,91.95,21864690.0,92.33,92.33,92.18,1938959552.1,1938959552.1,1938959552.1,0.0,3
SMAL,2020-12-15,АшинскийМЗ,AMEZ,4.0,33.09,6.625,6.425,6.88,,7.235,6.425,5.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-12-15,АшинскийМЗ,AMEZ,2949.0,24181870.5,6.8,6.8,7.365,7.25,7.235,7.25,3343200.0,7.235,7.235,7.25,24181870.5,24181870.5,24181870.5,0.0,3
SMAL,2020-12-15,Аптеки36и6,APTK,2.0,43.86,14.62,14.62,14.62,,13.448,14.62,3.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-12-15,Аптеки36и6,APTK,1785.0,3618017.64,13.514,13.4,13.522,13.42,13.448,13.42,269020.0,13.448,13.448,13.42,3618017.64,3618017.64,3618017.64,0.0,3
TQBR,2020-12-15,РусАква ао,AQUA,4071.0,111379555.0,240.5,238.5,268.0,254.0,256.5,254.0,433860.0,256.5,256.5,254.0,111379555.0,111379555.0,111379555.0,0.0,3
TQBR,2020-12-15,Арсагера,ARSA,5.0,18890.0,3.83,3.76,3.83,3.77,3.78,3.77,5000.0,,3.77,3.77,0.0,523700.0,0.0,0.0,3
SMAL,2020-12-15,АстрЭнСб,ASSB,2.0,19.8,0.9895,0.9895,0.9895,,0.7725,0.9895,20.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-12-15,АстрЭнСб,ASSB,33.0,43269.5,0.779,0.771,0.779,0.7715,0.7725,0.7715,56000.0,,0.7745,0.7715,0.0,502740.0,0.0,0.0,3
TQBR,2020-12-15,Авангрд-ао,AVAN,160.0,1541055.0,1020.0,1000.0,1030.0,1020.0,1015.0,1020.0,1519.0,1015.0,1015.0,1020.0,1541055.0,1541055.0,1541055.0,0.0,3
TQBR,2020-12-15,Башнефт ао,BANE,507.0,10336692.5,1670.0,1652.0,1690.0,1678.0,1676.5,1678.5,6166.0,1676.5,1676.5,1678.0,10336692.5,10336692.5,10336692.5,0.0,3
TQBR,2020-12-15,Башнефт ап,BANEP,2916.0,81864252.0,1221.0,1212.0,1221.5,1216.5,1215.5,1216.5,67363.0,1215.5,1215.5,1216.5,81864252.0,81864252.0,81864252.0,0.0,3
TQBR,2020-12-15,Белуга ао,BELU,5644.0,169740097.0,1314.0,1298.0,1449.0,1393.0,1372.0,1393.0,123749.0,1372.0,1372.0,1393.0,169740097.0,169740097.0,169740097.0,0.0,3
TQBR,2020-12-15,БашИнСв ап,BISVP,55.0,191725.0,9.87,9.64,9.9,9.77,9.78,9.77,19600.0,,9.73,9.77,0.0,528146.0,0.0,0.0,3
TQBR,2020-12-15,Белон ао,BLNG,42.0,142539.4,5.056,5.002,5.09,5.032,5.036,5.032,28300.0,,5.086,5.032,0.0,500416.0,0.0,0.0,3
