BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2020-12-16,АбрауДюрсо,ABRD,132.0,869670.0,202.0,202.0,204.0,203.0,202.5,202.5,4290.0,202.5,202.5,203.0,869670.0,869670.0,869670.0,0.0,3
SMAL,2020-12-16,АСКО ао,ACKO,2.0,115.52,5.64,3.52,5.64,,5.58,3.52,28.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-12-16,АСКО ао,ACKO,192.0,1210894.0,5.66,5.5,5.76,5.52,5.58,5.52,216900.0,5.58,5.58,5.52,1210894.0,1210894.0,1210894.0,0.0,3
SMAL,2020-12-16,Система ао,AFKS,8.0,2074.81,30.987,27.793,30.987,,28.793,28.648,72.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-12-16,Система ао,AFKS,44079.0,3021355233.0,28.307,28.307,29.101,28.761,28.793,28.938,104935000.0,28.794,28.794,28.761,2838145532.5,2838145532.5,2838145532.5,0.0,3
SMAL,2020-12-16,Аэрофлот,AFLT,4.0,994.16,69.66,69.66,71.74,,70.5,71.74,14.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-12-16,Аэрофлот,AFLT,34379.0,1297711064.0,70.1,69.76,71.48,70.98,70.5,71.46,18406370.0,70.4,70.4,70.98,1136871376.0,1136871376.0,1136871376.0,0.0,3
TQBR,2020-12-16,AGRO-гдр,AGRO,4249.0,99777270.6,805.0,790.2,815.6,792.0,800.2,792.0,124583.0,800.8,800.8,792.0,99777270.6,99777270.6,99777270.6,0.0,3
TQTE,2020-12-16,AKEU ETF,AKEU,178.0,133030.15,10.68,10.6,10.72,10.66,10.68,10.62,12454.0,952.64,952.64,10.66,11864240.71,11864240.71,11864240.71,128161.34,3
TQTF,2020-12-16,ETF AKMB,AKMB,985.0,1199348.46,1.057,1.0546,1.0577,1.0572,1.0566,1.0573,1134363.0,1.0573,1.0573,1.0572,890200.14,890200.14,890200.14,4660467.94,3
TQTD,2020-12-16,AKNX ETF,AKNX,256.0,93192.7,18.35,18.35,18.45,18.4,18.44,18.44,5056.0,1354.4,1354.4,18.4,7511360.27,7511360.27,7511360.27,366283.51,3
TQTF,2020-12-16,AKNX ETF,AKNX,57.0,666794.4,1358.8,1356.0,1364.4,1351.4,1354.4,1364.4,490.0,1354.4,1354.4,1351.4,7511360.27,7511360.27,7511360.27,0.0,3
TQBR,2020-12-16,Акрон,AKRN,542.0,10014980.0,5926.0,5902.0,5976.0,5922.0,5944.0,5922.0,1685.0,5944.0,5944.0,5922.0,10014980.0,10014980.0,10014980.0,0.0,3
TQTD,2020-12-16,AKSP ETF,AKSP,302.0,266032.27,12.62,12.62,12.78,12.73,12.7,12.67,20946.0,932.82,932.82,12.73,19538819.99,19538819.99,19538819.99,406608.22,3
TQBR,2020-12-16,БестЭфБ ао,ALBK,1011.0,6912155.0,68.0,59.5,71.5,61.0,63.0,61.0,110000.0,63.0,63.0,61.0,6912155.0,6912155.0,6912155.0,0.0,3
TQBR,2020-12-16,АЛРОСА-Нюр,ALNU,20.0,6035200.0,59600.0,59200.0,60000.0,60000.0,59800.0,60000.0,101.0,59800.0,59800.0,60000.0,6035200.0,6035200.0,6035200.0,0.0,3
