BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQOD,2020-09-16,UBANK11/22,AMUNIBB2AER2,1.0,101.9,101.9,101.9,101.9,101.9,,101.9,,101.9,1.0,,101.3278,101.9,0.0,545681.62,0.0,2022-11-15,,,,,5.25,1.31,,2020-09-16,100.0,USD,,,,,USD,3
TQCB,2020-09-16,МГор48-об,RU000A0JNYN1,8.0,23438.8,101.8,102.18,102.0,102.0,15.94,101.91,4.83,101.82,23.0,,101.78,102.0,0.0,1003543.6,0.0,2022-06-11,602.0,4.89,,,6.0,30.08,,2020-09-16,1000.0,SUR,,,,,RUB,3
TQCB,2020-09-16,РЖД-19 обл,RU000A0JQ7Z2,10.0,259904.0,107.2,107.4,107.2,107.2,13.98,107.4,5.8,107.4,242.0,,107.2,107.2,0.0,10982051.5,0.0,2024-07-08,1220.0,5.74,,,7.85,39.14,,2020-09-16,1000.0,SUR,,,,,RUB,3
TQCB,2020-09-16,РЖД-23 обл,RU000A0JQRD9,2.0,3220.0,107.3,107.4,107.3,107.3,11.83,107.33,6.0,107.4,3.0,107.41,107.42,107.3,771238.0,758364.7,771238.0,2025-01-16,1366.0,5.99,,,7.85,39.14,,2020-09-16,1000.0,SUR,,,,,RUB,3
TQCB,2020-09-16,ДОМ.РФ16об,RU000A0JQXG0,5.0,16581.46,102.99,103.0,103.0,103.0,0.02,102.99,5.23,102.99,161.0,,102.2,103.0,0.0,4194684.56,0.0,2021-09-15,353.0,5.24,,,8.25,2.06,,2020-09-16,100.0,SUR,,,,,RUB,3
TQCB,2020-09-16,ВЭБ.РФ 08,RU000A0JR3G0,34.0,23645264.5,100.35,100.37,100.37,100.37,41.19,100.35,4.4,100.37,23562.0,100.35,100.35,100.37,23645264.5,23645264.5,23645264.5,2020-10-13,27.0,4.68,,,9.7,48.37,,2020-09-16,1000.0,SUR,,,4.1519,,RUB,3
TQCB,2020-09-16,ВЭБ.РФ 06,RU000A0JR3H8,21.0,1536358.0,100.34,100.35,100.35,100.35,35.59,100.35,3.39,100.35,1531.0,100.35,100.35,100.35,1536358.0,1536358.0,1536358.0,2020-10-13,27.0,3.39,,,8.38,41.79,,2020-09-16,1000.0,SUR,,,3.2127,,RUB,3
TQCB,2020-09-16,ГлДорога 3,RU000A0JR4U9,2.0,1858.4,92.0,93.84,92.0,92.0,46.54,92.92,82.17,93.84,2.0,,92.07,92.0,0.0,825833.2,0.0,2028-10-30,54.0,70.66,,,5.48,54.65,2020-11-09,2020-09-16,1000.0,SUR,,,,,RUB,3
TQCB,2020-09-16,ДОМ.РФ17об,RU000A0JR5F7,1.0,374.5,107.0,107.0,107.0,107.0,5.47,107.0,1.99,107.0,1.0,,,107.0,0.0,0.0,0.0,2022-04-15,353.0,1.99,,,9.05,7.98,,2020-09-16,350.0,SUR,,,,,RUB,3
TQCB,2020-09-16,Газпрнеф10,RU000A0JR878,3.0,7138.1,101.97,101.99,101.97,101.98,10.41,101.97,2.06,101.97,7.0,,100.85,101.98,0.0,542579.8,0.0,2021-01-26,132.0,2.06,,,7.6,37.9,,2020-09-16,1000.0,SUR,,,2.0343,,RUB,3
