BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2020-07-23,МГор48-об,RU000A0JNYN1,7.0,13311.0,101.49,102.49,102.47,102.47,6.9,102.39,4.66,101.49,13.0,,101.99,102.47,0.0,514024.4,0.0,2022-06-11,657.0,4.71,,,6.0,30.08,,2020-07-23,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-23,РЖД-19 обл,RU000A0JQ7Z2,9.0,264365.4,108.32,108.7,108.32,108.32,2.15,108.35,5.56,108.7,244.0,,108.33,108.32,0.0,525416.6,0.0,2024-07-08,1276.0,5.55,,,7.85,39.14,,2020-07-23,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-23,ДОМ.РФ15об,RU000A0JQAM6,1.0,3457.5,115.25,115.25,115.25,115.25,30.27,115.25,-58.04,115.25,3.0,,114.97,115.25,0.0,5179405.0,0.0,2028-09-15,54.0,-58.04,,,8.5,42.85,2020-09-15,2020-07-23,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-23,РЖД-23 обл,RU000A0JQRD9,23.0,724532.2,107.95,108.37,108.25,108.25,0.0,107.98,5.82,108.37,671.0,107.98,107.98,108.25,724532.2,724532.2,724532.2,2025-01-16,1422.0,5.89,,,7.85,39.14,,2020-07-23,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-23,ДОМ.РФ16об,RU000A0JQXG0,4.0,2859.68,103.98,103.99,103.99,103.99,2.15,103.99,0.9,103.99,11.0,,,103.99,0.0,0.0,0.0,2021-09-15,199.0,0.9,,,8.25,5.2,,2020-07-23,250.0,SUR,,,,,RUB,3
TQCB,2020-07-23,ФСК ЕЭС-06,RU000A0JR1Y7,4.0,196512.0,101.2,101.3,101.3,101.3,28.93,101.29,-0.67,101.3,194.0,101.39,101.34,101.3,1679006.0,934341.0,1679006.0,2020-09-15,54.0,-0.61,,,8.25,41.14,,2020-07-23,1000.0,SUR,,,-0.6616,,RUB,3
TQCB,2020-07-23,ВЭБ.РФ 08,RU000A0JR3G0,5.0,325457.8,101.07,101.1,101.07,101.07,26.58,101.07,4.79,101.1,322.0,101.12,101.12,101.07,293744268.6,292588563.6,293744268.6,2020-10-13,82.0,4.79,,,9.7,48.37,,2020-07-23,1000.0,SUR,,,4.6463,,RUB,3
TQCB,2020-07-23,ВЭБ.РФ 06,RU000A0JR3H8,1.0,8076.0,100.95,100.95,100.95,100.95,22.96,100.95,4.03,100.95,8.0,100.8,100.8,100.95,848740.2,644115.9,848740.2,2020-10-13,82.0,4.03,,,8.38,41.79,,2020-07-23,1000.0,SUR,,,3.9224,,RUB,3
TQCB,2020-07-23,ГлДорога 3,RU000A0JR4U9,2.0,2880.0,96.0,96.0,96.0,96.0,38.28,96.0,20.33,96.0,3.0,,91.74,96.0,0.0,706399.1,0.0,2028-10-30,109.0,20.33,,,5.48,54.65,2020-11-09,2020-07-23,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-23,Мечел 16об,RU000A0JR8P0,7.0,20156.2,100.75,100.79,100.79,100.79,35.73,100.78,6.6,100.79,20.0,,100.52,100.79,0.0,520686.7,0.0,2021-02-09,194.0,6.62,,,8.0,39.89,,2020-07-23,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-23,ВЭБ.РФ 09,RU000A0JRCX7,6.0,127013.6,102.09,102.49,102.48,102.48,30.72,102.43,5.02,102.49,124.0,102.23,102.23,102.48,1325865.2,1018243.2,1325865.2,2021-03-18,230.0,5.09,,,8.9,44.38,,2020-07-23,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-23,ВЭБлизинг3,RU000A0JREW5,1.0,7059.5,100.85,100.85,100.85,100.85,22.11,100.85,6.07,100.85,7.0,,101.47,100.85,0.0,2252555.6,0.0,2021-04-02,247.0,6.07,,,7.27,36.25,,2020-07-23,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-23,ВЭБлизинг4,RU000A0JREX3,6.0,12280.3,92.89,100.94,99.12,99.09,22.11,94.46,8.77,92.9,13.0,,101.22,99.09,0.0,549619.9,0.0,2021-04-02,246.0,16.65,,,7.27,36.25,,2020-07-23,1000.0,SUR,,,,,RUB,3
