BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2015-04-07,АбрауДюрсо,ABRD,1.0,9500.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,,95.0,,0.0,512700.0,0.0,
SMAL,2015-04-07,Система ао,AFKS,3.0,320.61,18.1,17.43,18.1,,17.81,17.6,18.0,,,,0.0,0.0,0.0,
TQBR,2015-04-07,Система ао,AFKS,5688.0,246325740.0,17.47,16.77,17.78,17.23,17.36,17.23,14192400.0,17.36,17.36,17.36,246203450.0,246203450.0,246203450.0,
SMAL,2015-04-07,Аэрофлот,AFLT,12.0,7266.58,36.46,34.87,36.49,,36.15,36.41,201.0,,,,0.0,0.0,0.0,
TQBR,2015-04-07,Аэрофлот,AFLT,4693.0,134875460.0,36.6,36.11,36.73,36.6,36.42,36.6,3703700.0,36.42,36.42,36.42,134860820.0,134860820.0,134860820.0,
TQBR,2015-04-07,AGRO-гдр,AGRO,24.0,872148.95,365.0,348.9,365.0,349.85,352.95,349.85,2471.0,352.95,352.95,352.95,872148.95,872148.95,872148.95,
TQBR,2015-04-07,Акрон,AKRN,112.0,1794856.0,2373.0,2250.0,2373.0,2253.0,2292.0,2253.0,783.0,2292.0,2292.0,2292.0,1792483.0,1792483.0,1792483.0,
SMAL,2015-04-07,АЛРОСА ао,ALRS,6.0,6308.07,69.23,69.22,76.99,,70.09,76.99,90.0,,,,0.0,0.0,0.0,
TQBR,2015-04-07,АЛРОСА ао,ALRS,5243.0,333148570.0,72.89,70.61,73.26,70.99,71.51,70.99,4659000.0,71.51,71.51,71.51,333148570.0,333148570.0,333148570.0,
TQBR,2015-04-07,АшинскийМЗ,AMEZ,12.0,50139.0,5.26,5.25,5.39,5.39,5.28,5.39,9500.0,,5.32,,0.0,515346.0,0.0,
SMAL,2015-04-07,Аптеки36и6,APTK,1.0,42.45,14.15,14.15,14.15,,14.15,14.15,3.0,,,,0.0,0.0,0.0,
TQBR,2015-04-07,Аптеки36и6,APTK,277.0,2842878.3,14.49,14.35,14.54,14.5,14.47,14.5,196520.0,14.47,14.47,14.47,2842733.4,2842733.4,2842733.4,
TQBR,2015-04-07,Армада,ARMD,273.0,2349870.0,36.5,35.5,39.5,36.5,37.5,36.5,62540.0,37.5,37.5,37.5,2349870.0,2349870.0,2349870.0,
TQBR,2015-04-07,Арсагера,ARSA,8.0,6017.0,0.741,0.741,0.759,0.753,0.752,0.758,8000.0,,0.755,,0.0,518777.0,0.0,
SMAL,2015-04-07,АВТОВАЗ ао,AVAZ,1.0,49.0,12.25,12.25,12.25,,12.25,12.25,4.0,,,,0.0,0.0,0.0,
TQBR,2015-04-07,АВТОВАЗ ао,AVAZ,481.0,6768398.0,12.1,12.08,12.79,12.16,12.44,12.13,544100.0,12.44,12.44,12.44,6765978.0,6765978.0,6765978.0,
TQBR,2015-04-07,АВТОВАЗ ап,AVAZP,593.0,4470222.0,3.315,3.315,3.48,3.42,3.395,3.42,1317600.0,3.395,3.395,3.395,4470222.0,4470222.0,4470222.0,
TQBR,2015-04-07,Башнефт ао,BANE,2073.0,154001107.0,1850.0,1850.0,1944.0,1925.0,1915.0,1925.0,80398.0,1915.0,1915.0,1915.0,154001107.0,154001107.0,154001107.0,
TQBR,2015-04-07,Башнефт ап,BANEP,1449.0,44317153.0,1328.0,1322.0,1375.0,1357.0,1352.0,1357.0,32784.0,1352.0,1352.0,1352.0,44317153.0,44317153.0,44317153.0,
TQDE,2015-04-07,Деликатесы,BGDE,2.0,3050.0,1.55,1.5,1.55,1.5,1.525,1.5,2000.0,,1.46,,0.0,29484620.0,0.0,
TQBR,2015-04-07,БашИнСв ао,BISV,8.0,19727.0,7.8,7.0,8.1,7.59,7.89,7.59,2500.0,,7.77,,0.0,519492.0,0.0,
SMAL,2015-04-07,Белон ао,BLNG,1.0,142.56,3.24,3.24,3.24,,3.24,3.24,44.0,,,,0.0,0.0,0.0,
TQBR,2015-04-07,Белон ао,BLNG,82.0,358271.5,4.2,4.045,4.22,4.055,4.125,4.045,86900.0,,4.13,,0.0,500785.5,0.0,
TQBR,2015-04-07,БурЗолото,BRZL,4.0,165600.0,920.0,920.0,920.0,920.0,920.0,920.0,180.0,932.0,931.0,932.0,1034390.0,912150.0,1034390.0,
TQBR,2015-04-07,БСП ао,BSPB,129.0,1016809.0,32.2,32.0,33.2,32.35,32.4,32.35,31360.0,32.4,32.4,32.4,1016165.0,1016165.0,1016165.0,
TQBR,2015-04-07,ЧТПЗ ао,CHEP,3.0,20650.0,43.9,40.4,43.9,40.9,41.3,40.9,500.0,,40.2,,0.0,502970.0,0.0,
SMAL,2015-04-07,СевСт-ао,CHMF,6.0,11411.15,635.0,632.75,636.9,,633.95,635.3,18.0,,,,0.0,0.0,0.0,
TQBR,2015-04-07,СевСт-ао,CHMF,4501.0,286567962.5,638.0,633.0,642.3,636.9,637.35,636.9,449620.0,637.35,637.35,637.35,286472262.5,286472262.5,286472262.5,
TQBR,2015-04-07,ЧМК ао,CHMK,66.0,920176.0,1620.0,1587.0,1621.0,1600.0,1606.0,1598.0,573.0,1606.0,1606.0,1606.0,920176.0,920176.0,920176.0,
TQBR,2015-04-07,ЧЦЗ ао,CHZN,119.0,2672885.0,443.0,436.0,447.5,442.0,443.5,442.0,6030.0,443.5,443.5,443.5,2672885.0,2672885.0,2672885.0,
SMAL,2015-04-07,ЧелябЭС ао,CLSB,1.0,20.72,0.074,0.074,0.074,,0.074,0.074,280.0,,,,0.0,0.0,0.0,
TQBR,2015-04-07,ЧелябЭС ао,CLSB,3.0,2917.0,0.0729,0.0729,0.073,0.0729,0.0729,0.0729,40000.0,,0.0733,,0.0,501935.0,0.0,
TQBR,2015-04-07,ЧелябЭС ап,CLSBP,3.0,13677.0,0.0799,0.0799,0.0878,0.0878,0.0805,0.0878,170000.0,,0.0762,,0.0,500074.0,0.0,
TQBR,2015-04-07,Телеграф,CNTL,3.0,4180.0,13.8,13.8,14.0,14.0,13.95,14.0,300.0,,14.65,,0.0,519120.0,0.0,
TQBR,2015-04-07,Телеграф-п,CNTLP,27.0,73045.0,5.87,5.53,5.87,5.85,5.58,5.85,13100.0,,5.56,,0.0,589603.0,0.0,
