BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2004-06-01,Индекс МосБиржи,Индекс МосБиржи,512.99,535.4,540.61,505.99,11736611715.17,,,2,,RUB,
RTSI,MCFTR,2004-06-01,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,512.99,512.99,512.99,512.99,0.0,,,2,0.0,,
RTSI,MCFTRN,2004-06-01,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),512.99,512.99,512.99,512.99,0.0,,,2,0.0,,
RTSI,MCFTRR,2004-06-01,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),512.99,512.99,512.99,512.99,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2004-06-01,Индекс МосБиржи 10,Индекс МосБиржи 10,1041.58,1085.05,1093.53,1026.84,6623832543.41,,,2,,RUB,
SNDX,MICEXBNDPRCI,2004-06-01,RCBI,RCBI,104.5,104.78,104.81,104.46,43826468.8,,,2,,RUB,
SNDX,MICEXBNDTRTI,2004-06-01,RCBIc,RCBI-c,121.26,,,,43826468.8,,,2,,RUB,
SNDX,MICEXCBICP,2004-06-01,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,104.5,104.78,104.81,104.46,43826468.8,,,2,,RUB,
SNDX,MICEXCBITR,2004-06-01,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,121.26,,,,43826468.8,,,2,,RUB,
SNDX,MICEXINDEXCF,2004-06-01,Индекс МосБиржи (архив),Индекс МосБиржи (архив),512.99,535.4,540.61,505.99,11736611715.17,,,2,,RUB,
SNDX,MOEX10,2004-06-01,Индекс МосБиржи 10,Индекс МосБиржи 10,1041.58,1085.05,1093.53,1026.84,6623832543.41,,,2,,RUB,
RTSI,RTS2,2004-06-01,Второй эшелон в $,Индекс второго эшелона Московской Биржи в долларах,697.65,697.65,697.65,697.65,1907962.0,,,2,26037393749.5405,USD,
RTSI,RTSI,2004-06-01,Индекс РТС,Индекс РТС,557.45,582.6,582.6,555.45,26916426.0,,,2,142481466843.904,USD,
RTSI,RTSin,2004-06-01,Машиностроение в $,Индекс машиностроения Московской Биржи в долларах,100.67,100.67,100.67,100.67,0.0,,,2,2324454456.0384,USD,
RTSI,RTSmm,2004-06-01,Индекс РТС металлов и добычи,Индекс РТС металлов и добычи,77.76,77.76,77.76,77.76,0.0,,,2,4053137675.6254,USD,
RTSI,RTSog,2004-06-01,Индекс РТС нефти и газа,Индекс РТС нефти и газа,109.64,109.64,109.64,109.64,0.0,,,2,75885972120.7568,USD,
RTSI,RTStl,2004-06-01,Индекс РТС телекоммуникаций,Индекс РТС телекоммуникаций ,100.24,100.24,100.24,100.24,0.0,,,2,6401365174.3161,USD,
RTSI,RTSUSDCUR,2004-06-01,RTSUSDCUR,Курс доллара США на момент закрытия Индекса РТС,28.9993,28.9993,28.9993,28.9993,,,,2,,RUB,
SNDX,RUCBICP,2004-06-01,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,104.5,104.78,104.81,104.46,43826468.8,,,2,,RUB,
SNDX,RUCBITR,2004-06-01,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,121.26,,,,43826468.8,,,2,,RUB,
SNDX,TECHIND,2004-06-01,Технический индекс акций,Технический индекс акций,943.13,987.53,0.0,0.0,0.0,,,2,,RUB,
