BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2021-05-25,АбрауДюрсо,ABRD,1924.0,28052900.0,208.5,202.0,219.5,202.5,209.0,202.5,134380.0,209.0,209.0,202.5,28052900.0,28052900.0,28052900.0,0.0,3
TQBR,2021-05-25,АСКО ао,ACKO,21.0,21844.0,5.9,5.86,5.96,5.86,5.9,5.86,3700.0,,5.8,5.86,0.0,608690.0,0.0,0.0,3
SMAL,2021-05-25,Система ао,AFKS,15.0,925.87,32.72,31.38,32.72,,31.847,32.42,29.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-25,Система ао,AFKS,34066.0,2207869654.3,32.793,31.421,32.928,31.8,31.847,31.723,69328000.0,31.852,31.852,31.8,2098770738.5,2098770738.5,2098770738.5,0.0,3
SMAL,2021-05-25,Аэрофлот,AFLT,4.0,792.18,72.56,70.94,72.56,,71.36,71.94,11.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-25,Аэрофлот,AFLT,21680.0,773472170.2,71.84,70.6,72.2,71.34,71.36,71.34,10838080.0,71.36,71.36,71.34,709208507.2,709208507.2,709208507.2,0.0,3
TQBR,2021-05-25,AGRO-гдр,AGRO,3342.0,102635967.2,916.8,916.8,925.4,920.4,920.8,920.4,111456.0,920.8,920.8,920.4,102635967.2,102635967.2,102635967.2,0.0,3
TQTF,2021-05-25,ETF AKCH,AKCH,1194.0,47798793.76,98.54,98.54,101.4,99.34,99.8,99.32,479834.0,99.62,99.62,99.34,47798793.76,47798793.76,47798793.76,35931278.04,3
TQTE,2021-05-25,AKEU ETF,AKEU,546.0,106352.9,12.29,12.17,12.29,12.23,12.23,12.23,8695.0,1097.02,1097.02,12.23,9538546.6,9538546.6,9538546.6,220960.4,3
TQTF,2021-05-25,ETF AKMB,AKMB,1595.0,573119.06,1.0844,1.0788,1.0888,1.0878,1.0859,1.0888,527733.0,,1.0838,1.0878,0.0,501089.53,0.0,2980099.66,3
TQTF,2021-05-25,ETF AKME,AKME,208.0,436900.8,121.5,120.55,122.0,121.35,121.1,120.85,3608.0,,121.0,121.35,0.0,500351.5,0.0,851021.02,3
TQTD,2021-05-25,AKNX ETF,AKNX,218.0,103842.96,20.1,19.94,20.17,19.96,20.08,19.96,5171.0,1476.4,1476.4,19.96,8654152.63,8654152.63,8654152.63,320867.38,3
TQTF,2021-05-25,AKNX ETF,AKNX,49.0,1018932.8,1474.8,1466.4,1477.8,1467.6,1476.4,1466.6,691.0,1476.4,1476.4,1467.6,8654152.63,8654152.63,8654152.63,24015350.9,3
TQBR,2021-05-25,Акрон,AKRN,467.0,8343372.0,6080.0,6054.0,6094.0,6068.0,6068.0,6068.0,1375.0,6068.0,6068.0,6068.0,8343372.0,8343372.0,8343372.0,0.0,3
TQTD,2021-05-25,AKSP ETF,AKSP,503.0,365883.73,14.7,14.35,14.7,14.4,14.49,14.35,25243.0,1065.73,1065.73,14.4,26902186.6,26902186.6,26902186.6,529371.13,3
TQBR,2021-05-25,БестЭфБ ао,ALBK,50.0,249000.0,67.5,63.5,67.5,65.0,64.5,65.5,3870.0,,65.5,65.0,0.0,500385.0,0.0,0.0,3
SMAL,2021-05-25,АЛРОСА ао,ALRS,12.0,4021.84,114.98,113.1,117.79,,115.09,115.5,35.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-25,АЛРОСА ао,ALRS,32213.0,1402775350.4,114.52,114.42,115.52,115.19,115.09,115.2,12188070.0,115.09,115.09,115.19,1362354829.8,1362354829.8,1362354829.8,0.0,3
TQTD,2021-05-25,AMCC ETF,AMCC,163.0,3296.19,1.263,1.26,1.269,1.262,1.265,1.262,2605.0,,92.7,1.262,0.0,503389.31,0.0,15542.61,3
TQTF,2021-05-25,AMCC ETF,AMCC,54.0,43218.6,92.7,92.5,93.2,92.8,93.0,92.8,465.0,,92.7,92.8,0.0,503389.31,0.0,1163288.3,3
TQTD,2021-05-25,AMDG ETF,AMDG,99.0,1389.57,1.361,1.349,1.362,1.355,1.358,1.355,1023.0,,99.6,1.355,0.0,525599.38,0.0,7654.59,3
TQTF,2021-05-25,AMDG ETF,AMDG,24.0,14060.5,99.7,99.1,99.9,99.6,99.9,99.5,141.0,,99.6,99.6,0.0,525599.38,0.0,572908.62,3
TQTD,2021-05-25,AMEM ETF,AMEM,166.0,3109.96,1.31,1.309,1.328,1.323,1.316,1.324,2363.0,,96.5,1.323,0.0,503294.31,0.0,19863.3,3
TQTF,2021-05-25,AMEM ETF,AMEM,26.0,18947.7,96.2,96.2,97.4,97.3,96.8,97.3,196.0,,96.5,97.3,0.0,503294.31,0.0,1486670.64,3
TQBR,2021-05-25,АшинскийМЗ,AMEZ,1634.0,15199967.0,11.995,11.82,12.67,12.595,12.315,12.595,1234200.0,12.315,12.315,12.595,15199967.0,15199967.0,15199967.0,0.0,3
TQTD,2021-05-25,AMGF ETF,AMGF,80.0,1743.87,1.296,1.29,1.303,1.295,1.296,1.297,1346.0,,94.7,1.295,0.0,503496.28,0.0,6551.05,3
TQTF,2021-05-25,AMGF ETF,AMGF,14.0,12705.5,95.7,95.0,95.7,95.2,95.3,95.1,133.0,,94.7,95.2,0.0,503496.28,0.0,490313.77,3
TQTD,2021-05-25,AMGM ETF,AMGM,346.0,22359.65,1.495,1.478,1.504,1.497,1.492,1.499,14991.0,109.7,109.7,1.497,1753978.64,1753978.64,1753978.64,19782.32,3
TQTF,2021-05-25,AMGM ETF,AMGM,35.0,109949.8,109.7,108.8,110.3,110.1,109.7,110.1,999.0,109.7,109.7,110.1,1753978.64,1753978.64,1753978.64,1480609.74,3
TQTD,2021-05-25,AMGR ETF,AMGR,147.0,7893.08,1.16,1.148,1.166,1.151,1.156,1.148,6829.0,85.0,85.0,1.151,603531.38,603531.38,603531.38,16449.68,3
TQTF,2021-05-25,AMGR ETF,AMGR,33.0,23180.0,84.5,84.1,85.4,84.6,85.0,84.1,273.0,85.0,85.0,84.6,603531.38,603531.38,603531.38,1231177.92,3
TQTD,2021-05-25,AMHC ETF,AMHC,84.0,2341.68,1.373,1.37,1.381,1.37,1.376,1.37,1702.0,,101.3,1.37,0.0,500833.25,0.0,9841.67,3
TQTF,2021-05-25,AMHC ETF,AMHC,27.0,20518.1,100.7,100.5,101.3,100.7,101.2,100.6,203.0,,101.3,100.7,0.0,500833.25,0.0,736601.1,3
TQTD,2021-05-25,AMHY ETF,AMHY,52.0,2341.46,1.336,1.335,1.343,1.336,1.341,1.337,1746.0,,98.5,1.336,0.0,518352.8,0.0,6495.65,3
TQTF,2021-05-25,AMHY ETF,AMHY,10.0,14773.2,98.5,98.1,98.6,98.2,98.6,98.3,150.0,,98.5,98.2,0.0,518352.8,0.0,486167.43,3
TQTD,2021-05-25,AMIG ETF,AMIG,39.0,2132.69,1.338,1.331,1.344,1.342,1.339,1.342,1592.0,,98.2,1.342,0.0,518065.01,0.0,17847.35,3
TQTF,2021-05-25,AMIG ETF,AMIG,10.0,15918.7,98.0,98.0,98.5,98.7,98.5,98.4,162.0,,98.2,98.7,0.0,518065.01,0.0,1335786.61,3
TQTD,2021-05-25,AMIN ETF,AMIN,356.0,22122.35,1.143,1.13,1.152,1.13,1.139,1.135,19431.0,83.7,83.7,1.13,2183676.2,2183676.2,2183676.2,20177.47,3
TQTF,2021-05-25,AMIN ETF,AMIN,69.0,557094.8,83.3,83.1,84.3,83.1,83.7,83.3,6653.0,83.7,83.7,83.1,2183676.2,2183676.2,2183676.2,1510184.85,3
TQTD,2021-05-25,AMLV ETF,AMLV,25.0,548.95,1.322,1.32,1.33,1.321,1.326,1.32,414.0,,97.2,1.321,0.0,1334692.13,0.0,4229.78,3
TQTF,2021-05-25,AMLV ETF,AMLV,7.0,11215.5,97.1,97.0,97.6,97.1,97.5,97.0,115.0,,97.2,97.1,0.0,1334692.13,0.0,316578.28,3
TQTD,2021-05-25,AMMF ETF,AMMF,92.0,2398.31,1.303,1.293,1.303,1.293,1.301,1.297,1843.0,,95.0,1.293,0.0,501638.39,0.0,7338.23,3
TQTF,2021-05-25,AMMF ETF,AMMF,10.0,11656.7,95.6,95.0,95.6,95.1,95.7,95.2,122.0,,95.0,95.1,0.0,501638.39,0.0,549230.87,3
TQTF,2021-05-25,AMRB ETF,AMRB,95.0,168420.9,100.7,100.1,100.7,100.2,100.7,100.2,1673.0,,100.6,100.2,0.0,871954.9,0.0,1185480.45,3
TQTF,2021-05-25,AMRE ETF,AMRE,132.0,125450.8,103.7,103.5,104.3,103.9,104.0,103.7,1206.0,,103.8,103.9,0.0,553952.4,0.0,1574126.12,3
TQTD,2021-05-25,AMSC ETF,AMSC,457.0,25201.83,1.281,1.271,1.289,1.276,1.28,1.276,19690.0,94.1,94.1,1.276,2113351.51,2113351.51,2113351.51,31949.37,3
TQTF,2021-05-25,AMSC ETF,AMSC,67.0,260347.0,93.7,93.6,94.7,93.8,94.1,93.6,2767.0,94.1,94.1,93.8,2113351.51,2113351.51,2113351.51,2391253.86,3
TQTD,2021-05-25,AMSL ETF,AMSL,768.0,62780.77,1.449,1.434,1.457,1.455,1.443,1.455,43495.0,106.1,106.1,1.455,5675519.98,5675519.98,5675519.98,105547.53,3
TQTF,2021-05-25,AMSL ETF,AMSL,284.0,1059463.3,106.2,105.2,106.9,107.0,106.1,106.8,10014.0,106.1,106.1,107.0,5675519.98,5675519.98,5675519.98,7899715.53,3
