BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2014-02-05,МГор39-об,RU000A0DASA0,2.0,230220.0,100.0,100.1,100.1,100.1,2.88,100.1,6.88,100.0,230.0,100.02,100.01,100.02,9384596.5,8354084.5,9384596.5,2014-07-21,166.0,6.88,,,,,,,1000.0,SUR,,,,,
EQNO,2014-02-05,Детмир 01,RU000A0GKGF6,4.0,3829008.0,99.3,99.3,99.3,99.3,14.21,99.3,9.27,99.3,3856.0,99.36,99.36,99.36,29297959.0,28672094.0,29297959.0,2015-05-26,454.0,9.27,,,,,,,1000.0,SUR,,,,,
EQOB,2014-02-05,ВТБ - 6 об,RU000A0JNGU3,2.0,1001600.0,100.16,100.16,100.16,100.16,5.81,100.16,7.38,100.16,1000.0,100.16,100.18,100.16,2507885.0,1784158.0,2507885.0,2016-07-06,152.0,7.38,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2014-02-05,МГор48-об,RU000A0JNYN1,5.0,45011700.0,90.0,90.0,90.0,90.0,10.74,90.0,8.32,90.0,50013.0,90.0,90.0,90.0,46554982.5,45930896.4,46554982.5,2022-06-11,2309.0,8.32,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2014-02-05,МГор49-об,RU000A0JNYP6,2.0,1486510.0,99.5,99.9,99.9,99.77,10.16,99.77,7.15,99.5,1490.0,99.26,99.75,99.26,11226253.7,2815022.9,11226253.7,2017-06-14,1102.0,7.2,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2014-02-05,РСХБ 3,RU000A0JP2G4,2.0,101000.3,100.0,100.03,100.0,100.0,44.1,100.0,8.33,100.03,101.0,100.03,100.03,100.03,19498896.7,19298876.7,19498896.7,2017-02-09,664.0,8.33,,,,,,,1000.0,SUR,,,,,RUR
EQNB,2014-02-05,ГСС 01,RU000A0JP518,2.0,2976.0,99.2,99.2,99.2,99.2,30.47,99.2,9.56,99.2,3.0,,98.82,,0.0,961495.2,0.0,2017-03-26,218.0,9.56,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2014-02-05,Мос.обл.7в,RU000A0JP6R2,1.0,3000.0,100.0,100.0,100.0,100.0,24.55,100.0,8.06,100.0,3.0,100.08,100.08,100.08,6405165.3,6400165.3,6405165.3,2014-04-16,70.0,8.06,,,,,,,1000.0,SUR,,,,,
EQOB,2014-02-05,МТС 02,RU000A0JQ0E2,2.0,19920.0,99.5,99.7,99.7,99.7,22.51,99.6,8.09,99.5,20.0,,99.89,,0.0,6054385.2,0.0,2015-10-20,582.0,8.15,,,,,,,1000.0,SUR,,,,,
EQNO,2014-02-05,РЖД-11обл,RU000A0JQ177,1.0,10037000.0,100.37,100.37,100.37,100.37,16.45,100.37,7.71,100.37,10000.0,100.18,100.28,100.18,134828452.2,41754752.9,134828452.2,2015-11-18,611.0,7.71,,,,,,,1000.0,SUR,,,,,
