1306186200000.0,38.84
1306272600000.0,35.0
1306359000000.0,34.77
1306445400000.0,34.45
1306791000000.0,33.45
1306877400000.0,32.25
1306963800000.0,33.52
1307050200000.0,33.5
1307309400000.0,34.23
1307395800000.0,35.0
1307482200000.0,33.29
1307568600000.0,32.79
1307655000000.0,31.824
1307914200000.0,31.33
1308000600000.0,31.6
1308087000000.0,30.27
1308173400000.0,30.53
1308259800000.0,30.81
1308519000000.0,30.32
1308605400000.0,31.13
1308691800000.0,30.71
1308778200000.0,31.17
1308864600000.0,31.55
1309123800000.0,32.5
1309210200000.0,33.99
1309296600000.0,34.78
1309383000000.0,35.51
1309469400000.0,35.69
1309815000000.0,34.085
1309901400000.0,33.93
1309987800000.0,34.15
1310074200000.0,35.95
1310333400000.0,34.13
1310419800000.0,33.54
1310506200000.0,34.49
1310592600000.0,34.17
1310679000000.0,34.99
1310938200000.0,35.91
1311024600000.0,35.75
1311111000000.0,34.99
1311197400000.0,34.93
1311283800000.0,35.65
1311543000000.0,36.56
1311629400000.0,37.45
1311715800000.0,38.51
1311802200000.0,37.74
1311888600000.0,34.98
1312147800000.0,32.79
1312234200000.0,32.47
1312320600000.0,34.24
1312407000000.0,32.61
1312493400000.0,30.83
1312752600000.0,27.04
1312839000000.0,29.76
1312925400000.0,29.73
1313011800000.0,30.66
1313098200000.0,30.66
1313357400000.0,30.59
1313443800000.0,29.18
1313530200000.0,30.01
1313616600000.0,29.56
1313703000000.0,29.99
1313962200000.0,29.05
1314048600000.0,28.93
1314135000000.0,30.95
1314221400000.0,30.5
1314307800000.0,30.45
1314567000000.0,30.35
1314653400000.0,29.96
1314739800000.0,30.97
1314826200000.0,31.19
1314912600000.0,30.38
1315258200000.0,29.22
1315344600000.0,29.8
1315431000000.0,30.26
1315517400000.0,29.93
1315776600000.0,29.02
1315863000000.0,28.38
1315949400000.0,29.16
1316035800000.0,29.74
1316122200000.0,30.01
1316381400000.0,29.57
1316467800000.0,28.61
1316554200000.0,27.96
1316640600000.0,25.4
1316727000000.0,25.54
1316986200000.0,25.06
1317072600000.0,26.36
1317159000000.0,22.9
1317245400000.0,22.6
1317331800000.0,20.46
1317591000000.0,18.97
1317677400000.0,18.81
1317763800000.0,19.85
1317850200000.0,20.18
1317936600000.0,19.82
1318195800000.0,21.57
1318282200000.0,24.27
1318368600000.0,23.63
1318455000000.0,24.25
1318541400000.0,24.17
1318800600000.0,24.4
1318887000000.0,24.25
1318973400000.0,24.73
1319059800000.0,25.08
1319146200000.0,26.42
1319405400000.0,27.53
1319491800000.0,25.17
1319578200000.0,25.79
1319664600000.0,27.74
1319751000000.0,28.13
1320010200000.0,27.52
1320096600000.0,26.7
1320183000000.0,26.04
1320269400000.0,28.62
1320355800000.0,28.55
1320615000000.0,27.58
1320701400000.0,27.58
1320787800000.0,25.4
1320874200000.0,24.99
1320960600000.0,25.54
1321219800000.0,25.63
1321306200000.0,24.81
1321392600000.0,23.51
1321479000000.0,21.99
1321565400000.0,21.65
1321824600000.0,19.72
1321911000000.0,20.06
1321997400000.0,20.05
1322170200000.0,19.75
1322429400000.0,20.99
1322515800000.0,21.54
1322602200000.0,21.98
1322688600000.0,21.92
1322775000000.0,21.36
1323034200000.0,21.48
1323120600000.0,20.88
1323207000000.0,21.8
1323293400000.0,20.5
1323379800000.0,19.94
1323639000000.0,18.83
1323725400000.0,18.49
1323811800000.0,17.89
1323898200000.0,17.97
1323984600000.0,17.55
1324243800000.0,16.95
1324330200000.0,17.84
1324416600000.0,18.03
1324503000000.0,19.2
1324589400000.0,19.96
1324935000000.0,19.49
1325021400000.0,19.8
1325107800000.0,19.5
1325194200000.0,19.7
1325539800000.0,19.74
1325626200000.0,19.15
1325712600000.0,19.29
1325799000000.0,18.61
1326058200000.0,18.73
1326144600000.0,18.86
1326231000000.0,19.2
1326317400000.0,19.05
1326403800000.0,18.6
1326749400000.0,18.3
1326835800000.0,18.52
1326922200000.0,18.75
1327008600000.0,18.74
1327267800000.0,18.44
1327354200000.0,18.72
1327440600000.0,19.79
1327527000000.0,20.89
1327613400000.0,20.7
1327872600000.0,20.24
1327959000000.0,20.3401
1328045400000.0,20.65
1328131800000.0,21.39
1328218200000.0,21.82
1328477400000.0,21.5
1328563800000.0,21.5
1328650200000.0,21.9
1328736600000.0,22.14
1328823000000.0,21.27
1329082200000.0,20.94
1329168600000.0,21.5
1329255000000.0,21.571
1329341400000.0,21.71
1329427800000.0,22.06
1329773400000.0,23.57
1329859800000.0,22.63
1329946200000.0,22.97
1330032600000.0,22.7
1330291800000.0,22.16
1330378200000.0,22.01
1330464600000.0,21.3
1330551000000.0,21.6
1330637400000.0,23.26
1330896600000.0,23.19
1330983000000.0,23.13
1331069400000.0,23.14
1331155800000.0,23.95
1331242200000.0,23.47
1331501400000.0,22.94
1331587800000.0,23.5
1331674200000.0,24.1
1331760600000.0,23.97
1331847000000.0,24.68
1332106200000.0,24.49
1332192600000.0,24.03
1332279000000.0,24.21
1332365400000.0,23.75
1332451800000.0,24.01
1332711000000.0,24.28
1332797400000.0,24.95
1332883800000.0,25.0
1332970200000.0,25.35
1333056600000.0,26.87
1333315800000.0,27.005
1333402200000.0,26.67
1333488600000.0,26.04
1333575000000.0,26.62
1333920600000.0,26.6
1334007000000.0,25.57
1334093400000.0,26.25
1334179800000.0,26.57
1334266200000.0,26.56
1334525400000.0,26.46
1334611800000.0,27.13
1334698200000.0,26.91
1334784600000.0,27.3
1334871000000.0,26.65
1335130200000.0,25.84
1335216600000.0,24.54
1335303000000.0,24.54
1335389400000.0,23.37
1335475800000.0,24.69
1335735000000.0,23.72
1335821400000.0,23.92
1335907800000.0,24.08
1335994200000.0,23.93
1336080600000.0,23.35
1336339800000.0,22.57
1336426200000.0,21.82
1336512600000.0,21.8
1336599000000.0,21.93
1336685400000.0,22.4
1336944600000.0,21.53
1337031000000.0,21.47
1337117400000.0,22.18
1337203800000.0,21.0
1337290200000.0,20.47
1337549400000.0,21.25
1337635800000.0,21.16
1337722200000.0,20.92
1337808600000.0,20.28
1337895000000.0,20.45
1338240600000.0,21.05
1338327000000.0,20.42
1338413400000.0,19.93
1338499800000.0,18.49
1338759000000.0,19.08
1338845400000.0,18.95
1338931800000.0,18.79
1339018200000.0,18.88
1339104600000.0,18.95
1339363800000.0,17.71
1339450200000.0,17.43
1339536600000.0,17.18
1339623000000.0,16.66
1339709400000.0,17.56
1339968600000.0,18.56
1340055000000.0,18.81
1340141400000.0,18.56
1340227800000.0,17.74
1340314200000.0,17.83
1340573400000.0,17.31
1340659800000.0,17.37
1340746200000.0,17.86
1340832600000.0,17.94
1340919000000.0,19.05
1341178200000.0,18.97
1341264600000.0,19.27
1341437400000.0,20.25
1341523800000.0,18.9
1341783000000.0,18.85
1341869400000.0,18.35
1341955800000.0,18.41
1342042200000.0,18.3
1342128600000.0,18.56
1342387800000.0,17.84
1342474200000.0,18.01
1342560600000.0,18.69
1342647000000.0,19.45
1342733400000.0,18.97
1342992600000.0,18.54
1343079000000.0,18.82
1343165400000.0,19.0
1343251800000.0,19.0
1343338200000.0,20.22
1343597400000.0,20.83
1343683800000.0,19.23
1343770200000.0,19.74
1343856600000.0,19.25
1343943000000.0,20.47
1344202200000.0,21.328
1344288600000.0,20.86
1344375000000.0,21.11
1344461400000.0,20.9
1344547800000.0,20.62
1344807000000.0,20.4
