BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQNO,2014-04-24,Детмир 01,RU000A0GKGF6,1.0,2630320.0,98.0,98.0,98.0,98.0,32.37,98.0,10.75,98.0,2684.0,,97.79,,0.0,17351909.6,0.0,2015-05-26,376.0,10.75,,,,,,,1000.0,SUR,,,,,
EQOB,2014-04-24,ВТБ - 6 об,RU000A0JNGU3,20.0,81106875.5,99.87,100.0,99.9,99.9,3.12,99.94,8.3,99.91,81155.0,99.94,99.94,99.94,81106875.5,81106875.5,81106875.5,2016-07-06,76.0,8.09,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2014-04-24,МГор48-об,RU000A0JNYN1,9.0,89062.0,83.8,84.5,83.85,83.85,25.7,84.02,9.57,84.5,106.0,84.08,83.9,84.08,44100701.1,16869062.0,44100701.1,2022-06-11,2198.0,9.53,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2014-04-24,РСХБ 3,RU000A0JP2G4,1.0,280829.5,97.85,97.85,97.85,97.85,15.63,97.85,9.69,97.85,287.0,,97.66,,0.0,15409450.0,0.0,2017-02-09,616.0,9.69,,,,,,,1000.0,SUR,,,,,RUR
EQNB,2014-04-24,ГСС 01,RU000A0JP518,2.0,1973.0,98.0,99.3,99.3,99.3,7.67,98.65,10.02,98.0,2.0,,98.83,,0.0,921061.0,0.0,2017-03-26,147.0,11.81,,,,,,,1000.0,SUR,,,,,RUR
EQNB,2014-04-24,ПИА АИЖК А,RU000A0JP8D8,1.0,103.35,100.0,100.0,100.0,100.0,0.27,100.0,7.07,100.0,5.0,,,,0.0,0.0,0.0,2039-02-15,200.0,7.07,,,,,,,20.67,SUR,,,,,
EQOB,2014-04-24,ИКС5Фин 01,RU000A0JPBN4,1.0,170221.0,100.13,100.13,100.13,100.13,24.83,100.13,7.27,100.13,170.0,,99.89,,0.0,35961244.9,0.0,2014-07-01,68.0,7.27,,,,,,,1000.0,SUR,,,,,
EQNB,2014-04-24,ВТБ ЛизФ01,RU000A0JPGR4,1.0,4302.18,99.85,99.85,99.85,99.85,2.49,99.85,8.46,99.85,28.0,,99.92,,0.0,40550759.65,0.0,2014-11-06,102.0,8.46,,,,,,,153.88,SUR,,,,,
EQOB,2014-04-24,ДОМ.РФ11об,RU000A0JPLU8,2.0,9740000.0,97.4,97.4,97.4,97.4,8.99,97.4,9.5,97.4,10000.0,97.87,97.94,97.87,220213927.3,195873453.5,220213927.3,2020-09-15,989.0,9.5,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2014-04-24,РСХБ 6,RU000A0JPMT8,2.0,3990800.0,99.77,99.77,99.77,99.77,14.75,99.77,8.68,99.77,4000.0,99.78,99.77,99.78,26545866.0,18062866.0,26545866.0,2018-02-09,113.0,8.68,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2014-04-24,МДМ Банк 8,RU000A0JPQA9,2.0,4912.0,98.1,98.8,98.8,98.8,3.45,98.24,10.61,98.1,5.0,98.21,98.27,98.21,3008313.2,1432752.5,3008313.2,2015-04-09,342.0,11.28,,,,,,,1000.0,SUR,,,,,
EQNB,2014-04-24,ВТБ ЛизФ02,RU000A0JPWF6,9.0,50906296.75,100.0,100.1,100.0,100.0,0.91,100.01,9.29,100.1,220544.0,100.01,100.01,100.01,50907223.18,50906528.36,50907223.18,2015-07-07,75.0,9.24,,,,,,,230.8,SUR,,,,,
EQOB,2014-04-24,МТС 02,RU000A0JQ0E2,4.0,19770985.0,98.02,98.64,98.64,98.05,0.42,98.35,8.93,98.02,20103.0,98.31,98.32,98.31,139630189.3,41325245.8,139630189.3,2015-10-20,524.0,9.16,,,,,,,1000.0,SUR,,,,,
EQNO,2014-04-24,РЖД-14обл,RU000A0JQ4U0,3.0,4988996.2,99.66,99.95,99.87,99.66,3.44,99.66,8.15,99.95,5006.0,99.71,99.75,99.71,23415970.4,15386754.1,23415970.4,2015-04-07,341.0,8.39,,,,,,,1000.0,SUR,,,,,
EQOB,2014-04-24,МТС 04,RU000A0JQ5E1,17.0,21177878.8,99.97,99.99,99.99,99.99,71.84,99.99,7.51,99.99,21180.0,99.99,99.99,99.99,21177878.8,21177878.8,21177878.8,2014-05-13,19.0,7.51,,,,,,,1000.0,SUR,,,,,
EQOB,2014-04-24,МГор62-об,RU000A0JQ5L6,6.0,51820215.5,100.55,100.6,100.6,100.55,15.45,100.55,7.21,100.55,51536.0,100.56,100.55,100.56,60024031.0,54689282.5,60024031.0,2014-06-08,45.0,7.63,,,,,,,1000.0,SUR,,,,,
EQNO,2014-04-24,РЖД-16 обл,RU000A0JQ656,2.0,1574100.0,98.32,98.39,98.39,98.39,29.44,98.38,8.93,98.32,1600.0,98.39,98.39,98.39,7543424.8,7543424.8,7543424.8,2017-06-05,707.0,8.94,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2014-04-24,ИКС5Фин 04,RU000A0JQ664,3.0,2995.8,99.79,99.94,99.85,99.85,29.73,99.86,9.15,99.94,3.0,99.84,99.85,99.84,28835684.9,22967003.4,28835684.9,2016-06-02,42.0,9.06,,,,,,,1000.0,SUR,,,,,RUR
EQNO,2014-04-24,РЖД-15 обл,RU000A0JQ6S9,2.0,103693.5,98.75,98.87,98.87,98.87,27.24,98.76,8.92,98.75,105.0,98.67,98.35,98.67,94559137.4,4199594.9,94559137.4,2016-06-20,719.0,8.98,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2014-04-24,ГазпромА11,RU000A0JQ6T7,10.0,11005657.4,100.95,101.19,101.19,101.19,45.58,100.99,6.44,101.1,10898.0,100.99,100.99,100.99,11005657.4,11005657.4,11005657.4,2014-06-24,61.0,7.65,,,,,,,1000.0,SUR,,,,,
EQOB,2014-04-24,ОткрФКБ11,RU000A0JQ748,6.0,30682602.4,100.08,100.1,100.08,100.08,29.41,100.08,9.13,100.1,30658.0,100.1,100.09,100.1,43571998.2,34997155.2,43571998.2,2014-07-02,69.0,9.13,,,,,,,1000.0,SUR,,,,,
EQNO,2014-04-24,ВК-Инвест3,RU000A0JQ7N8,11.0,35380879.0,99.88,100.05,99.9,99.9,21.69,99.94,7.97,99.95,35401.0,99.94,99.94,99.94,35380879.0,35380879.0,35380879.0,2014-07-08,75.0,7.76,,,,,,,1000.0,SUR,,,,,
EQNO,2014-04-24,РЖД-17 обл,RU000A0JQ7W9,5.0,7924890.5,99.03,99.08,99.03,99.03,19.83,99.05,8.71,99.05,8001.0,99.09,99.05,99.09,69918358.0,15809762.8,69918358.0,2018-07-16,432.0,8.69,,,,,,,1000.0,SUR,,,,,RUB
EQNO,2014-04-24,РЖД-18 обл,RU000A0JQ7X7,2.0,855100.0,100.6,100.6,100.6,100.6,27.68,100.6,8.24,100.6,850.0,,100.63,,0.0,2180648.0,0.0,2019-07-15,88.0,8.24,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2014-04-24,МТС 05,RU000A0JQ8Q9,1.0,990.1,99.01,99.01,99.01,99.01,65.92,99.01,9.22,99.01,1.0,,98.25,,0.0,8474153.2,0.0,2016-07-19,731.0,9.22,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2014-04-24,Система-02,RU000A0JQ9U9,7.0,6423000.0,100.0,100.0,100.0,100.0,16.47,100.0,8.45,100.0,6423.0,100.0,100.0,100.0,11424003.5,11424003.5,11424003.5,2014-08-12,110.0,8.45,,,,,,,1000.0,SUR,,,,,
EQOB,2014-04-24,ДОМ.РФ14об,RU000A0JQAL8,1.0,53750.0,107.5,107.5,107.5,107.5,47.12,107.5,-66.71,107.5,50.0,,107.73,,0.0,5441320.0,0.0,2023-05-15,21.0,-66.71,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2014-04-24,Транснф 03,RU000A0JQCR1,4.0,6466552.5,105.32,106.25,105.43,105.38,55.78,106.11,-2.95,106.0,6094.0,106.04,106.05,106.04,7267779.5,7122320.6,7267779.5,2019-09-18,153.0,-4.35,,,,,,,1000.0,SUR,,,,,RUB
EQNO,2014-04-24,Сибметин02,RU000A0JQFZ7,16.0,46141941.4,100.25,100.77,100.43,100.47,2.59,100.5,12.93,100.77,45912.0,100.5,100.5,100.5,46141941.4,46141941.4,46141941.4,2019-10-10,175.0,12.76,,,,,,,1000.0,SUR,,,,,
EQNO,2014-04-24,Система-03,RU000A0JQL30,5.0,29507735.4,98.13,99.15,99.15,98.29,35.24,98.3,9.33,98.3,30018.0,98.85,98.33,98.85,126833365.9,76838741.4,126833365.9,2016-11-24,836.0,9.73,,,,,,,1000.0,SUR,,,,,RUR
EQNB,2014-04-24,ВТБ ЛизФ07,RU000A0JQMB4,5.0,60425750.5,99.99,100.01,100.01,100.01,5.15,100.0,8.27,99.99,130910.0,100.0,100.0,100.0,102101442.97,96427199.72,102101442.97,2016-11-30,41.0,8.36,,,,,,,461.56,SUR,,,,,RUR
EQNO,2014-04-24,ЕврХолдФ 1,RU000A0JQTD5,1.0,4820.0,96.4,96.4,96.4,96.4,8.15,96.4,13.5,96.4,5.0,94.83,95.67,94.83,31652325.1,15380240.0,31652325.1,2020-03-13,322.0,13.5,,,,,,,1000.0,SUR,,,,,
EQNO,2014-04-24,ЕврХолдФ 3,RU000A0JQTQ7,2.0,24125.0,96.5,96.5,96.5,96.5,8.15,96.5,13.37,96.5,25.0,,97.31,,0.0,581924.9,0.0,2020-03-13,322.0,13.37,,,,,,,1000.0,SUR,,,,,
EQOB,2014-04-24,МКБ 08обл,RU000A0JQU70,2.0,1982.0,99.1,99.1,99.1,99.1,3.55,99.1,9.88,99.1,2.0,,99.72,,0.0,4618028.3,0.0,2015-04-08,341.0,9.88,,,,,,,1000.0,SUR,,,,,
EQOB,2014-04-24,ХКФ Банк-7,RU000A0JQV12,5.0,577258.1,95.02,101.0,100.49,100.4,0.0,100.39,9.56,101.0,575.0,,100.4,,0.0,694755.9,0.0,2015-04-23,351.0,9.67,,,,,,,1000.0,SUR,,,,,
EQNB,2014-04-24,РБК 01,RU000A0JQVB5,2.0,1992.59,93.99,93.99,93.99,94.0,0.0,93.99,,93.99,2120.0,,80.99,,0.0,518272.58,0.0,2015-04-23,364.0,0.0,,,,,,,1.0,SUR,,,,,
EQNB,2014-04-24,РБК 04,RU000A0JQVD1,5.0,2156.99,55.01,60.0,57.0,57.86,0.0,55.66,,55.01,3875.0,,52.69,,0.0,595350.16,0.0,2018-04-19,1456.0,0.0,,,,,,,1.0,SUR,,,,,RUB
EQOB,2014-04-24,ВолгогрОб9,RU000A0JQWF4,6.0,107196.32,99.96,100.0,100.0,100.0,11.2,100.0,7.28,99.96,268.0,99.97,99.97,99.97,7752106.36,1420026.48,7752106.36,2014-06-04,41.0,7.28,,,,,,,400.0,SUR,,,,,
EQNB,2014-04-24,АЛРОСА 23,RU000A0JQX10,4.0,284009.8,100.0,100.98,100.98,100.0,8.58,100.0,8.29,100.0,284.0,100.1,100.1,100.1,98680733.4,82367032.4,98680733.4,2015-06-18,401.0,9.25,,,,,,,1000.0,SUR,,,,,
EQOB,2014-04-24,ДОМ.РФ16об,RU000A0JQXG0,2.0,975977.0,97.5,97.7,97.7,97.7,9.04,97.5,9.13,97.5,1001.0,,98.12,,0.0,5135489.6,0.0,2021-09-15,1461.0,9.19,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2014-04-24,Мечел 14об,RU000A0JR0J0,10.0,121732.3,64.5,67.46,67.44,67.44,13.97,67.26,49.27,67.45,181.0,,64.73,,0.0,520452.3,0.0,2020-02-25,463.0,49.58,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2014-04-24,Мечел 13об,RU000A0JR0K8,7.0,19095.0,65.0,65.98,65.98,65.98,13.97,65.84,51.81,65.98,29.0,,67.99,,0.0,876404.6,0.0,2020-02-25,462.0,52.06,,,,,,,1000.0,SUR,,,,,RUB
EQNO,2014-04-24,Русфинанс8,RU000A0JR1G4,5.0,77509703.9,97.75,98.0,97.75,97.75,8.48,97.76,10.15,98.0,79288.0,97.76,97.76,97.76,77559880.5,77559880.5,77559880.5,2015-09-14,487.0,10.15,,,,,,,1000.0,SUR,,,,,
EQOB,2014-04-24,КраснодКр3,RU000A0JR225,2.0,398295.0,100.2,100.2,100.2,100.2,2.98,100.2,7.68,100.2,795.0,100.04,100.06,100.04,26378594.75,7478316.75,26378594.75,2014-09-27,156.0,7.68,,,,,,,500.0,SUR,,,,,
EQNO,2014-04-24,ТПлюс 01,RU000A0JR2S7,9.0,628617.0,95.81,97.0,96.5,96.45,3.74,96.56,15.04,97.0,651.0,96.75,96.74,96.75,895918.0,871617.0,895918.0,2017-10-06,342.0,14.97,,,,,,,1000.0,SUR,,,,,RUR
EQNO,2014-04-24,ВК-Инвест6,RU000A0JR357,5.0,3050898.0,98.6,99.1,99.1,99.1,2.05,99.09,9.17,98.6,3079.0,,99.09,,0.0,3055807.1,0.0,2015-10-13,515.0,9.17,,,,,,,1000.0,SUR,,,,,
EQNO,2014-04-24,ВК-Инвест7,RU000A0JR381,1.0,987.0,98.7,98.7,98.7,98.7,2.05,98.7,9.48,98.7,1.0,98.4,98.4,98.4,12360780.2,12335325.8,12360780.2,2015-10-13,515.0,9.48,,,,,,,1000.0,SUR,,,,,
EQNO,2014-04-24,ВЭБ.РФ 06,RU000A0JR3H8,3.0,14535.0,96.9,96.9,96.9,96.9,0.43,96.9,9.16,96.9,15.0,,96.95,,0.0,1384449.0,0.0,2020-10-13,1133.0,9.16,,,,,,,1000.0,SUR,,,,,RUB
EQNO,2014-04-24,Росгосстр2,RU000A0JR472,8.0,131395167.0,99.5,100.0,100.0,100.0,41.88,100.0,9.3,99.5,131396.0,99.99,99.99,99.99,131867967.0,131866982.0,131867967.0,2017-11-02,355.0,9.3,,,,,,,1000.0,SUR,,,,,RUR
EQNO,2014-04-24,РВКФинанс3,RU000A0JR498,4.0,199280.0,99.55,99.73,99.73,99.64,43.13,99.64,10.03,99.55,200.0,99.68,99.68,99.68,530306.4,530306.4,530306.4,2015-11-09,515.0,10.09,,,,,,,1000.0,SUR,,,,,
