BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
SMAL,2015-08-25,АбрауДюрсо,ABRD,1.0,95.0,95.0,95.0,95.0,,100.5,95.0,1.0,,,,0.0,0.0,0.0,
TQBR,2015-08-25,АбрауДюрсо,ABRD,19.0,593600.0,92.5,92.5,104.0,96.5,100.5,95.0,5900.0,100.5,100.5,100.5,593600.0,593600.0,593600.0,
SMAL,2015-08-25,Система ао,AFKS,1.0,61.38,20.46,20.46,20.46,,19.63,20.46,3.0,,,,0.0,0.0,0.0,
TQBR,2015-08-25,Система ао,AFKS,5539.0,173623211.0,19.1,19.05,20.05,20.0,19.63,20.0,8845400.0,19.63,19.63,19.63,173623211.0,173623211.0,173623211.0,
SMAL,2015-08-25,Аэрофлот,AFLT,7.0,5007.77,39.09,38.72,39.09,,38.28,38.72,129.0,,,,0.0,0.0,0.0,
TQBR,2015-08-25,Аэрофлот,AFLT,1933.0,71389025.0,37.72,37.72,39.2,38.74,38.28,38.74,1859200.0,38.4,38.4,38.4,71389025.0,71389025.0,71389025.0,
TQBR,2015-08-25,AGRO-гдр,AGRO,156.0,6685480.0,537.0,537.0,585.0,550.0,553.0,550.0,12082.0,553.0,553.0,553.0,6685480.0,6685480.0,6685480.0,
TQBR,2015-08-25,Акрон,AKRN,1208.0,25174970.0,2887.0,2724.0,2928.0,2758.0,2777.0,2758.0,9064.0,2777.0,2777.0,2777.0,25174970.0,25174970.0,25174970.0,
SMAL,2015-08-25,АЛРОСА ао,ALRS,10.0,9036.54,63.9,63.5,63.92,,63.99,63.5,142.0,,,,0.0,0.0,0.0,
TQBR,2015-08-25,АЛРОСА ао,ALRS,8135.0,528878920.0,64.03,63.24,65.0,63.24,63.99,63.24,8265500.0,63.99,63.99,63.99,528878920.0,528878920.0,528878920.0,
TQBR,2015-08-25,АшинскийМЗ,AMEZ,193.0,3289856.0,5.29,5.22,5.45,5.42,5.33,5.42,617100.0,5.33,5.33,5.33,3289856.0,3289856.0,3289856.0,
SMAL,2015-08-25,Аптеки36и6,APTK,4.0,54.7,13.85,13.6,13.85,,13.8,13.6,4.0,,,,0.0,0.0,0.0,
TQBR,2015-08-25,Аптеки36и6,APTK,383.0,1624323.5,13.6,13.35,14.1,13.8,13.8,13.85,117780.0,13.8,13.8,13.8,1624323.5,1624323.5,1624323.5,
TQDE,2015-08-25,Армада,ARMD,54.0,190740.0,24.0,24.0,26.5,24.5,24.5,24.5,7710.0,,24.0,,0.0,504805.0,0.0,
TQBR,2015-08-25,Арсагера,ARSA,2.0,25500.0,0.95,0.9,0.95,0.9,0.944,0.9,27000.0,,0.937,,0.0,501210.0,0.0,
TQBR,2015-08-25,АВТОВАЗ ао,AVAZ,210.0,1116916.0,9.38,9.35,9.76,9.57,9.55,9.57,116900.0,9.55,9.55,9.55,1116916.0,1116916.0,1116916.0,
TQBR,2015-08-25,АВТОВАЗ ап,AVAZP,84.0,228116.5,2.9,2.89,2.95,2.92,2.925,2.92,78000.0,,2.9,,0.0,508002.5,0.0,
TQBR,2015-08-25,Башнефт ао,BANE,790.0,22910736.0,1798.0,1720.0,1798.0,1761.0,1764.0,1761.0,12987.0,1764.0,1764.0,1764.0,22910736.0,22910736.0,22910736.0,
TQBR,2015-08-25,Башнефт ап,BANEP,803.0,37129032.0,1293.0,1293.0,1312.0,1303.0,1302.0,1303.0,28528.0,1301.0,1301.0,1301.0,37129032.0,37129032.0,37129032.0,
TQBR,2015-08-25,БашИнСв ап,BISVP,20.0,1048360.0,3.91,3.83,3.95,3.93,3.88,3.93,270000.0,3.88,3.88,3.88,1048360.0,1048360.0,1048360.0,
TQBR,2015-08-25,Белон ао,BLNG,50.0,293313.0,3.76,3.76,3.96,3.93,3.89,3.93,75400.0,,3.84,,0.0,517545.0,0.0,
TQBR,2015-08-25,БурЗолото,BRZL,15.0,636830.0,1016.0,900.0,1116.0,1116.0,1011.0,1116.0,630.0,1011.0,1011.0,1011.0,636830.0,636830.0,636830.0,
SMAL,2015-08-25,БСП ао,BSPB,1.0,45.15,45.15,45.15,45.15,,36.55,45.15,1.0,,,,0.0,0.0,0.0,
TQBR,2015-08-25,БСП ао,BSPB,316.0,1515688.5,35.3,35.3,37.4,37.0,36.55,37.1,41460.0,36.55,36.55,36.55,1515688.5,1515688.5,1515688.5,
TQBR,2015-08-25,МКБ ао,CBOM,17.0,2091409.25,3.6385,3.62,3.6385,3.6205,3.6225,3.62,577300.0,3.6225,3.6225,3.6225,2091409.25,2091409.25,2091409.25,
SMAL,2015-08-25,РН-ЗапСиб,CHGZ,2.0,11188.2,26.3,26.2,26.3,,26.3,26.2,426.0,,,,0.0,0.0,0.0,
SMAL,2015-08-25,СевСт-ао,CHMF,4.0,5671.3,706.0,706.0,712.7,,717.5,709.3,8.0,,,,0.0,0.0,0.0,
TQBR,2015-08-25,СевСт-ао,CHMF,9141.0,767211444.0,729.4,704.0,731.7,707.0,717.5,707.0,1070030.0,717.0,717.0,717.0,767211444.0,767211444.0,767211444.0,
TQBR,2015-08-25,ЧМК ао,CHMK,268.0,3534460.0,3600.0,3500.0,3995.0,3930.0,3815.0,3930.0,927.0,3815.0,3815.0,3815.0,3534460.0,3534460.0,3534460.0,
TQBR,2015-08-25,ЧЦЗ ао,CHZN,8.0,178950.0,526.0,524.0,537.0,537.0,526.0,537.0,340.0,,528.0,,0.0,570170.0,0.0,
TQBR,2015-08-25,ЧелябЭС ап,CLSBP,1.0,742.0,0.0742,0.0742,0.0742,0.0742,0.0742,0.0742,10000.0,,0.0785,,0.0,500091.0,0.0,
TQBR,2015-08-25,Телеграф,CNTL,60.0,481645.0,23.0,20.0,24.55,20.8,22.2,20.8,21700.0,,22.2,,0.0,501355.0,0.0,
TQBR,2015-08-25,Телеграф-п,CNTLP,113.0,787168.0,9.77,8.5,9.83,8.75,9.08,8.81,87000.0,9.05,9.05,9.05,787168.0,787168.0,787168.0,
TQBR,2015-08-25,ДагСб ао,DASB,34.0,386000.0,0.318,0.31,0.3185,0.3125,0.3165,0.3125,1220000.0,,0.316,,0.0,537550.0,0.0,
SMAL,2015-08-25,Дорогбж ао,DGBZ,2.0,308.1,23.7,23.7,23.7,,23.7,23.7,13.0,,,,0.0,0.0,0.0,
TQBR,2015-08-25,Дорогбж ап,DGBZP,6.0,23530.0,23.45,23.45,23.8,23.5,23.55,23.5,1000.0,,23.15,,0.0,509200.0,0.0,
TQBR,2015-08-25,iЗаводДИОД,DIOD,7.0,6739.0,4.52,4.46,4.53,4.49,4.49,4.5,1500.0,,4.76,,0.0,500181.0,0.0,
SMAL,2015-08-25,ДИКСИ ао,DIXY,3.0,1528.0,306.0,304.0,306.0,,306.0,304.0,5.0,,,,0.0,0.0,0.0,
TQBR,2015-08-25,ДИКСИ ао,DIXY,1331.0,32667160.0,300.0,297.0,310.0,305.5,306.0,305.5,106790.0,306.0,306.0,306.0,32667160.0,32667160.0,32667160.0,
SMAL,2015-08-25,ДЭК ао,DVEC,1.0,298.9,0.7,0.7,0.7,,0.877,0.7,427.0,,,,0.0,0.0,0.0,
TQBR,2015-08-25,ДЭК ао,DVEC,1.0,952.0,0.952,0.952,0.952,0.952,0.877,0.952,1000.0,,0.949,,0.0,511335.0,0.0,
TQBR,2015-08-25,iДонскЗР,DZRD,1.0,2420.0,1210.0,1210.0,1210.0,1210.0,1210.0,1210.0,2.0,,1420.0,,0.0,515628.0,0.0,
TQBR,2015-08-25,iДонскЗР п,DZRDP,4.0,13687.0,1211.0,1211.0,1278.0,1248.0,1244.0,1278.0,11.0,,1193.0,,0.0,503448.0,0.0,
TQBR,2015-08-25,Электрцинк,ELTZ,5.0,16154.0,709.0,602.0,713.0,651.0,702.0,602.0,23.0,,673.0,,0.0,503341.0,0.0,
SMAL,2015-08-25,ЭнелРос ао,ENRU,2.0,364.54,0.77,0.77,0.775,,0.798,0.775,473.0,,,,0.0,0.0,0.0,
TQBR,2015-08-25,ЭнелРос ао,ENRU,134.0,2074251.0,0.795,0.79,0.801,0.799,0.798,0.799,2600000.0,0.798,0.798,0.798,2074251.0,2074251.0,2074251.0,
SMAL,2015-08-25,Э.ОНРоссия,EONR,10.0,11123.48,2.69,2.257,2.706,,2.695,2.706,4234.0,,,,0.0,0.0,0.0,
TQBR,2015-08-25,Э.ОНРоссия,EONR,1343.0,37498137.0,2.654,2.654,2.745,2.745,2.695,2.745,13919000.0,2.694,2.694,2.694,37498137.0,37498137.0,37498137.0,
SMAL,2015-08-25,ФСК ЕЭС ао,FEES,21.0,2168.93,0.06106,0.06065,0.06121,,0.06167,0.0612,35596.0,,,,0.0,0.0,0.0,
TQBR,2015-08-25,ФСК ЕЭС ао,FEES,6205.0,101426497.7,0.06,0.0597,0.06283,0.06283,0.06167,0.06283,1643630000.0,0.06171,0.06171,0.06171,101426497.7,101426497.7,101426497.7,
TQBR,2015-08-25,ДВМП ао,FESH,1479.0,3076064.0,2.49,2.46,2.56,2.53,2.49,2.53,1232500.0,2.5,2.5,2.5,3076064.0,3076064.0,3076064.0,
