BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2005-10-20,Индекс МосБиржи,Индекс МосБиржи,791.2,786.56,803.9,786.56,13294001503.27,,,2,,RUB,
RTSI,MCFTR,2005-10-20,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,797.66,797.66,797.66,797.66,0.0,,,2,0.0,,
RTSI,MCFTRN,2005-10-20,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),796.69,796.69,796.69,796.69,0.0,,,2,0.0,,
RTSI,MCFTRR,2005-10-20,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),797.08,797.08,797.08,797.08,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2005-10-20,Индекс МосБиржи 10,Индекс МосБиржи 10,1267.05,1267.87,1290.8,1265.29,7543150962.44,,,2,,RUB,
SNDX,MICEXBNDPRCI,2005-10-20,RCBI,RCBI,102.32,102.26,102.34,102.23,48544758.3,,,2,,RUB,
SNDX,MICEXBNDTRTI,2005-10-20,RCBIc,RCBI-c,134.18,,,,48544758.3,,,2,,RUB,
SNDX,MICEXCBICP,2005-10-20,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,102.32,102.26,102.34,102.23,48544758.3,,,2,,RUB,
SNDX,MICEXCBITR,2005-10-20,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,134.18,,,,48544758.3,,,2,,RUB,
SNDX,MICEXCGS,2005-10-20,Индекс потребительского сектора / Индекс потребит сектора,Индекс МосБиржи потребительского сектора,2162.95,2171.95,2171.96,2162.95,2298564.33,,,2,,RUB,
SNDX,MICEXFNL,2005-10-20,Индекс финансов,Индекс МосБиржи финансов,1968.83,1963.65,1995.47,1963.65,267799649.94,,,2,,RUB,
SNDX,MICEXINDEXCF,2005-10-20,Индекс МосБиржи (архив),Индекс МосБиржи (архив),791.2,786.56,803.9,786.56,13294001503.27,,,2,,RUB,
SNDX,MICEXLC,2005-10-20,MICEX LC,ММВБ высокая кап,1383.58,1374.43,1407.88,1374.43,13004952345.99,,,2,,RUB,
SNDX,MICEXM&M,2005-10-20,Индекс металлов и добычи,Индекс МосБиржи металлов и добычи,1382.35,1381.04,1410.28,1375.38,770281179.93,,,2,,RUB,
SNDX,MICEXMC,2005-10-20,MICEX MC,ММВБ стандарт кап,1462.22,1468.21,1476.87,1462.22,252556256.17,,,2,,RUB,
