BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2018-07-30,BYNRUB_TOD,BYNRUB_TOD,31.6,31.6,31.6,31.6,1.0,379200.0,31.6
CNGD,2018-07-30,CHF_TODTOM,CHFRUBTODTOM,0.0264,0.0264,0.0264,0.0264,5.0,379033.2,
CETS,2018-07-30,CHFRUB_TOD,CHFRUB_TOD,63.19,63.04,63.19,63.04,4.0,3218152.5,63.101
CETS,2018-07-30,CHFRUB_TOM,CHFRUB_TOM,63.24,62.9,63.24,63.04,13.0,20112272.5,63.0479
CETS,2018-07-30,CNYRUB_TOD,CNY000000TOD,9.1982,9.1844,9.2004,9.1953,21.0,49192884.3,9.1915
CETS,2018-07-30,CNY_TODTOM,CNYRUBTODTOM,0.00103,0.00103,0.005038,0.0022,21.0,1984489418.8,0.001566
CNGD,2018-07-30,CNY_TODTOM,CNYRUBTODTOM,0.0,-0.00233,0.006549,0.003401,22.0,1372380.08,
CETS,2018-07-30,CNYRUB_TOM,CNYRUB_TOM,9.191,9.1076,9.195,9.125,107.0,441591939.3,9.1719
CNGD,2018-07-30,CNYRUB_TOM,CNYRUB_TOM,9.188,9.188,9.188,9.188,1.0,1378200.0,
CETS,2018-07-30,EUR_TODTOM,EUR000TODTOM,0.0141,0.0136,0.017,0.0164,476.0,227735886400.0,0.016
CNGD,2018-07-30,EUR_TODTOM,EUR000TODTOM,0.032,-0.032,0.0397,0.0165,980.0,12462316874.4,
CNGD,2018-07-30,EUR_TOM1W,EURRUB_TOM1W,0.11,0.11,0.11,0.11,1.0,6955662.5,
CETS,2018-07-30,EURUSD_TOD,EURUSD000TOD,1.1656,1.16457,1.16905,1.16789,55.0,345180439.75,1.16676
CNGD,2018-07-30,EURUSD_TOD,EURUSD000TOD,1.17909,1.17909,1.17909,1.17909,1.0,965.37,
CETS,2018-07-30,EURUSD_TOM,EURUSD000TOM,1.16537,1.16517,1.17177,1.17055,199.0,2240787746.37,1.16955
CNGD,2018-07-30,EURUSD_TOM,EURUSD000TOM,1.17909,1.16542,1.17909,1.16542,2.0,73390492.86,
CETS,2018-07-30,EURUSDTDTM,EURUSDTODTOM,7.9e-05,6.8e-05,9e-05,7.7e-05,92.0,29090607055.65,8e-05
CNGD,2018-07-30,EURUSDTDTM,EURUSDTODTOM,7.7e-05,-0.00016,0.00016,8.5e-05,20.0,1814950936.93,
CETS,2018-07-30,EURRUB_TOD,EUR_RUB__TOD,73.25,72.92,73.33,72.9575,3540.0,19028510717.5,73.1719
CNGD,2018-07-30,EURRUB_TOD,EUR_RUB__TOD,73.2275,72.95,73.3,73.03,20.0,316436076.62,
CETS,2018-07-30,EURRUB_TOM,EUR_RUB__TOM,73.3,72.75,73.3,72.85,6409.0,25441773137.5,73.0791
CNGD,2018-07-30,EURRUB_TOM,EUR_RUB__TOM,73.29,72.78,73.29,72.865,366.0,53167687.63,
CETS,2018-07-30,GBP_TODTOM,GBPRUBTODTOM,0.013,0.013,0.0145,0.0136,7.0,526828550.0,0.0137
CNGD,2018-07-30,GBP_TODTOM,GBPRUBTODTOM,0.0344,-0.018,0.0446,0.0304,33.0,21709506.61,
CETS,2018-07-30,GBPRUB_TOD,GBPRUB_TOD,82.43,81.88,82.43,81.88,21.0,10520915.0,82.1946
CETS,2018-07-30,GBPRUB_TOM,GBPRUB_TOM,82.3525,81.7,82.4375,81.7475,112.0,71726222.5,81.9728
CETS,2018-07-30,GLDRUB_TOM,GLDRUB_TOM,2457.5,2457.0,2457.5,2457.0,3.0,37574710.0,2457.47
CETS,2018-07-30,SLVRUB_TOM,SLVRUB_TOM,31.32,31.32,31.32,31.32,1.0,3132.0,31.32
CETS,2018-07-30,USDRUB_TOD,USD000000TOD,62.8075,62.185,62.88,62.3075,13530.0,85464167755.0,62.6228
CNGD,2018-07-30,USDRUB_TOD,USD000000TOD,62.84,61.6955,63.3346,62.275,356.0,552338808.24,
CETS,2018-07-30,USD_TODTOM,USD000TODTOM,0.008,0.008,0.0108,0.0108,1454.0,947887577700.0,0.0099
CNGD,2018-07-30,USD_TODTOM,USD000TODTOM,0.0,-0.0275,0.034,0.0105,10069.0,90342105139.39,
CETS,2018-07-30,USDRUB_TOM,USD000UTSTOM,62.815,62.1825,62.89,62.2375,22158.0,163873027147.5,62.5061
CNGD,2018-07-30,USDRUB_TOM,USD000UTSTOM,62.88,61.6955,63.3346,62.2475,2378.0,6894744442.65,
FIXS,2018-07-30,USDRUBFIX0,USDRUB_FIX0,62.6798,62.6798,62.6798,62.6798,1.0,1253596000.0,62.6798
CETS,2018-07-30,USD_TOMSPT,USDRUB_TOM1D,0.01,0.01,0.01,0.01,1.0,313654500.0,0.01
CETS,2018-07-30,USD_TOM1W,USDRUB_TOM1W,0.0542,0.0542,0.055,0.055,3.0,3176420540.0,0.0542
CNGD,2018-07-30,USD_TOM1W,USDRUB_TOM1W,0.0575,0.055,0.0575,0.055,2.0,31398302505.5,
CNGD,2018-07-30,USD_TOM2W,USDRUB_TOM2W,0.106,0.106,0.106,0.106,1.0,12565380000.0,
