BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CNGD,2018-07-03,CHF_TODTOM,CHFRUBTODTOM,0.0266,0.0266,0.0266,0.0266,4.0,97773.61,
CETS,2018-07-03,CHFRUB_TOD,CHFRUB_TOD,63.68,63.6575,63.68,63.6575,3.0,6940785.0,63.6769
CETS,2018-07-03,CHFRUB_TOM,CHFRUB_TOM,63.6725,63.6025,63.8025,63.7,12.0,17132160.0,63.6883
CETS,2018-07-03,CNYRUB_TOD,CNY000000TOD,9.4504,9.441,9.469,9.4484,41.0,109698039.1,9.4502
CETS,2018-07-03,CNY_TODTOM,CNYRUBTODTOM,0.000651,0.000651,0.001298,0.001101,36.0,2279218144.4,0.001095
CNGD,2018-07-03,CNY_TODTOM,CNYRUBTODTOM,-0.002394,-0.002394,0.0043,0.003495,29.0,3228397.34,
CETS,2018-07-03,CNYRUB_TOM,CNYRUB_TOM,9.4511,9.4424,9.5109,9.47,101.0,341668068.9,9.4795
CETS,2018-07-03,EUR_TODTOM,EUR000TODTOM,0.013,0.011,0.0131,0.0112,354.0,124449549210.0,0.0123
CNGD,2018-07-03,EUR_TODTOM,EUR000TODTOM,0.013,-0.0323,0.0399,0.012,915.0,60765423154.24,
CETS,2018-07-03,EURUSD_TOD,EURUSD000TOD,1.165,1.16451,1.1669,1.1663,45.0,459365272.82,1.16612
CNGD,2018-07-03,EURUSD_TOD,EURUSD000TOD,1.16533,1.16533,1.16533,1.16533,1.0,1618.89,
CETS,2018-07-03,EURUSD_TOM,EURUSD000TOM,1.1649,1.1645,1.1675,1.16635,203.0,2725809232.91,1.16607
CNGD,2018-07-03,EURUSD_TOM,EURUSD000TOM,1.16533,1.16533,1.16533,1.16533,1.0,1618.89,
CETS,2018-07-03,EURUSDTDTM,EURUSDTODTOM,0.00015,0.000105,0.00016,0.000111,117.0,36938449596.96,0.000153
CNGD,2018-07-03,EURUSDTDTM,EURUSDTODTOM,0.000157,-0.000318,0.000318,0.000158,20.0,14882288647.15,
CETS,2018-07-03,EURRUB_TOD,EUR_RUB__TOD,73.6,73.595,73.9,73.6375,2626.0,11806347325.0,73.6962
CNGD,2018-07-03,EURRUB_TOD,EUR_RUB__TOD,73.64,73.52,73.89,73.79,16.0,231247823.41,
CETS,2018-07-03,EURRUB_TOM,EUR_RUB__TOM,73.68,73.5125,73.815,73.605,5222.0,23868115290.0,73.6768
CNGD,2018-07-03,EURRUB_TOM,EUR_RUB__TOM,73.6875,73.52,73.815,73.6375,183.0,218236987.58,
CETS,2018-07-03,GBP_TODTOM,GBPRUBTODTOM,0.01,0.01,0.013,0.013,5.0,539623940.0,0.0123
CNGD,2018-07-03,GBP_TODTOM,GBPRUBTODTOM,0.0347,-0.0182,0.045,0.0307,36.0,36830540.87,
CETS,2018-07-03,GBPRUB_TOD,GBPRUB_TOD,83.2625,83.2275,83.4475,83.37,18.0,31839570.0,83.3497
CETS,2018-07-03,GBPRUB_TOM,GBPRUB_TOM,83.3,83.1325,83.4975,83.35,50.0,30911665.0,83.3199
CETS,2018-07-03,GLD_TODTOM,GLDRUBTODTOM,0.499,0.499,0.499,0.499,2.0,506480320.0,0.499
CETS,2018-07-03,GLDRUB_TOM,GLDRUB_TOM,2526.0,2525.0,2542.0,2542.0,12.0,11520670.0,2532.02
CNGD,2018-07-03,GLD_TOMSPT,GLDRUB_TOM1D,0.42,0.42,0.42,0.42,1.0,12661613.0,
CNGD,2018-07-03,HKD_TODTOM,HKDRUBTODTOM,0.003362,0.003362,0.003362,0.003362,1.0,8050.66,
CETS,2018-07-03,SLVRUB_TOM,SLVRUB_TOM,32.37,32.26,32.44,32.44,3.0,946547.0,32.42
CETS,2018-07-03,USDRUB_TOD,USD000000TOD,63.25,63.0725,63.335,63.27,9738.0,55024355130.0,63.1959
CNGD,2018-07-03,USDRUB_TOD,USD000000TOD,63.2825,62.6397,63.9053,63.1925,415.0,4301310867.0,
CETS,2018-07-03,USD_TODTOM,USD000TODTOM,0.009,0.009,0.0199,0.0199,1132.0,785820051240.0,0.0131
CNGD,2018-07-03,USD_TODTOM,USD000TODTOM,0.013,-0.0556,0.0688,0.0124,9871.0,99387425053.37,
CETS,2018-07-03,USDRUB_TOM,USD000UTSTOM,63.2125,63.085,63.365,63.145,20370.0,158052828662.5,63.2224
CNGD,2018-07-03,USDRUB_TOM,USD000UTSTOM,63.27,62.6397,63.9053,63.1325,1208.0,3597179551.13,
FIXS,2018-07-03,USDRUBFIX0,USDRUB_FIX0,63.2513,63.2513,63.2513,63.2513,1.0,316256500.0,63.2513
CETS,2018-07-03,USD_TOM1M,USDRUB_TOM1M,0.2061,0.2061,0.2066,0.2066,2.0,12730670.0,0.2064
CETS,2018-07-03,USD_TOM1W,USDRUB_TOM1W,0.047,0.047,0.047,0.047,1.0,1269880000.0,0.047
CNGD,2018-07-03,USD_TOM1W,USDRUB_TOM1W,0.047,0.047,0.047,0.047,1.0,190482000.0,
CNGD,2018-07-03,USD_TOM2W,USDRUB_TOM2W,0.094,0.093,0.094,0.093,2.0,349472500.0,
CNGD,2018-07-03,USD_TOM3M,USDRUB_TOM3M,0.576,0.576,0.576,0.576,1.0,3201150000.0,
