BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2018-11-13,BYNRUB_TOD,BYNRUB_TOD,31.5,31.5,31.5,31.5,1.0,126000.0,31.5
CNGD,2018-11-13,CHF_TODTOM,CHFRUBTODTOM,0.0285,0.0129,0.0285,0.0129,7.0,28825984.54,
CETS,2018-11-13,CHFRUB_TOD,CHFRUB_TOD,66.9425,66.9425,66.9425,66.9425,1.0,66942.5,66.9425
CETS,2018-11-13,CHFRUB_TOM,CHFRUB_TOM,67.1375,66.9,67.6325,67.6325,21.0,18501255.0,67.0335
CETS,2018-11-13,CNYRUB_TOD,CNY000000TOD,9.7585,9.735,9.7585,9.737,33.0,77665034.8,9.7459
CETS,2018-11-13,CNY_TODTOM,CNYRUBTODTOM,0.000801,0.000801,0.001587,0.001371,32.0,2057802743.4,0.001397
CNGD,2018-11-13,CNY_TODTOM,CNYRUBTODTOM,0.004123,-0.002527,0.0045,0.003591,26.0,2304272.21,
CETS,2018-11-13,CNYRUB_TOM,CNYRUB_TOM,9.774,9.7111,9.812,9.812,168.0,977812768.4,9.737
CETS,2018-11-13,CNY_TOM1W,CNYRUB_TOM1W,0.0056,0.0056,0.0056,0.0056,1.0,971540.0,0.0056
CETS,2018-11-13,EUR_TODTOM,EUR000TODTOM,0.0157,0.0155,0.016,0.0155,405.0,134842937770.0,0.0158
CNGD,2018-11-13,EUR_TODTOM,EUR000TODTOM,0.0334,-0.0334,0.0413,0.0147,1128.0,11625944124.27,
CETS,2018-11-13,EURUSD_TOD,EURUSD000TOD,1.1255,1.12226,1.1255,1.12496,85.0,907093746.18,1.12341
CNGD,2018-11-13,EURUSD_TOD,EURUSD000TOD,1.1244,1.12363,1.14611,1.14611,6.0,328424188.27,
CETS,2018-11-13,EURUSD_TOM,EURUSD000TOM,1.12512,1.1222,1.12908,1.12815,312.0,4703461265.17,1.1256
CNGD,2018-11-13,EURUSD_TOM,EURUSD000TOM,1.14611,1.1228,1.14611,1.1228,7.0,311042718.1,
CETS,2018-11-13,EURUSDTDTM,EURUSDTODTOM,8.1e-05,6.5e-05,8.2e-05,6.5e-05,93.0,15975645597.38,7.9e-05
CNGD,2018-11-13,EURUSDTDTM,EURUSDTODTOM,7.7e-05,-0.000154,0.000247,6.5e-05,59.0,487359423.7,
CETS,2018-11-13,EURRUB_TOD,EUR_RUB__TOD,76.19,75.9475,76.3125,76.2025,3620.0,17986084282.5,76.0855
CNGD,2018-11-13,EURRUB_TOD,EUR_RUB__TOD,76.12,76.0475,76.808,76.05,16.0,198029176.23,
CETS,2018-11-13,EURRUB_TOM,EUR_RUB__TOM,76.28,75.9525,76.91,76.87,6085.0,24137159272.5,76.229
CNGD,2018-11-13,EURRUB_TOM,EUR_RUB__TOM,76.2825,75.9775,76.8875,76.8875,444.0,1547228668.3,
CETS,2018-11-13,GBP_TODTOM,GBPRUBTODTOM,0.0146,0.014,0.015,0.014,8.0,750045550.0,0.0143
CNGD,2018-11-13,GBP_TODTOM,GBPRUBTODTOM,0.037,-0.0191,0.0473,0.0323,33.0,18016903.58,
CETS,2018-11-13,GBPRUB_TOD,GBPRUB_TOD,87.2,87.0625,87.4,87.25,23.0,39939932.5,87.2051
CNGD,2018-11-13,GBPRUB_TOD,GBPRUB_TOD,87.42,87.42,87.42,87.42,1.0,437.1,
CETS,2018-11-13,GBPRUB_TOM,GBPRUB_TOM,87.38,87.1375,88.5,88.27,76.0,54060897.5,87.7612
CETS,2018-11-13,GLD_TODTOM,GLDRUBTODTOM,0.539,0.539,0.539,0.539,2.0,575157594.0,0.539
CETS,2018-11-13,GLDRUB_TOM,GLDRUB_TOM,2612.0,2612.0,2621.0,2621.0,4.0,7552150.0,2613.2
CETS,2018-11-13,SLVRUB_TOM,SLVRUB_TOM,30.7,30.7,30.7,30.7,1.0,30700.0,30.7
CETS,2018-11-13,TRYRUB_TOD,TRYRUB_TOD,12.45,12.45,12.45,12.45,1.0,3735000.0,12.45
CETS,2018-11-13,USDRUB_TOD,USD000000TOD,67.7575,67.53,67.8225,67.695,12255.0,72594066052.5,67.6937
CNGD,2018-11-13,USDRUB_TOD,USD000000TOD,67.81,66.17,69.0438,68.1425,534.0,2649922621.48,
CETS,2018-11-13,USD_TODTOM,USD000TODTOM,0.0093,0.0084,0.0109,0.0095,1202.0,616705684980.0,0.0094
CNGD,2018-11-13,USD_TODTOM,USD000TODTOM,0.009,-0.0297,0.0367,0.025,11899.0,112251350240.86,
CETS,2018-11-13,USDRUB_TOM,USD000UTSTOM,67.82,67.5425,68.1625,68.13,30898.0,216550417432.5,67.7725
CNGD,2018-11-13,USDRUB_TOM,USD000UTSTOM,67.7875,66.17,69.0438,68.1025,2964.0,15052514796.21,
FIXS,2018-11-13,USDRUBFIX0,USDRUB_FIX0,67.6748,67.6748,67.6748,67.6748,12.0,3722114000.0,67.6748
CETS,2018-11-13,USDRUB_SPT,USDRUB_SPT,67.7825,67.7825,67.82,67.82,2.0,6849782.5,67.8196
CETS,2018-11-13,USD_TOM6M,USDRUB_TOM6M,1.62,1.62,1.62,1.62,1.0,69304600.0,1.62
CETS,2018-11-13,USD_TOM9M,USDRUB_TOM9M,2.4,2.4,2.43,2.43,2.0,140199200.0,2.415
CNGD,2018-11-13,USD_TOM9M,USDRUB_TOM9M,2.42,2.415,2.42,2.415,3.0,4206226000.0,
