BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2020-06-19,BYNRUB_TOM,BYNRUB_TOM,29.79,29.79,29.81,29.81,2.0,1370460.0,29.7926
CETS,2020-06-19,CHF_TODTOM,CHFRUBTODTOM,0.0225,0.0225,0.0225,0.0225,1.0,7333000.0,0.0225
CNGD,2020-06-19,CHF_TODTOM,CHFRUBTODTOM,0.0813,0.0813,0.1006,0.1006,18.0,9802617.42,
CETS,2020-06-19,CHFRUB_TOD,CHFRUB_TOD,73.2275,73.1475,73.2675,73.2675,3.0,8340175.0,73.1594
CETS,2020-06-19,CHFRUB_TOM,CHFRUB_TOM,73.2,72.87,73.2775,72.9775,138.0,65938715.0,73.0218
CNGD,2020-06-19,CHFRUB_TOM,CHFRUB_TOM,73.17,72.85,73.324,72.885,421.0,7143898.95,
CETS,2020-06-19,CNYRUB_TOD,CNY000000TOD,9.842,9.83,9.85,9.8325,45.0,200000777.2,9.8377
CETS,2020-06-19,CNY_TODTOM,CNYRUBTODTOM,0.001902,0.001902,0.0025,0.002018,49.0,3887594728.2,0.002321
CNGD,2020-06-19,CNY_TODTOM,CNYRUBTODTOM,0.010915,-0.0056,0.0135,0.0135,42.0,2918113.8,
CETS,2020-06-19,CNYRUB_TOM,CNYRUB_TOM,9.8391,9.7967,9.8525,9.804,240.0,706900969.7,9.8287
CNGD,2020-06-19,CNYRUB_TOM,CNYRUB_TOM,9.8423,9.7944,9.8559,9.83,332.0,478302.22,
CETS,2020-06-19,EUR_TODTOM,EUR000TODTOM,0.0338,0.0327,0.0339,0.0327,379.0,190909130180.0,0.0333
CNGD,2020-06-19,EUR_TODTOM,EUR000TODTOM,0.1028,-0.0482,0.1285,0.1073,1631.0,10952578818.34,
SDBP,2020-06-19,EURRUB_TMB,EURRUB_TMB,77.86,77.86,77.86,77.86,1.0,77860000.0,77.86
CNGD,2020-06-19,EUR_TOM1W,EURRUB_TOM1W,0.0762,0.0762,0.0762,0.0762,1.0,7825230000.0,
CETS,2020-06-19,EURUSD_TOD,EURUSD000TOD,1.12154,1.11951,1.12184,1.1203,34.0,172790351.37,1.12104
CNGD,2020-06-19,EURUSD_TOD,EURUSD000TOD,1.13445,1.10921,1.13445,1.13263,649.0,32987071.18,
CETS,2020-06-19,EURUSD_TOM,EURUSD000TOM,1.1216,1.117,1.12546,1.11812,360.0,2663063947.8,1.12105
CNGD,2020-06-19,EURUSD_TOM,EURUSD000TOM,1.13445,1.10921,1.13445,1.11957,666.0,49830443.84,
CETS,2020-06-19,EURUSDTDTM,EURUSDTODTOM,5.2e-05,4.8e-05,5.9e-05,5.5e-05,44.0,13291554795.82,5.4e-05
CNGD,2020-06-19,EURUSDTDTM,EURUSDTODTOM,0.001245,-0.00046,0.001245,0.00046,72.0,224663754.9,
CETS,2020-06-19,EURRUB_TOD,EUR_RUB__TOD,77.95,77.59,78.09,77.6025,3700.0,11947384225.0,77.8661
CNGD,2020-06-19,EURRUB_TOD,EUR_RUB__TOD,77.95,77.0245,78.7977,77.7975,1546.0,456843834.75,
CETS,2020-06-19,EURRUB_TOM,EUR_RUB__TOM,77.98,77.5875,78.1375,77.65,7254.0,28208843280.0,77.8379
CNGD,2020-06-19,EURRUB_TOM,EUR_RUB__TOM,78.0,77.0245,78.7977,77.66,5426.0,1453000203.98,
CETS,2020-06-19,GBP_TODTOM,GBPRUBTODTOM,0.0063,0.0063,0.03,0.0263,5.0,95355250.0,0.0266
CNGD,2020-06-19,GBP_TODTOM,GBPRUBTODTOM,0.0962,-0.0534,0.1339,0.119,77.0,71286264.3,
CETS,2020-06-19,GBPRUB_TOD,GBPRUB_TOD,86.5475,85.8525,86.55,85.8525,34.0,56617235.0,86.1754
CNGD,2020-06-19,GBPRUB_TOD,GBPRUB_TOD,86.8975,86.5475,87.413,87.0292,113.0,563544.27,
CETS,2020-06-19,GBPRUB_TOM,GBPRUB_TOM,86.6,85.695,86.65,85.755,277.0,136980325.0,86.0429
CNGD,2020-06-19,GBPRUB_TOM,GBPRUB_TOM,86.585,85.6875,87.413,85.77,614.0,4759858.2,
CNGD,2020-06-19,GBPUSDTDTM,GBPUSDTODTOM,0.0,-0.00051,0.00051,0.00051,5.0,173439865.03,
CETS,2020-06-19,GLDRUB_TOM,GLDRUB_TOM,3869.0,3858.5,3882.83,3882.83,25.0,208633794.8,3867.17
CETS,2020-06-19,GLD_TOM1W,GLDRUB_TOM1W,3.9807,3.9807,3.9807,3.9807,1.0,173945236.5,3.9807
CETS,2020-06-19,HKDRUB_TOM,HKDRUB_TOM,8.9565,8.9421,9.2507,9.2507,12.0,350644.6,8.9909
CNGD,2020-06-19,HKDRUB_TOM,HKDRUB_TOM,8.9917,8.6897,9.2507,9.2499,87.0,217345.36,
CETS,2020-06-19,JPYRUB_TOD,JPYRUB_TOD,65.2,64.4199,65.2,64.4199,2.0,3063619.9,65.1834
CETS,2020-06-19,JPYRUB_TOM,JPYRUB_TOM,65.5919,65.3495,65.5919,65.4026,5.0,392514.5,65.4191
CNGD,2020-06-19,JPYRUB_TOM,JPYRUB_TOM,65.5919,62.6799,65.6111,64.48,110.0,387587.69,
CETS,2020-06-19,USDRUB_TOD,USD000000TOD,69.505,69.155,69.6575,69.46,13942.0,41825230127.5,69.4378
CNGD,2020-06-19,USDRUB_TOD,USD000000TOD,68.8323,68.6862,70.2632,69.46,24391.0,6677375591.66,
CETS,2020-06-19,USD_TODTOM,USD000TODTOM,0.0229,0.0229,0.027,0.0245,962.0,571672969550.0,0.0257
CNGD,2020-06-19,USD_TODTOM,USD000TODTOM,0.026,-0.0917,0.1145,0.0957,21614.0,176790272068.96,
CETS,2020-06-19,USDRUB_TOM,USD000UTSTOM,69.5225,69.175,69.72,69.4375,38675.0,158152316592.5,69.4537
CNGD,2020-06-19,USDRUB_TOM,USD000UTSTOM,69.58,68.6862,70.2632,69.4725,69297.0,10612575368.11,
CNGD,2020-06-19,USDCHFTDTM,USDCHFTODTOM,-0.00039,-0.00039,-0.00039,-0.00039,1.0,146371.69,
CNGD,2020-06-19,USDCNYTDTM,USDCNYTODTOM,0.002904,0.002904,0.002904,0.002904,6.0,1254.42,
CNGD,2020-06-19,USDRUB_SPT,USDRUB_SPT,69.5,69.5,69.5,69.5,1.0,143488518.5,
SDBP,2020-06-19,USDRUB_TDB,USDRUB_TDB,69.56,69.24,69.57,69.4275,31.0,2099871875.0,69.4173
SDBP,2020-06-19,USDRUB_TMB,USDRUB_TMB,69.5375,69.24,69.71,69.71,78.0,5416252500.0,69.4391
CETS,2020-06-19,USD_TOM1W,USDRUB_TOM1W,0.065,0.065,0.065,0.065,1.0,69759800.0,0.065
CNGD,2020-06-19,USD_TOM1W,USDRUB_TOM1W,0.0597,0.0597,0.0597,0.0597,1.0,3487725000.0,
CNGD,2020-06-19,USD_TOM2W,USDRUB_TOM2W,0.118,0.1175,0.118,0.1175,2.0,6283132000.0,
CETS,2020-06-19,USD_TOM6M,USDRUB_TOM6M,1.41,1.41,1.41,1.41,1.0,71104800.0,1.41
CETS,2020-06-19,USD_TOM9M,USDRUB_TOM9M,2.04,2.04,2.04,2.04,1.0,71734800.0,2.04
WAPS,2020-06-19,USDRUBWAP0,USDRUB_WAP0,69.5725,69.5725,69.5725,69.5725,1.0,5217937.5,69.5725
