BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQOD,2020-12-04,UBANK11/22,AMUNIBB2AER2,4.0,1421.3,100.83,102.53,102.53,102.53,,101.5214,,101.31,14.0,102.9681,102.9003,102.53,631486.96,552852.55,631486.96,2022-11-15,,,,,5.25,1.31,,2020-12-04,100.0,USD,,,,,USD,3
TQCB,2020-12-04,МГор48-об,RU000A0JNYN1,139.0,83930673.3,101.5,101.8,101.8,101.8,28.93,101.8,4.79,101.79,82447.0,101.8,101.8,101.8,83930673.3,83930673.3,83930673.3,2022-06-11,523.0,4.79,,,6.0,30.08,,2020-12-04,1000.0,SUR,,,,,RUB,3
TQCB,2020-12-04,РЖД-19 обл,RU000A0JQ7Z2,15.0,541474.5,106.95,107.25,107.25,107.25,30.97,107.22,5.67,106.95,505.0,107.22,107.22,107.25,541474.5,541474.5,541474.5,2024-07-08,1142.0,5.68,,,7.85,39.14,,2020-12-04,1000.0,SUR,,,,,RUB,3
TQCB,2020-12-04,РЖД-23 обл,RU000A0JQRD9,16.0,1951231.8,107.15,107.39,107.39,107.39,28.82,107.37,5.89,107.38,1817.0,107.39,107.39,107.39,1951231.8,1951231.8,1951231.8,2025-01-16,1288.0,5.89,,,7.85,39.14,,2020-12-04,1000.0,SUR,,,,,RUB,3
TQCB,2020-12-04,ГлДорога 3,RU000A0JR4U9,6.0,105348.8,91.0,94.44,91.0,91.0,2.74,92.41,15.18,94.44,114.0,90.63,90.61,91.0,520244.6,501999.6,520244.6,2028-10-30,339.0,13.27,,,4.0,39.89,2021-11-08,2020-12-04,1000.0,SUR,,,,,RUB,3
TQCB,2020-12-04,Газпрнеф10,RU000A0JR878,5.0,16116.9,100.4,100.78,100.78,100.78,26.86,100.73,1.86,100.78,16.0,100.48,100.37,100.78,1867935.0,956548.0,1867935.0,2021-01-26,53.0,2.22,,,7.6,37.9,,2020-12-04,1000.0,SUR,,,1.7429,,RUB,3
TQCB,2020-12-04,Мечел 16об,RU000A0JR8P0,27.0,1016191.5,100.01,100.29,100.29,100.29,25.21,100.22,6.33,100.01,1014.0,100.22,100.22,100.29,1016191.5,1016191.5,1016191.5,2021-02-09,67.0,6.74,,,8.0,39.89,,2020-12-04,1000.0,SUR,,,5.8939,,RUB,3
TQCB,2020-12-04,ВЭБ.РФ 09,RU000A0JRCX7,11.0,2061165.4,101.03,101.42,101.08,101.08,19.02,101.09,4.94,101.03,2039.0,101.09,101.09,101.08,2061165.4,2061165.4,2061165.4,2021-03-18,104.0,4.9,,,8.9,44.38,,2020-12-04,1000.0,SUR,,,4.7099,,RUB,3
TQCB,2020-12-04,ВЭБлизинг4,RU000A0JREX3,3.0,7001.0,100.01,100.03,100.01,100.01,12.55,100.01,7.32,100.03,7.0,,100.86,100.01,0.0,574930.4,0.0,2021-04-02,119.0,7.32,,,7.27,36.25,,2020-12-04,1000.0,SUR,,,6.9624,,RUB,3
TQCB,2020-12-04,Акрон 04,RU000A0JRHF3,3.0,29360.5,100.61,101.29,101.29,101.29,3.03,101.24,3.57,100.61,29.0,,100.69,101.29,0.0,533653.8,0.0,2021-05-18,165.0,3.69,,,6.5,32.41,,2020-12-04,1000.0,SUR,,,3.4712,,RUB,3
