BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2020-09-22,АбрауДюрсо,ABRD,124.0,550410.0,204.0,202.0,204.0,203.0,203.0,203.5,2710.0,203.0,203.0,203.0,550410.0,550410.0,550410.0,0.0,3
TQPI,2020-09-22,АСКО ао,ACKO,39.0,107266.0,5.1,4.92,5.1,5.0,4.98,5.0,21500.0,,5.06,5.0,0.0,501170.0,0.0,0.0,3
SMAL,2020-09-22,Система ао,AFKS,2.0,381.24,20.015,20.015,20.965,,20.579,20.965,19.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-09-22,Система ао,AFKS,13181.0,862373173.7,20.055,19.989,20.9,20.416,20.579,20.9,41905800.0,20.564,20.564,20.416,774031270.3,774031270.3,774031270.3,0.0,3
TQBR,2020-09-22,Аэрофлот,AFLT,21293.0,676163650.0,79.12,76.86,79.3,77.36,77.84,77.8,8685540.0,77.86,77.86,77.36,607555978.0,607555978.0,607555978.0,0.0,3
TQBR,2020-09-22,AGRO-гдр,AGRO,1827.0,22090090.8,734.6,721.0,735.6,731.8,729.4,731.8,30282.0,729.4,729.4,731.8,22090090.8,22090090.8,22090090.8,0.0,3
TQTE,2020-09-22,AKEU ETF,AKEU,189.0,111167.2,9.71,9.67,9.76,9.71,9.74,9.7,11419.0,876.24,876.24,9.71,10005748.2,10005748.2,10005748.2,66692.97,3
TQTF,2020-09-22,ETF AKMB,AKMB,376.0,147078.57,1.036,1.0316,1.036,1.0351,1.0337,1.0351,142226.0,,1.0348,1.0351,0.0,656654.1,0.0,1965944.41,3
TQTD,2020-09-22,AKNX ETF,AKNX,455.0,463858.24,15.83,15.6,16.21,16.05,16.06,16.04,28888.0,1220.95,1220.95,16.05,35270899.31,35270899.31,35270899.31,325670.35,3
TQBR,2020-09-22,Акрон,AKRN,358.0,14152074.0,5986.0,5948.0,6032.0,6030.0,6000.0,6030.0,2359.0,6000.0,6000.0,6030.0,14152074.0,14152074.0,14152074.0,0.0,3
