BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2021-02-10,АбрауДюрсо,ABRD,173.0,994430.0,196.5,196.5,198.0,196.5,197.5,196.5,5040.0,197.5,197.5,196.5,994430.0,994430.0,994430.0,0.0,3
TQBR,2021-02-10,АСКО ао,ACKO,25.0,131138.0,5.88,5.84,5.9,5.9,5.88,5.9,22300.0,,5.86,5.9,0.0,503190.0,0.0,0.0,3
SMAL,2021-02-10,Система ао,AFKS,16.0,4196.2,36.095,35.289,39.587,,35.518,35.65,116.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-02-10,Система ао,AFKS,35862.0,2486902456.2,35.601,34.706,36.297,35.401,35.518,35.506,70018600.0,35.517,35.517,35.401,2411133360.7,2411133360.7,2411133360.7,0.0,3
SMAL,2021-02-10,Аэрофлот,AFLT,11.0,1680.26,70.02,69.8,70.82,,69.44,70.78,24.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-02-10,Аэрофлот,AFLT,61734.0,2099912457.2,70.38,68.3,70.6,68.52,69.44,69.18,30236780.0,69.48,69.48,68.52,1879942432.6,1879942432.6,1879942432.6,0.0,3
TQBR,2021-02-10,AGRO-гдр,AGRO,4744.0,107272991.0,888.6,883.2,895.0,884.6,887.4,884.6,120878.0,887.4,887.4,884.6,107272991.0,107272991.0,107272991.0,0.0,3
TQTF,2021-02-10,ETF AKCH,AKCH,1080.0,55988618.27,120.0,119.0,121.81,119.64,121.51,119.63,460783.0,121.51,121.51,119.64,55988618.27,55988618.27,55988618.27,8182999.44,3
TQTE,2021-02-10,AKEU ETF,AKEU,355.0,52313.29,11.15,11.05,11.19,11.07,11.12,11.05,4703.0,995.86,995.86,11.07,4683535.55,4683535.55,4683535.55,161571.75,3
TQTF,2021-02-10,ETF AKMB,AKMB,2030.0,12291411.48,1.0708,1.06,1.0715,1.0702,1.0641,1.0701,11552807.0,1.0639,1.0639,1.0702,12165726.68,12165726.68,12165726.68,4786015.51,3
TQTF,2021-02-10,ETF AKME,AKME,157.0,330985.66,107.44,105.88,107.55,106.28,106.53,106.28,3107.0,,107.77,106.28,0.0,10344168.03,0.0,2072186.6,3
TQTD,2021-02-10,AKNX ETF,AKNX,522.0,147656.58,20.12,19.8,21.06,19.86,19.98,19.84,7387.0,1481.0,1481.0,19.86,12498634.47,12498634.47,12498634.47,335559.61,3
TQTF,2021-02-10,AKNX ETF,AKNX,138.0,1554447.0,1450.0,1450.0,1520.2,1472.0,1481.0,1467.6,1052.0,1481.0,1481.0,1472.0,12498634.47,12498634.47,12498634.47,25587326.27,3
