BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2017-10-17,АбрауДюрсо,ABRD,6.0,128100.0,160.0,160.0,160.5,160.5,160.0,160.0,800.0,,162.5,160.5,0.0,536150.0,0.0,
TQBR,2017-10-17,АСКО ао,ACKO,315.0,11286117.0,7.9295,7.87,8.35,7.984,8.137,7.961,1387000.0,8.137,8.137,7.984,11286117.0,11286117.0,11286117.0,
SMAL,2017-10-17,Система ао,AFKS,10.0,2398.43,13.26,13.26,13.335,,13.5,13.295,180.0,,,,0.0,0.0,0.0,
TQBR,2017-10-17,Система ао,AFKS,4020.0,127376561.0,13.535,13.265,13.67,13.4,13.5,13.4,9433600.0,13.5,13.5,13.4,127376561.0,127376561.0,127376561.0,
SMAL,2017-10-17,Аэрофлот,AFLT,5.0,9211.8,180.5,180.0,181.05,,181.25,181.05,51.0,,,,0.0,0.0,0.0,
TQBR,2017-10-17,Аэрофлот,AFLT,2804.0,314875005.0,181.65,180.95,182.0,181.1,181.25,181.1,1737400.0,181.25,181.25,181.1,314875005.0,314875005.0,314875005.0,
TQBR,2017-10-17,AGRO-гдр,AGRO,430.0,10746740.0,687.0,675.0,693.0,689.0,687.0,689.0,15642.0,687.0,687.0,689.0,10746740.0,10746740.0,10746740.0,
TQBR,2017-10-17,Акрон,AKRN,355.0,10012101.0,3532.0,3521.0,3556.0,3552.0,3538.0,3552.0,2830.0,3538.0,3538.0,3552.0,10012101.0,10012101.0,10012101.0,
TQBR,2017-10-17,БестЭфБ ао,ALBK,3.0,22050.0,31.2,26.3,39.6,26.3,31.5,26.3,700.0,,28.9,26.3,0.0,502640.0,0.0,
TQBR,2017-10-17,АЛРОСА-Нюр,ALNU,16.0,3058500.0,154500.0,152000.0,154500.0,154000.0,153000.0,154000.0,20.0,153000.0,153000.0,154000.0,3058500.0,3058500.0,3058500.0,
SMAL,2017-10-17,АЛРОСА ао,ALRS,2.0,955.55,79.45,79.45,81.6,,79.81,81.6,12.0,,,,0.0,0.0,0.0,
TQBR,2017-10-17,АЛРОСА ао,ALRS,13381.0,1349423986.0,80.99,79.2,81.26,79.37,79.81,79.37,16906900.0,79.81,79.81,79.37,1349423986.0,1349423986.0,1349423986.0,
TQBR,2017-10-17,АшинскийМЗ,AMEZ,384.0,449770.0,5.54,5.4,5.63,5.44,5.48,5.44,82100.0,,5.48,5.44,0.0,500088.0,0.0,
SMAL,2017-10-17,Аптеки36и6,APTK,1.0,35.56,8.89,8.89,8.89,,8.95,8.89,4.0,,,,0.0,0.0,0.0,
TQBR,2017-10-17,Аптеки36и6,APTK,90.0,239984.5,8.94,8.91,8.99,8.96,8.95,8.96,26800.0,,8.95,8.96,0.0,503567.2,0.0,
TQBR,2017-10-17,РусАква ао,AQUA,2.0,78000.0,195.0,195.0,195.0,195.0,195.0,195.0,400.0,195.5,195.0,195.0,722750.0,682800.0,722750.0,
TQDE,2017-10-17,Армада,ARMD,9.0,3051.0,11.3,11.3,11.3,11.3,11.3,11.3,270.0,,11.3,11.3,0.0,557369.0,0.0,
TQBR,2017-10-17,Арсагера,ARSA,1.0,3300.0,3.3,3.3,3.3,3.3,3.3,3.3,1000.0,,3.37,3.3,0.0,522410.0,0.0,
TQBR,2017-10-17,АстрЭнСб,ASSB,1.0,480.0,0.48,0.48,0.48,0.48,0.48,0.48,1000.0,,0.479,0.48,0.0,500102.0,0.0,
SMAL,2017-10-17,АВТОВАЗ ао,AVAZ,1.0,11.21,11.21,11.21,11.21,,11.25,11.21,1.0,,,,0.0,0.0,0.0,
TQBR,2017-10-17,АВТОВАЗ ао,AVAZ,283.0,983064.0,11.34,11.0,11.4,11.37,11.25,11.37,87400.0,11.25,11.25,11.37,983064.0,983064.0,983064.0,
TQBR,2017-10-17,АВТОВАЗ ап,AVAZP,409.0,26251170.0,10.35,9.99,10.6,10.41,10.45,10.46,2511800.0,10.45,10.45,10.41,26251170.0,26251170.0,26251170.0,
TQBR,2017-10-17,Башнефт ао,BANE,430.0,10067629.0,2170.0,2126.0,2174.0,2126.0,2143.0,2126.0,4697.0,2143.0,2143.0,2126.0,10067629.0,10067629.0,10067629.0,
TQBR,2017-10-17,Башнефт ап,BANEP,1649.0,84033371.0,1444.0,1432.0,1459.5,1457.0,1447.5,1457.0,58063.0,1447.5,1447.5,1457.0,84033371.0,84033371.0,84033371.0,
TQBR,2017-10-17,Белуга ао,BELU,17.0,633585.0,640.0,625.0,640.0,625.0,625.0,625.0,1013.0,625.0,625.0,625.0,633585.0,633585.0,633585.0,
TQBR,2017-10-17,Белон ао,BLNG,22.0,23343.0,3.06,3.0,3.07,3.03,3.03,3.04,7700.0,,3.01,3.03,0.0,1242274.0,0.0,
TQBR,2017-10-17,БурЗолото,BRZL,86.0,534280.0,890.0,880.0,910.0,895.0,890.0,895.0,601.0,890.0,890.0,895.0,534280.0,534280.0,534280.0,
TQBR,2017-10-17,БСП ао,BSPB,437.0,9667872.0,54.9,53.55,55.0,54.0,54.25,54.0,178180.0,54.25,54.25,54.0,9667872.0,9667872.0,9667872.0,
TQBR,2017-10-17,МКБ ао,CBOM,508.0,31621218.5,4.63,4.546,4.63,4.595,4.588,4.595,6892700.0,4.588,4.588,4.595,31621218.5,31621218.5,31621218.5,
TQBR,2017-10-17,ЧТПЗ ао,CHEP,1.0,10950.0,109.5,109.5,109.5,109.5,109.5,109.5,100.0,,113.0,109.5,0.0,509450.0,0.0,
SMAL,2017-10-17,СевСт-ао,CHMF,2.0,6261.9,893.1,893.1,898.2,,898.7,898.2,7.0,,,,0.0,0.0,0.0,
TQBR,2017-10-17,СевСт-ао,CHMF,4759.0,461845947.0,908.0,891.9,909.4,900.0,898.7,900.0,513890.0,898.7,898.7,900.0,461845947.0,461845947.0,461845947.0,
TQBR,2017-10-17,ЧМК ао,CHMK,62.0,677495.0,3865.0,3790.0,3885.0,3825.0,3830.0,3825.0,177.0,3830.0,3830.0,3825.0,677495.0,677495.0,677495.0,
TQBR,2017-10-17,ЧелябЭС ао,CLSB,1.0,1265.0,0.1265,0.1265,0.1265,0.1265,0.1265,0.1265,10000.0,,0.126,0.1265,0.0,568950.0,0.0,
TQBR,2017-10-17,ЧелябЭС ап,CLSBP,19.0,134785.0,0.13,0.13,0.1375,0.1365,0.136,0.1365,990000.0,,0.136,0.1365,0.0,532190.0,0.0,
TQBR,2017-10-17,Телеграф,CNTL,155.0,1230780.0,25.6,23.1,26.2,23.4,24.0,23.7,51200.0,24.0,24.0,23.4,1230780.0,1230780.0,1230780.0,
TQBR,2017-10-17,Телеграф-п,CNTLP,114.0,1315508.0,10.9,10.0,11.2,10.03,10.53,10.03,124900.0,10.53,10.53,10.03,1315508.0,1315508.0,1315508.0,
TQBR,2017-10-17,ДагСб ао,DASB,156.0,1183790.0,0.113,0.11,0.114,0.112,0.112,0.112,10590000.0,0.112,0.112,0.112,1183790.0,1183790.0,1183790.0,
SMAL,2017-10-17,Дорогбж ао,DGBZ,3.0,2394.0,39.9,39.9,39.9,,40.0,39.9,60.0,,,,0.0,0.0,0.0,
TQBR,2017-10-17,Дорогбж ао,DGBZ,19.0,443880.0,39.9,39.7,40.0,40.0,40.0,40.0,11100.0,,40.0,40.0,0.0,1711870.0,0.0,
SMAL,2017-10-17,iЗаводДИОД,DIOD,2.0,80.0,4.0,4.0,4.0,,3.95,4.0,20.0,,,,0.0,0.0,0.0,
TQBR,2017-10-17,iЗаводДИОД,DIOD,36.0,101014.0,3.87,3.87,3.99,3.96,3.95,3.96,25600.0,,3.93,3.96,0.0,500192.0,0.0,
SMAL,2017-10-17,ДИКСИ ао,DIXY,3.0,1298.2,320.4,320.4,326.0,,324.3,326.0,4.0,,,,0.0,0.0,0.0,
