BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2016-06-30,BYRRUB_TOD,BYRRUB_TOD,32.15,32.15,32.15,32.15,1.0,9645.0,32.15
CETS,2016-06-30,CNYRUB_TOD,CNY000000TOD,9.64,9.59,9.66,9.655,44.0,81061133.0,9.6204
CETS,2016-06-30,CNY_TODTOM,CNYRUBTODTOM,0.002007,0.002007,0.0024,0.00215,23.0,1941668770.5,0.002114
CNGD,2016-06-30,CNY_TODTOM,CNYRUBTODTOM,0.00434,-0.003288,0.004866,0.0047,44.0,13429850.93,
CETS,2016-06-30,CNYRUB_TOM,CNYRUB_TOM,9.603,9.57,9.669,9.625,157.0,642028480.0,9.6273
CETS,2016-06-30,EUR_TODTOM,EUR000TODTOM,0.0199,0.0199,0.0215,0.0209,448.0,103911138510.0,0.021
CNGD,2016-06-30,EUR_TODTOM,EUR000TODTOM,0.0321,-0.0271,0.0385,0.0291,959.0,18816428000.56,
CETS,2016-06-30,EUR_TOM1W,EURRUB_TOM1W,0.148,0.148,0.148,0.148,1.0,710706000.0,0.148
CNGD,2016-06-30,EUR_TOM1W,EURRUB_TOM1W,0.151,0.151,0.151,0.151,1.0,2132208000.0,
CETS,2016-06-30,EURUSD_TOD,EURUSD000TOD,1.10965,1.1094,1.11515,1.11,138.0,928278453.94,1.11295
CNGD,2016-06-30,EURUSD_TOD,EURUSD000TOD,1.1126,1.1126,1.1126,1.1126,1.0,1429857890.0,
CETS,2016-06-30,EURUSD_TOM,EURUSD000TOM,1.11045,1.1026,1.1151,1.1099,373.0,7876289262.76,1.1092
CNGD,2016-06-30,EURUSD_TOM,EURUSD000TOM,1.1095,1.1095,1.1095,1.1095,1.0,784230658.75,
CETS,2016-06-30,EURUSDTDTM,EURUSDTODTOM,4.5e-05,3.6e-05,8.5e-05,6.1e-05,93.0,18087889683.37,5.5e-05
CNGD,2016-06-30,EURUSDTDTM,EURUSDTODTOM,5e-05,-0.0001,7e-05,6e-05,6.0,3610315350.97,
CETS,2016-06-30,EURRUB_TOD,EUR_RUB__TOD,71.0,71.0,71.54,71.48,3860.0,16560149080.0,71.324
CNGD,2016-06-30,EURRUB_TOD,EUR_RUB__TOD,71.202,71.202,71.47,71.23,6.0,1468027641.07,
CETS,2016-06-30,EURRUB_TOM,EUR_RUB__TOM,71.015,70.46,71.565,71.0,6942.0,22460902617.5,71.2201
CNGD,2016-06-30,EURRUB_TOM,EUR_RUB__TOM,71.473,71.19,71.473,71.19,3.0,50027283.09,
CNGD,2016-06-30,GBP_TODTOM,GBPRUBTODTOM,0.0437,-0.0118,0.0437,-0.0118,70.0,123319552.4,
CETS,2016-06-30,GBPRUB_TOD,GBPRUB_TOD,86.1,86.1,86.6,86.6,14.0,20310790.0,86.4289
CETS,2016-06-30,GBPRUB_TOM,GBPRUB_TOM,86.32,84.4,86.69,85.2,123.0,134632492.5,85.8078
CETS,2016-06-30,GLD_TODTOM,GLDRUBTODTOM,0.7827,0.7827,0.7827,0.7827,2.0,873351648.0,0.7827
CETS,2016-06-30,GLDRUB_TOM,GLDRUB_TOM,2719.0,2719.0,2722.0,2722.0,2.0,924490.0,2719.09
CETS,2016-06-30,HKDRUB_TOM,HKDRUB_TOM,8.298,8.298,8.298,8.298,2.0,970866.0,8.298
CETS,2016-06-30,SLVRUB_TOM,SLVRUB_TOM,37.93,37.93,38.5,38.5,4.0,26843.0,38.35
CETS,2016-06-30,USDRUB_TOD,USD000000TOD,63.98,63.9225,64.41,64.21,21180.0,97380959232.5,64.1787
CNGD,2016-06-30,USDRUB_TOD,USD000000TOD,64.005,63.85,64.295,64.26,18.0,2963051212.22,
CETS,2016-06-30,USD_TODTOM,USD000TODTOM,0.0169,0.0139,0.0171,0.0139,1068.0,563540527340.0,0.0154
CNGD,2016-06-30,USD_TODTOM,USD000TODTOM,0.0289,-0.028,0.0346,0.0146,5297.0,385908561944.52,
CETS,2016-06-30,USDRUB_TOM,USD000UTSTOM,64.25,63.75,64.425,63.99,37258.0,205345768980.0,64.1318
CNGD,2016-06-30,USDRUB_TOM,USD000UTSTOM,63.99,63.85,64.42,64.4,15.0,1621237864.22,
CNGD,2016-06-30,USD_TOMSPT,USDRUB_TOM1D,0.064,0.064,0.064,0.064,1.0,63954100.0,
CETS,2016-06-30,USD_TOM1W,USDRUB_TOM1W,0.1173,0.1134,0.1173,0.115,12.0,8385696980.0,0.1157
CETS,2016-06-30,USD_TOM2M,USDRUB_TOM2M,1.0353,1.0353,1.0403,1.0403,2.0,1297699000.0,1.0366
