BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2016-07-12,МГор48-об,RU000A0JNYN1,4.0,2784550.0,86.25,86.53,86.53,86.53,5.95,86.53,9.4,86.26,3222.0,86.27,86.36,86.53,17344435.3,3562486.1,17344435.3,2022-06-11,1793.0,9.4,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2016-07-12,РСХБ 3,RU000A0JP2G4,12.0,521911.5,100.95,100.95,100.95,100.95,49.97,100.95,10.5,100.95,517.0,100.95,100.95,100.95,521911.5,521911.5,521911.5,2017-02-09,202.0,10.5,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2016-07-12,ГСС 01,RU000A0JP518,2.0,107380.0,92.5,93.0,93.0,93.0,0.32,92.57,10.97,92.5,116.0,93.07,93.15,93.0,1082383.2,727516.0,1082383.2,2017-03-26,257.0,11.7,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2016-07-12,Газпрнефт4,RU000A0JQ557,3.0,581030.0,97.0,97.0,97.0,97.0,20.44,97.0,10.36,97.0,599.0,96.63,96.63,97.0,1251331.5,1250351.7,1251331.5,2019-04-09,594.0,10.36,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2016-07-12,Транснф 01,RU000A0JQ5G6,2.0,198190.0,99.0,99.1,99.1,99.1,13.27,99.1,9.6,99.0,200.0,,99.85,99.1,0.0,1324961.2,0.0,2019-05-13,307.0,9.6,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2016-07-12,РЖД-12обл,RU000A0JQ5Q5,2.0,1990.4,99.4,99.64,99.4,99.4,12.5,99.52,10.43,99.64,2.0,,99.49,99.4,0.0,23642017.1,0.0,2019-05-16,128.0,10.05,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2016-07-12,РЖД-16 обл,RU000A0JQ656,1.0,929.7,92.97,92.97,92.97,92.97,0.1,92.97,8.56,92.97,1.0,,91.4,92.97,0.0,552033.3,0.0,2017-06-05,328.0,8.56,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2016-07-12,МТС 05,RU000A0JQ8Q9,4.0,22989.3,99.91,99.99,99.91,99.91,85.58,99.95,13.19,99.99,23.0,,100.03,99.91,0.0,859241.4,0.0,2016-07-19,7.0,11.03,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2016-07-12,ДОМ.РФ15об,RU000A0JQAM6,1.0,1030.5,103.05,103.05,103.05,103.05,44.01,103.05,-3.33,103.05,1.0,,103.09,103.05,0.0,763927.2,0.0,2028-09-15,65.0,-3.33,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2016-07-12,МГор66-об,RU000A0JQHM1,1.0,3270.0,109.0,109.0,109.0,108.75,17.82,109.0,9.05,109.0,3.0,108.75,108.75,108.75,1613905.0,1611725.0,1613905.0,2018-11-23,751.0,9.05,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2016-07-12,РСХБ 9,RU000A0JQK72,1.0,3044.7,101.49,101.49,101.49,101.49,16.13,101.49,10.23,101.49,3.0,101.11,101.11,101.49,650132.7,642044.0,650132.7,2019-11-14,620.0,10.23,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2016-07-12,Башнефть03,RU000A0JQNH9,3.0,11163347.8,99.28,99.9,99.9,99.87,6.41,99.33,8.75,99.28,11178.0,,99.28,99.87,0.0,143091146.7,0.0,2016-12-13,154.0,10.23,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2016-07-12,Башнефть01,RU000A0JQNR8,1.0,992.8,99.28,99.28,99.28,99.28,6.41,99.28,10.36,99.28,1.0,,99.34,99.28,0.0,111491217.7,0.0,2016-12-13,154.0,10.36,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2016-07-12,Башнефть02,RU000A0JQNS6,3.0,14610870.8,99.28,99.88,99.88,99.88,6.41,99.33,8.8,99.6,14636.0,,99.29,99.88,0.0,170002729.4,0.0,2016-12-13,154.0,10.23,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2016-07-12,РЖД-23 обл,RU000A0JQRD9,1.0,10416000.0,104.16,104.16,104.16,104.16,53.44,104.16,9.68,104.16,10000.0,,104.01,104.16,0.0,156852355.2,0.0,2025-01-16,651.0,9.68,,,,,,,1000.0,SUR,,,,,RUB
