BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQDE,2018-08-13,АСКО ао,ACKO,43.0,1520100.0,7.78,7.76,8.16,8.0,7.96,8.0,191000.0,7.96,7.96,8.0,1520100.0,1520100.0,1520100.0,
SMAL,2018-08-13,Система ао,AFKS,5.0,974.66,8.495,8.495,9.0,,8.455,8.98,109.0,,,,0.0,0.0,0.0,
TQBR,2018-08-13,Система ао,AFKS,3812.0,83005061.0,8.455,8.345,8.535,8.485,8.455,8.485,9819600.0,8.455,8.455,8.485,83005061.0,83005061.0,83005061.0,
SMAL,2018-08-13,Аэрофлот,AFLT,2.0,851.6,106.45,106.45,106.45,,105.55,106.45,8.0,,,,0.0,0.0,0.0,
TQBR,2018-08-13,Аэрофлот,AFLT,5104.0,388048945.0,104.5,103.55,107.05,105.75,105.55,105.75,3675600.0,105.55,105.55,105.75,388048945.0,388048945.0,388048945.0,
TQBR,2018-08-13,AGRO-гдр,AGRO,729.0,35684774.0,685.5,683.5,699.5,692.0,693.0,692.0,51478.0,693.0,693.0,692.0,35684774.0,35684774.0,35684774.0,
TQBR,2018-08-13,Акрон,AKRN,190.0,4215946.0,4439.0,4369.0,4450.0,4450.0,4415.0,4450.0,955.0,4415.0,4415.0,4450.0,4215946.0,4215946.0,4215946.0,
TQBR,2018-08-13,АЛРОСА-Нюр,ALNU,1.0,113000.0,113000.0,113000.0,113000.0,113000.0,113000.0,113000.0,1.0,111000.0,111000.0,113000.0,1777000.0,1219500.0,1777000.0,
SMAL,2018-08-13,АЛРОСА ао,ALRS,55.0,12897.44,93.84,93.84,96.51,,94.87,96.39,135.0,,,,0.0,0.0,0.0,
TQBR,2018-08-13,АЛРОСА ао,ALRS,16348.0,2031294558.0,92.52,92.02,96.5,96.19,94.87,96.19,21413600.0,94.86,94.86,96.19,2031294558.0,2031294558.0,2031294558.0,
SMAL,2018-08-13,АшинскийМЗ,AMEZ,1.0,187.5,3.75,3.75,3.75,,3.89,3.75,50.0,,,,0.0,0.0,0.0,
TQBR,2018-08-13,АшинскийМЗ,AMEZ,49.0,1066569.0,3.86,3.81,3.93,3.91,3.89,3.91,273900.0,3.89,3.89,3.91,1066569.0,1066569.0,1066569.0,
TQBR,2018-08-13,Аптеки36и6,APTK,325.0,708912.5,5.1,4.97,5.2,5.15,5.11,5.15,138800.0,5.11,5.11,5.15,708912.5,708912.5,708912.5,
TQDE,2018-08-13,Армада,ARMD,69.0,58438.0,8.1,7.9,8.2,8.1,8.0,8.1,7270.0,,8.1,8.1,0.0,508298.0,0.0,
TQBR,2018-08-13,Арсагера,ARSA,4.0,37000.0,3.72,3.6,3.72,3.7,3.7,3.7,10000.0,,3.6,3.7,0.0,503420.0,0.0,
TQBR,2018-08-13,АстрЭнСб,ASSB,16.0,11794.0,0.46,0.449,0.465,0.453,0.454,0.453,26000.0,,0.449,0.453,0.0,500018.0,0.0,
SMAL,2018-08-13,АВТОВАЗ ао,AVAZ,1.0,636.0,12.0,12.0,12.0,,12.2,12.0,53.0,,,,0.0,0.0,0.0,
TQBR,2018-08-13,АВТОВАЗ ао,AVAZ,41.0,1620025.0,12.2,12.15,12.3,12.25,12.2,12.25,132800.0,12.2,12.2,12.25,1620025.0,1620025.0,1620025.0,
SMAL,2018-08-13,АВТОВАЗ ап,AVAZP,2.0,36.15,12.05,12.05,12.05,,11.95,12.05,3.0,,,,0.0,0.0,0.0,
TQBR,2018-08-13,АВТОВАЗ ап,AVAZP,34.0,30239040.0,12.0,11.9,12.05,12.0,11.95,12.0,2525700.0,11.95,11.95,12.0,30239040.0,30239040.0,30239040.0,
TQBR,2018-08-13,Башнефт ао,BANE,358.0,5634813.0,2000.0,1993.0,2012.0,2000.0,2000.0,2000.0,2817.0,2000.0,2000.0,2000.0,5634813.0,5634813.0,5634813.0,
TQBR,2018-08-13,Башнефт ап,BANEP,1398.0,76099933.0,1690.0,1690.0,1704.0,1700.0,1700.5,1700.0,44756.0,1700.5,1700.5,1700.0,76099933.0,76099933.0,76099933.0,
TQBR,2018-08-13,БашИнСв ап,BISVP,1.0,3980.0,3.98,3.98,3.98,3.98,3.98,3.98,1000.0,,3.96,3.98,0.0,502850.0,0.0,
TQBR,2018-08-13,Белон ао,BLNG,73.0,196853.0,2.72,2.64,2.75,2.72,2.7,2.72,72900.0,,2.71,2.72,0.0,519068.0,0.0,
TQBR,2018-08-13,БурЗолото,BRZL,32.0,226485.0,870.0,835.0,885.0,850.0,855.0,850.0,265.0,,850.0,850.0,0.0,507860.0,0.0,
SMAL,2018-08-13,БСП ао,BSPB,2.0,336.6,48.6,48.0,48.6,,48.7,48.0,7.0,,,,0.0,0.0,0.0,
TQBR,2018-08-13,БСП ао,BSPB,405.0,5694113.0,48.75,48.15,49.1,48.25,48.7,48.25,116930.0,48.7,48.7,48.25,5694113.0,5694113.0,5694113.0,
TQBR,2018-08-13,МКБ ао,CBOM,594.0,34210300.2,4.934,4.914,4.989,4.95,4.942,4.95,6922600.0,4.942,4.942,4.95,34210300.2,34210300.2,34210300.2,
SMAL,2018-08-13,ЧТПЗ ао,CHEP,2.0,2800.0,100.0,100.0,100.0,,101.5,100.0,28.0,,,,0.0,0.0,0.0,
TQBR,2018-08-13,ЧТПЗ ао,CHEP,134.0,3452400.0,102.0,99.0,109.0,100.5,101.5,100.5,34000.0,101.5,101.5,100.5,3452400.0,3452400.0,3452400.0,
SMAL,2018-08-13,СевСт-ао,CHMF,30.0,36250.6,989.9,989.9,1020.1,,1007.6,1016.9,36.0,,,,0.0,0.0,0.0,
TQBR,2018-08-13,СевСт-ао,CHMF,12096.0,1147489818.0,985.9,978.1,1023.4,1019.9,1007.6,1019.9,1138880.0,1007.6,1007.6,1019.9,1147489818.0,1147489818.0,1147489818.0,
TQBR,2018-08-13,ЧМК ао,CHMK,47.0,1197730.0,2940.0,2940.0,3095.0,3050.0,3050.0,3050.0,393.0,3050.0,3050.0,3050.0,1197730.0,1197730.0,1197730.0,
TQBR,2018-08-13,ЧЦЗ ао,CHZN,3.0,22000.0,552.0,548.0,552.0,548.0,550.0,548.0,40.0,,572.0,548.0,0.0,509030.0,0.0,
TQBR,2018-08-13,ЧелябЭС ао,CLSB,17.0,19700.0,0.063,0.0605,0.063,0.061,0.0615,0.0605,320000.0,,0.065,0.061,0.0,507325.0,0.0,
TQBR,2018-08-13,ЧелябЭС ап,CLSBP,11.0,29825.0,0.0635,0.062,0.0645,0.062,0.0635,0.062,470000.0,,0.0655,0.062,0.0,511790.0,0.0,
TQBR,2018-08-13,Телеграф,CNTL,15.0,166810.0,16.0,15.7,16.3,15.7,15.7,16.1,10600.0,,16.0,15.7,0.0,500010.0,0.0,
TQBR,2018-08-13,Телеграф-п,CNTLP,14.0,247850.0,11.05,10.95,11.3,11.2,11.05,11.2,22400.0,,11.15,11.2,0.0,547570.0,0.0,
TQBR,2018-08-13,ДагСб ао,DASB,173.0,921940.0,0.0865,0.086,0.0915,0.0885,0.0885,0.089,10420000.0,0.0885,0.0885,0.0885,921940.0,921940.0,921940.0,
TQBR,2018-08-13,iЗаводДИОД,DIOD,80.0,317502.0,4.45,4.04,4.45,4.29,4.22,4.29,75200.0,,4.3,4.29,0.0,500066.0,0.0,
TQBR,2018-08-13,ДетскийМир,DSKY,388.0,4684654.5,86.9,86.45,87.9,87.25,87.35,87.25,53640.0,87.35,87.35,87.25,4684654.5,4684654.5,4684654.5,
TQBR,2018-08-13,ДЭК ао,DVEC,321.0,2266530.0,1.484,1.468,1.56,1.498,1.506,1.498,1505000.0,1.506,1.506,1.498,2266530.0,2266530.0,2266530.0,
TQBR,2018-08-13,iДонскЗР,DZRD,2.0,4440.0,2220.0,2220.0,2220.0,2220.0,2220.0,2220.0,2.0,,2200.0,2220.0,0.0,501940.0,0.0,
TQBR,2018-08-13,iДонскЗР п,DZRDP,11.0,29460.0,1990.0,1940.0,2000.0,1950.0,1960.0,1940.0,15.0,,1990.0,1950.0,0.0,503010.0,0.0,
TQDE,2018-08-13,ЕвроЭлтех,EELT,61.0,998560.0,11.38,11.12,11.8,11.54,11.44,11.44,87300.0,11.44,11.44,11.54,998560.0,998560.0,998560.0,
