BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2021-01-14,АбрауДюрсо,ABRD,175.0,868525.0,201.0,200.0,203.5,200.0,201.0,200.0,4320.0,201.0,201.0,200.0,868525.0,868525.0,868525.0,0.0,3
SMAL,2021-01-14,АСКО ао,ACKO,2.0,219.0,5.76,5.76,5.8,,6.06,5.8,38.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-01-14,АСКО ао,ACKO,329.0,4958880.0,5.82,5.78,6.3,5.96,6.06,6.0,816400.0,6.08,6.08,5.96,4958880.0,4958880.0,4958880.0,0.0,3
SMAL,2021-01-14,Система ао,AFKS,7.0,1071.12,30.818,30.435,31.966,,30.893,31.966,35.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-01-14,Система ао,AFKS,23746.0,1573709003.5,30.727,30.312,31.25,31.131,30.893,30.961,50940700.0,30.882,30.882,31.131,1464939722.7,1464939722.7,1464939722.7,0.0,3
SMAL,2021-01-14,Аэрофлот,AFLT,46.0,20099.7,74.86,72.66,77.86,,73.04,73.08,275.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-01-14,Аэрофлот,AFLT,29889.0,1069129368.6,73.4,72.74,73.76,73.2,73.04,73.16,14637730.0,73.02,73.02,73.2,963904566.4,963904566.4,963904566.4,0.0,3
TQBR,2021-01-14,AGRO-гдр,AGRO,4743.0,132499790.8,900.0,875.4,900.0,882.2,883.4,882.2,149979.0,883.4,883.4,882.2,132499790.8,132499790.8,132499790.8,0.0,3
TQTF,2021-01-14,ETF AKCH,AKCH,150.0,3673420.49,109.95,107.02,110.56,109.68,107.51,109.55,34127.0,107.64,107.64,109.68,3673420.49,3673420.49,3673420.49,6787446.36,3
TQTE,2021-01-14,AKEU ETF,AKEU,297.0,166595.45,11.16,11.08,11.19,11.19,11.15,11.19,14943.0,1000.97,1000.97,11.19,14957455.98,14957455.98,14957455.98,142443.04,3
TQTF,2021-01-14,ETF AKMB,AKMB,1458.0,1676278.48,1.069,1.0635,1.069,1.0665,1.0655,1.0675,1570288.0,1.0677,1.0677,1.0665,1379622.21,1379622.21,1379622.21,4864547.87,3
TQTF,2021-01-14,ETF AKME,AKME,33.0,136200.17,108.78,108.49,110.89,110.73,110.11,110.73,1237.0,,109.65,110.73,0.0,1948812.42,0.0,3092883.55,3
TQTD,2021-01-14,AKNX ETF,AKNX,409.0,322216.93,18.94,18.81,19.07,19.01,18.98,19.06,16975.0,1395.8,1395.8,19.01,24758712.75,24758712.75,24758712.75,342657.69,3
TQTF,2021-01-14,AKNX ETF,AKNX,87.0,1067261.8,1322.0,1321.8,1410.4,1397.8,1395.8,1396.2,764.0,1395.8,1395.8,1397.8,24758712.75,24758712.75,24758712.75,25314076.87,3
TQBR,2021-01-14,Акрон,AKRN,911.0,26298428.0,6000.0,5940.0,6038.0,5960.0,5986.0,5960.0,4394.0,5986.0,5986.0,5960.0,26298428.0,26298428.0,26298428.0,0.0,3
TQTD,2021-01-14,AKSP ETF,AKSP,397.0,524132.86,13.0,13.0,13.17,13.09,13.13,13.17,39925.0,965.25,965.25,13.09,38537602.46,38537602.46,38537602.46,468428.01,3
TQBR,2021-01-14,БестЭфБ ао,ALBK,60.0,475510.0,58.0,57.5,58.5,58.0,58.0,58.0,8220.0,,58.0,58.0,0.0,500510.0,0.0,0.0,3
TQBR,2021-01-14,АЛРОСА-Нюр,ALNU,19.0,1771800.0,59000.0,58800.0,59200.0,59200.0,59000.0,59200.0,30.0,59000.0,59000.0,59200.0,1771800.0,1771800.0,1771800.0,0.0,3
SMAL,2021-01-14,АЛРОСА ао,ALRS,20.0,5638.93,104.78,102.0,106.98,,104.82,106.98,55.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-01-14,АЛРОСА ао,ALRS,45172.0,2848146081.4,105.86,103.06,106.92,105.56,104.82,105.42,27170620.0,104.8,104.8,105.56,2743441764.7,2743441764.7,2743441764.7,0.0,3
SMAL,2021-01-14,АшинскийМЗ,AMEZ,1.0,10.0,10.0,10.0,10.0,,7.26,10.0,1.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-01-14,АшинскийМЗ,AMEZ,1253.0,9820555.0,7.19,6.855,7.485,7.475,7.26,7.475,1353100.0,7.26,7.26,7.475,9820555.0,9820555.0,9820555.0,0.0,3
TQBR,2021-01-14,Аптеки36и6,APTK,3313.0,8575164.34,13.698,13.432,13.736,13.536,13.532,13.536,633650.0,13.532,13.532,13.536,8575164.34,8575164.34,8575164.34,0.0,3
TQBR,2021-01-14,РусАква ао,AQUA,433.0,4241960.0,257.0,254.0,259.5,259.0,257.0,259.0,16500.0,257.0,257.0,259.0,4241960.0,4241960.0,4241960.0,0.0,3
TQBR,2021-01-14,Арсагера,ARSA,18.0,68220.0,3.79,3.76,3.84,3.83,3.79,3.83,18000.0,,3.82,3.83,0.0,507490.0,0.0,0.0,3
TQBR,2021-01-14,АстрЭнСб,ASSB,34.0,176794.0,0.8385,0.825,0.8385,0.835,0.83,0.835,213000.0,,0.8335,0.835,0.0,593629.0,0.0,0.0,3
TQBR,2021-01-14,Авангрд-ао,AVAN,63.0,260615.0,1050.0,1030.0,1050.0,1035.0,1040.0,1035.0,251.0,,1040.0,1035.0,0.0,566905.0,0.0,0.0,3
TQBR,2021-01-14,Башнефт ао,BANE,703.0,12987740.0,1718.0,1700.5,1731.0,1728.0,1721.0,1728.0,7546.0,1721.0,1721.0,1728.0,12987740.0,12987740.0,12987740.0,0.0,3
TQBR,2021-01-14,Башнефт ап,BANEP,2706.0,86780456.0,1244.0,1233.5,1260.0,1252.0,1252.5,1252.0,69279.0,1252.5,1252.5,1252.0,86780456.0,86780456.0,86780456.0,0.0,3
TQBR,2021-01-14,Белуга ао,BELU,225.0,1593745.0,1364.0,1363.0,1370.0,1368.0,1367.0,1368.0,1166.0,1367.0,1367.0,1368.0,1593745.0,1593745.0,1593745.0,0.0,3
TQBR,2021-01-14,БашИнСв ап,BISVP,92.0,547355.0,9.53,9.46,9.65,9.51,9.5,9.52,57600.0,9.5,9.5,9.51,547355.0,547355.0,547355.0,0.0,3
TQBR,2021-01-14,Белон ао,BLNG,291.0,933957.8,5.15,5.15,5.41,5.33,5.318,5.33,175600.0,5.318,5.318,5.33,933957.8,933957.8,933957.8,0.0,3
TQBR,2021-01-14,БурЗолото,BRZL,69.0,325149.0,1011.0,986.0,1011.0,989.0,991.0,988.0,328.0,,991.0,989.0,0.0,500690.0,0.0,0.0,3
SMAL,2021-01-14,БСП ао,BSPB,2.0,252.44,57.5,57.5,64.98,,55.87,64.98,4.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-01-14,БСП ао,BSPB,4484.0,81624408.6,57.7,54.01,57.7,56.79,55.87,56.79,1460950.0,55.87,55.87,56.79,81624408.6,81624408.6,81624408.6,0.0,3
TQBR,2021-01-14,МКБ ао,CBOM,5820.0,272069464.5,6.35,6.293,6.421,6.397,6.359,6.388,42784700.0,6.358,6.358,6.397,267867712.6,267867712.6,267867712.6,0.0,3
TQBR,2021-01-14,ЧТПЗ ао,CHEP,217.0,1282950.0,247.5,245.0,247.5,246.5,246.0,246.5,5210.0,246.0,246.0,246.5,1282950.0,1282950.0,1282950.0,0.0,3
TQBR,2021-01-14,РН-ЗапСиб,CHGZ,228.0,2843080.0,56.2,52.0,61.0,54.0,55.8,54.0,51000.0,55.8,55.8,54.0,2843080.0,2843080.0,2843080.0,0.0,3
TQBR,2021-01-14,ЧКПЗ ао,CHKZ,47.0,336840.0,6220.0,6140.0,6460.0,6140.0,6240.0,6140.0,54.0,,6240.0,6140.0,0.0,505040.0,0.0,0.0,3
TQBR,2021-01-14,СевСт-ао,CHMF,54146.0,3833398481.2,1306.0,1286.6,1382.8,1366.0,1347.4,1367.6,2844748.0,1346.4,1346.4,1366.0,3613024987.0,3613024987.0,3613024987.0,0.0,3
TQBR,2021-01-14,ЧМК ао,CHMK,1311.0,11078045.0,2880.0,2855.0,3250.0,2940.0,3050.0,2940.0,3635.0,3050.0,3050.0,2940.0,11078045.0,11078045.0,11078045.0,0.0,3
TQBR,2021-01-14,Телеграф,CNTL,178.0,2085315.0,16.45,16.3,16.5,16.45,16.4,16.45,127100.0,16.4,16.4,16.45,2085315.0,2085315.0,2085315.0,0.0,3
SMAL,2021-01-14,Телеграф-п,CNTLP,1.0,59.28,14.82,14.82,14.82,,14.4,14.82,4.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-01-14,Телеграф-п,CNTLP,638.0,9482250.0,14.42,14.02,14.6,14.5,14.4,14.5,658300.0,14.4,14.4,14.5,9482250.0,9482250.0,9482250.0,0.0,3
TQPI,2021-01-14,ДагСб ао,DASB,192.0,1124429.0,0.0827,0.0813,0.0832,0.083,0.0824,0.083,13650000.0,0.0824,0.0824,0.083,1124429.0,1124429.0,1124429.0,0.0,3
SMAL,2021-01-14,ЗаводДИОД,DIOD,1.0,36.7,7.34,7.34,7.34,,7.32,7.34,5.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-01-14,ЗаводДИОД,DIOD,145.0,690447.0,7.29,7.2,7.45,7.28,7.32,7.28,94300.0,7.32,7.32,7.28,690447.0,690447.0,690447.0,0.0,3
TQBR,2021-01-14,ДетскийМир,DSKY,13878.0,291784280.0,131.52,130.42,131.52,130.82,130.96,131.44,2227890.0,130.96,130.96,130.82,264631311.4,264631311.4,264631311.4,0.0,3
TQBR,2021-01-14,ДЭК ао,DVEC,84.0,530462.0,0.845,0.836,0.845,0.838,0.839,0.838,632000.0,0.839,0.839,0.838,530462.0,530462.0,530462.0,0.0,3
TQBR,2021-01-14,ДонскЗР,DZRD,30.0,132870.0,2060.0,2035.0,2100.0,2085.0,2075.0,2085.0,64.0,,2075.0,2085.0,0.0,501800.0,0.0,0.0,3
TQBR,2021-01-14,ДонскЗР п,DZRDP,45.0,118570.0,1540.0,1520.0,1560.0,1550.0,1540.0,1550.0,77.0,,1540.0,1550.0,0.0,500050.0,0.0,0.0,3
TQBR,2021-01-14,ЕвроЭлтех,EELT,250.0,2444970.4,7.48,7.3,7.5,7.4,7.36,7.4,332390.0,7.36,7.36,7.4,2444970.4,2444970.4,2444970.4,0.0,3
TQBR,2021-01-14,Электрцинк,ELTZ,109.0,230281.0,185.5,180.0,189.5,181.5,184.5,182.0,1247.0,,185.0,181.5,0.0,563084.5,0.0,0.0,3
