BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2020-04-07,МГор48-об,RU000A0JNYN1,15.0,96257.6,98.51,99.25,99.2,99.2,19.4,99.23,6.5,98.51,97.0,,99.03,99.2,0.0,1338874.0,0.0,2022-06-11,743.0,6.48,,,,30.08,,2020-04-07,1000.0,SUR,,,,,RUB
TQCB,2020-04-07,РЖД-19 обл,RU000A0JQ7Z2,3.0,10236470.7,101.81,102.1,102.1,102.1,18.28,102.1,7.39,101.81,10026.0,101.93,101.93,102.1,59656963.0,59656963.0,59656963.0,2024-07-08,1330.0,7.39,,,,39.14,,2020-04-07,1000.0,SUR,,,,,RUB
EQOB,2020-04-07,ДОМ.РФ14об,RU000A0JQAL8,1.0,265725.0,106.29,106.29,106.29,106.29,35.51,106.29,-38.12,106.29,250.0,,105.96,106.29,0.0,23904873.7,0.0,2023-05-15,38.0,-38.12,,,,44.88,2020-05-15,2020-04-07,1000.0,SUR,,,,,RUB
TQCB,2020-04-07,РЖД-23 обл,RU000A0JQRD9,31.0,10509650.2,101.52,106.19,102.8,102.8,16.13,102.6,7.27,106.19,10243.0,102.6,102.6,102.8,10509650.2,10509650.2,10509650.2,2025-01-16,1470.0,7.32,,,,39.14,,2020-04-07,1000.0,SUR,,,,,RUB
EQOB,2020-04-07,ФСК ЕЭС-06,RU000A0JR1Y7,1.0,3036.0,101.2,101.2,101.2,101.2,4.75,101.2,5.52,101.2,3.0,,100.92,101.2,0.0,608567.9,0.0,2020-09-15,161.0,5.52,,,,41.14,,2020-04-07,1000.0,SUR,,,5.4383,,RUB
TQCB,2020-04-07,ФСК ЕЭС-08,RU000A0JR209,1.0,98735.0,100.75,100.75,100.75,100.75,4.75,100.75,6.59,100.75,98.0,,100.75,100.75,0.0,808001.5,0.0,2020-09-15,161.0,6.59,,,,41.14,,2020-04-07,1000.0,SUR,,,6.4197,,RUB
EQOB,2020-04-07,МТС 08,RU000A0JR4J2,4.0,15600.0,104.0,104.0,104.0,104.0,33.33,104.0,0.91,104.0,15.0,,104.07,104.0,0.0,533877.4,0.0,2020-11-03,203.0,0.91,,,,39.39,,2020-04-07,1000.0,SUR,,,,,RUB
EQOB,2020-04-07,ДОМ.РФ20об,RU000A0JR6S8,1.0,411.56,102.89,102.89,102.89,102.89,2.17,102.89,4.4,102.89,1.0,,103.44,102.89,0.0,678148.4,0.0,2027-12-15,246.0,4.4,,,,8.67,2020-12-15,2020-04-07,400.0,SUR,,4.3958,,2020-12-15,RUB
TQCB,2020-04-07,Газпрнеф10,RU000A0JR878,9.0,32163.2,100.3,102.51,102.51,102.51,14.58,100.51,4.43,100.5,32.0,,100.9,102.51,0.0,702271.5,0.0,2021-01-26,287.0,7.04,,,,37.9,,2020-04-07,1000.0,SUR,,,,,RUB
EQOB,2020-04-07,Мечел 16об,RU000A0JR8P0,31.0,422625.0,98.33,101.0,98.7,98.7,12.27,98.74,9.85,98.9,428.0,,98.67,98.7,0.0,503192.5,0.0,2021-02-09,301.0,9.79,,,,39.89,,2020-04-07,1000.0,SUR,,,,,RUB
TQCB,2020-04-07,ВЭБ.РФ 09,RU000A0JRCX7,19.0,328619.9,101.62,101.9,101.85,101.85,4.63,101.74,6.96,101.9,323.0,,101.8,101.85,0.0,541578.5,0.0,2021-03-18,337.0,7.08,,,,44.38,,2020-04-07,1000.0,SUR,,,,,RUB
