BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2016-10-26,АбрауДюрсо,ABRD,2.0,17050.0,85.0,85.0,85.5,85.5,85.5,85.5,200.0,,85.5,85.5,0.0,504650.0,0.0,
SMAL,2016-10-26,Система ао,AFKS,3.0,827.82,20.22,20.18,20.22,,20.225,20.18,41.0,,,,0.0,0.0,0.0,
TQBR,2016-10-26,Система ао,AFKS,3635.0,87978262.0,20.405,20.03,20.61,20.04,20.225,20.04,4349400.0,20.23,20.23,20.04,87978262.0,87978262.0,87978262.0,
SMAL,2016-10-26,Аэрофлот,AFLT,2.0,4866.26,128.03,128.03,128.07,,129.3,128.07,38.0,,,,0.0,0.0,0.0,
TQBR,2016-10-26,Аэрофлот,AFLT,8387.0,585003254.0,128.36,127.77,130.98,128.12,129.3,128.12,4524000.0,129.31,129.31,128.12,585003254.0,585003254.0,585003254.0,
TQBR,2016-10-26,AGRO-гдр,AGRO,404.0,9953416.0,828.0,819.0,845.0,843.0,832.0,843.0,11959.0,832.0,832.0,843.0,9953416.0,9953416.0,9953416.0,
TQBR,2016-10-26,Акрон,AKRN,195.0,10882345.0,3065.0,3040.0,3065.0,3050.0,3050.0,3050.0,3568.0,3050.0,3050.0,3050.0,10882345.0,10882345.0,10882345.0,
TQBR,2016-10-26,БестЭфБ ао,ALBK,1.0,3200.0,32.0,32.0,32.0,32.0,32.0,32.0,100.0,,,32.0,0.0,0.0,0.0,
SMAL,2016-10-26,АЛРОСА ао,ALRS,3.0,1395.3,87.0,87.0,88.8,,87.17,88.8,16.0,,,,0.0,0.0,0.0,
TQBR,2016-10-26,АЛРОСА ао,ALRS,10634.0,545374184.0,88.0,87.0,88.0,87.34,87.17,87.34,6256400.0,87.17,87.17,87.34,545374184.0,545374184.0,545374184.0,
SMAL,2016-10-26,АшинскийМЗ,AMEZ,1.0,11.25,3.75,3.75,3.75,,3.67,3.75,3.0,,,,0.0,0.0,0.0,
TQBR,2016-10-26,АшинскийМЗ,AMEZ,241.0,790966.0,3.61,3.55,3.78,3.73,3.67,3.73,215300.0,3.67,3.67,3.73,790966.0,790966.0,790966.0,
SMAL,2016-10-26,Аптеки36и6,APTK,2.0,31.18,10.4,10.39,10.4,,10.51,10.39,3.0,,,,0.0,0.0,0.0,
TQBR,2016-10-26,Аптеки36и6,APTK,2213.0,16082943.5,10.19,10.18,10.69,10.6,10.51,10.6,1530180.0,10.51,10.51,10.6,16082943.5,16082943.5,16082943.5,
TQBR,2016-10-26,РусАква ао,AQUA,71.0,735460.0,50.2,47.2,56.9,51.1,49.0,53.0,15000.0,49.0,49.0,51.1,735460.0,735460.0,735460.0,
TQDE,2016-10-26,Армада,ARMD,102.0,208062.0,18.5,18.2,19.0,18.2,18.5,18.2,11250.0,,18.5,18.2,0.0,500008.0,0.0,
TQBR,2016-10-26,Арсагера,ARSA,44.0,174085.0,2.75,2.69,2.81,2.735,2.72,2.735,64000.0,,2.805,2.735,0.0,555160.0,0.0,
TQBR,2016-10-26,АстрЭнСб,ASSB,6.0,2494.0,0.412,0.411,0.437,0.411,0.416,0.411,6000.0,,0.404,0.411,0.0,500166.0,0.0,
TQBR,2016-10-26,АВТОВАЗ ао,AVAZ,105.0,1874855.0,9.32,9.32,9.6,9.5,9.44,9.5,198700.0,9.44,9.44,9.5,1874855.0,1874855.0,1874855.0,
TQBR,2016-10-26,АВТОВАЗ ап,AVAZP,212.0,675101.0,3.955,3.83,3.965,3.89,3.89,3.89,173600.0,3.89,3.89,3.89,675101.0,675101.0,675101.0,
TQBR,2016-10-26,Башнефт ао,BANE,5408.0,366249894.5,2805.5,2690.0,2827.5,2792.5,2771.0,2792.5,132168.0,2771.0,2771.0,2792.5,366249894.5,366249894.5,366249894.5,
TQBR,2016-10-26,Башнефт ап,BANEP,2636.0,56751888.0,1440.0,1399.5,1445.5,1424.5,1417.5,1424.5,40038.0,1417.5,1417.5,1424.5,56751888.0,56751888.0,56751888.0,
TQDE,2016-10-26,Деликатесы,BGDE,226.0,1972180.0,0.15,0.145,0.155,0.145,0.145,0.15,13471000.0,0.145,0.145,0.145,1972180.0,1972180.0,1972180.0,
TQBR,2016-10-26,БашИнСв ап,BISVP,4.0,16800.0,4.2,4.2,4.2,4.2,4.2,4.2,4000.0,,4.16,4.2,0.0,616020.0,0.0,
TQBR,2016-10-26,Белон ао,BLNG,236.0,1855903.0,4.87,4.8,4.97,4.92,4.89,4.92,379600.0,4.89,4.89,4.92,1855903.0,1855903.0,1855903.0,
TQBR,2016-10-26,БурЗолото,BRZL,10.0,14265.0,1295.0,1290.0,1305.0,1305.0,1300.0,1305.0,11.0,,1350.0,1305.0,0.0,2616580.0,0.0,
TQBR,2016-10-26,БСП ао,BSPB,376.0,9388224.5,57.75,56.0,58.05,57.85,57.45,57.85,163370.0,57.45,57.45,57.85,9388224.5,9388224.5,9388224.5,
TQBR,2016-10-26,МКБ ао,CBOM,336.0,5041851.5,4.18,4.175,4.195,4.19,4.185,4.19,1204800.0,4.185,4.185,4.19,5041851.5,5041851.5,5041851.5,
TQBR,2016-10-26,ЧТПЗ ао,CHEP,2.0,14480.0,71.8,71.8,73.0,73.0,72.4,73.0,200.0,,71.8,73.0,0.0,502750.0,0.0,
TQBR,2016-10-26,ЧКПЗ ао,CHKZ,4.0,15830.0,2370.0,2370.0,2700.0,2660.0,2640.0,2660.0,6.0,,2380.0,2660.0,0.0,502010.0,0.0,
SMAL,2016-10-26,СевСт-ао,CHMF,7.0,24582.0,837.0,837.0,856.0,,845.5,839.6,29.0,,,,0.0,0.0,0.0,
TQBR,2016-10-26,СевСт-ао,CHMF,8915.0,912092152.0,826.0,821.3,858.8,855.7,845.5,855.7,1078780.0,845.5,845.5,855.7,912092152.0,912092152.0,912092152.0,
TQBR,2016-10-26,ЧМК ао,CHMK,137.0,1856500.0,3885.0,3810.0,3955.0,3910.0,3875.0,3920.0,479.0,3875.0,3875.0,3910.0,1856500.0,1856500.0,1856500.0,
TQBR,2016-10-26,ЧЦЗ ао,CHZN,5.0,199110.0,603.0,602.0,610.0,610.0,603.0,610.0,330.0,604.0,601.0,610.0,1594140.0,985330.0,1594140.0,
