BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2005-03-22,Индекс МосБиржи,Индекс МосБиржи,584.09,571.84,584.11,568.72,10110978142.69,,,2,,RUB,
RTSI,MCFTR,2005-03-22,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,584.09,584.09,584.09,584.09,0.0,,,2,0.0,,
RTSI,MCFTRN,2005-03-22,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),584.09,584.09,584.09,584.09,0.0,,,2,0.0,,
RTSI,MCFTRR,2005-03-22,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),584.09,584.09,584.09,584.09,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2005-03-22,Индекс МосБиржи 10,Индекс МосБиржи 10,1086.0,1069.61,1086.64,1064.56,5479626894.67,,,2,,RUB,
SNDX,MICEXBNDPRCI,2005-03-22,RCBI,RCBI,103.45,103.36,103.51,103.35,80223502.2,,,2,,RUB,
SNDX,MICEXBNDTRTI,2005-03-22,RCBIc,RCBI-c,128.41,,,,80223502.2,,,2,,RUB,
SNDX,MICEXCBICP,2005-03-22,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,103.45,103.36,103.51,103.35,80223502.2,,,2,,RUB,
SNDX,MICEXCBITR,2005-03-22,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,128.41,,,,80223502.2,,,2,,RUB,
SNDX,MICEXCGS,2005-03-22,Индекс потребительского сектора / Индекс потребит сектора,Индекс МосБиржи потребительского сектора,1358.24,1357.69,1358.24,1357.69,53732.01,,,2,,RUB,
SNDX,MICEXFNL,2005-03-22,Индекс финансов,Индекс МосБиржи финансов,1140.48,1122.31,1145.45,1112.54,600889547.81,,,2,,RUB,
SNDX,MICEXINDEXCF,2005-03-22,Индекс МосБиржи (архив),Индекс МосБиржи (архив),584.09,571.84,584.11,568.72,10110978142.69,,,2,,RUB,
SNDX,MICEXLC,2005-03-22,MICEX LC,ММВБ высокая кап,1066.64,1038.39,1066.66,1033.83,9835146895.51,,,2,,RUB,
