BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2021-01-25,МГор48-об,RU000A0JNYN1,18.0,121843.1,101.31,101.57,101.48,101.48,7.4,101.54,4.93,101.48,120.0,,101.28,101.48,0.0,1154629.6,0.0,2022-06-11,486.0,4.88,,,6.0,29.92,,2021-01-25,1000.0,SUR,,,,,RUB,3
TQCB,2021-01-25,РЖД-19 обл,RU000A0JQ7Z2,13.0,21320270.2,106.25,106.53,106.26,106.26,3.01,106.25,5.9,106.53,20066.0,106.25,106.25,106.26,21320270.2,21320270.2,21320270.2,2024-07-08,1130.0,5.91,,,7.85,39.14,,2021-01-25,1000.0,SUR,,,,,RUB,3
TQCB,2021-01-25,Мечел  4об,RU000A0JQ8V9,1.0,571.4,114.28,114.28,114.28,114.28,0.24,114.28,269.18,114.28,5.0,,,114.28,0.0,0.0,0.0,2021-07-15,80.0,269.18,,,7.88,1.96,2021-04-15,2021-01-25,100.0,SUR,,,,,RUB,3
TQCB,2021-01-25,РЖД-23 обл,RU000A0JQRD9,40.0,20194327.9,106.4,106.71,106.6,106.6,0.86,106.62,6.05,106.5,18941.0,106.62,106.62,106.6,20194327.9,20194327.9,20194327.9,2025-01-16,1280.0,6.04,,,7.85,39.14,,2021-01-25,1000.0,SUR,,,,,RUB,3
TQCB,2021-01-25,ГлДорога 3,RU000A0JR4U9,4.0,3690.4,90.02,95.0,94.0,91.35,8.44,92.26,12.45,95.0,4.0,,90.81,91.35,0.0,6439138.2,0.0,2028-10-30,287.0,15.14,,,4.0,39.89,2021-11-08,2021-01-25,1000.0,SUR,,,,,RUB,3
TQCB,2021-01-25,ДОМ.РФ17об,RU000A0JR5F7,2.0,738.5,105.5,105.5,105.5,105.5,0.87,105.5,0.5,105.5,2.0,,104.01,105.5,0.0,1108800.0,0.0,2022-04-15,235.0,0.5,,,9.05,7.81,,2021-01-25,350.0,SUR,,,,,RUB,3
TQCB,2021-01-25,Мечел 16об,RU000A0JR8P0,13.0,378410.5,100.34,100.7,100.68,100.68,36.6,100.37,-8.91,100.7,377.0,,100.36,100.68,0.0,530881.7,0.0,2021-02-09,15.0,-1.57,,,8.0,39.89,,2021-01-25,1000.0,SUR,,,-8.697,,RUB,3
TQCB,2021-01-25,ВЭБ.РФ 09,RU000A0JRCX7,32.0,6595273.6,100.53,100.63,100.56,100.56,31.7,100.54,4.82,100.55,6560.0,100.54,100.54,100.56,6595273.6,6595273.6,6595273.6,2021-03-18,52.0,4.96,,,8.9,44.38,,2021-01-25,1000.0,SUR,,,4.6274,,RUB,3
TQCB,2021-01-25,ДОМ.РФ18об,RU000A0JRDY3,1.0,735.0,105.0,105.0,105.0,105.0,0.91,105.0,-16.3,105.0,1.0,,,105.0,0.0,0.0,0.0,2023-07-15,80.0,-16.3,,,4.75,8.2,2021-04-15,2021-01-25,700.0,SUR,,-15.4138,,2021-04-19,RUB,3
TQCB,2021-01-25,РУСАЛБАл08,RU000A0JRF11,8.0,365243.8,98.54,100.0,98.54,98.54,0.03,99.25,,99.4,368.0,,99.19,98.54,0.0,509821.9,0.0,2021-04-05,,,,,0.01,0.05,,2021-01-25,1000.0,SUR,,,7.736,,RUB,3
TQCB,2021-01-25,РусГидро02,RU000A0JRFP6,1.0,5200.0,104.0,104.0,104.0,104.0,27.33,104.0,-8.77,104.0,5.0,,,104.0,0.0,0.0,0.0,2021-04-12,77.0,-8.77,,,9.5,47.37,,2021-01-25,1000.0,SUR,,,-8.978,,RUB,3
TQCB,2021-01-25,Акрон 04,RU000A0JRHF3,1.0,10100.0,101.0,101.0,101.0,101.0,12.29,101.0,3.2,101.0,10.0,,100.77,101.0,0.0,513932.6,0.0,2021-05-18,113.0,3.2,,,6.5,32.41,,2021-01-25,1000.0,SUR,,,3.1401,,RUB,3
TQCB,2021-01-25,Мечел 17об,RU000A0JRJS2,69.0,47794.38,100.02,100.99,100.58,100.55,1.44,100.62,,100.02,475.0,,100.51,100.55,0.0,519814.04,0.0,2021-05-27,,,,,8.75,3.27,,2021-01-25,100.0,SUR,,,,,RUB,3
TQCB,2021-01-25,Мечел 18об,RU000A0JRJT0,10.0,43416.13,100.01,100.96,100.59,100.59,1.44,100.04,,100.05,434.0,,100.82,100.59,0.0,523143.76,0.0,2021-05-27,,,,,8.75,3.27,,2021-01-25,100.0,SUR,,,,,RUB,3
TQCB,2021-01-25,ННК 04,RU000A0JRJV6,40.0,1610537.88,98.3,98.98,98.5,98.5,8.97,98.45,13.42,98.69,2337.0,98.45,98.45,98.5,1610537.88,1610537.88,1610537.88,2021-06-01,127.0,13.58,,,8.5,29.67,,2021-01-25,700.0,SUR,,,12.7692,,RUB,3
TQCB,2021-01-25,Мечел 19об,RU000A0JRJY0,3.0,402.73,100.2,100.87,100.2,100.2,1.32,100.68,,100.87,4.0,100.06,100.04,100.2,608939.29,559219.3,608939.29,2021-06-01,,,,,8.75,3.27,,2021-01-25,100.0,SUR,,,4.8966,,RUB,3
TQCB,2021-01-25,ННК 06,RU000A0JRK22,31.0,177608.55,98.66,98.76,98.7,98.7,8.48,98.73,12.67,98.66,257.0,,98.69,98.7,0.0,596888.11,0.0,2021-06-04,130.0,12.58,,,8.5,29.67,,2021-01-25,700.0,SUR,,,12.0931,,RUB,3
TQCB,2021-01-25,СПбТел 01,RU000A0JRKC4,1.0,1016.3,101.63,101.63,101.63,101.63,10.48,101.63,4.07,101.63,1.0,,101.9,101.63,0.0,20935434.0,0.0,2021-06-11,137.0,4.07,,,8.5,42.38,,2021-01-25,1000.0,SUR,,,3.9872,,RUB,3
TQCB,2021-01-25,СПбТел 02,RU000A0JRKD2,3.0,4617630.5,100.1,100.11,100.1,100.1,6.78,100.1,5.27,100.11,4613.0,100.12,100.12,100.1,11074805.5,10565228.0,11074805.5,2021-06-11,137.0,5.27,,,5.5,27.42,,2021-01-25,1000.0,SUR,,,5.1517,,RUB,3
TQCB,2021-01-25,ФСК ЕЭС-13,RU000A0JRL96,1.0,10160.0,101.6,101.6,101.6,101.6,7.92,101.6,4.48,101.6,10.0,,101.62,101.6,0.0,507087.5,0.0,2021-06-22,148.0,4.48,,,8.5,42.38,,2021-01-25,1000.0,SUR,,,4.3899,,RUB,3
TQCB,2021-01-25,РСХБ 14,RU000A0JRLE8,2.0,106456.5,101.33,101.45,101.33,101.33,6.03,101.39,4.97,101.45,105.0,101.56,101.58,101.33,6392329.5,5433268.5,6392329.5,2021-06-29,155.0,4.83,,,8.15,40.64,,2021-01-25,1000.0,SUR,,,4.8711,,RUB,3
