BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
EQNE,2012-10-16,АбрауДюрсо,ABRD,46.0,1186444.0,66.92,66.6,67.67,67.55,67.03,67.67,17700.0,67.03,67.03,67.03,1186444.0,1186444.0,1186444.0,
EQNL,2012-10-16,Система ао,AFKS,562.0,22366325.0,23.81,23.81,24.224,24.1,24.073,24.1,929100.0,24.073,24.073,24.073,22366325.0,22366325.0,22366325.0,
EQBR,2012-10-16,Аэрофлот,AFLT,1003.0,40428405.0,42.4,42.0,42.78,42.5,42.38,42.5,954000.0,42.38,42.38,42.38,40441731.17,40441731.17,40441731.17,
SMAL,2012-10-16,Аэрофлот,AFLT,16.0,13326.17,41.8,41.8,43.97,43.76,42.58,43.76,313.0,,,,0.0,0.0,0.0,
EQNE,2012-10-16,ПАВА ао,AKHA,109.0,403507.5,7.593,7.401,7.889,7.547,7.5,7.55,53800.0,,7.537,,0.0,524609.1,0.0,
EQNL,2012-10-16,Акрон,AKRN,714.0,18028542.2,1338.9,1310.8,1347.4,1315.1,1318.9,1313.2,13669.0,1318.9,1318.9,1318.9,18028542.2,18028542.2,18028542.2,
EQBR,2012-10-16,АЛРОСА ао,ALRS,146.0,4360216.4,24.2,23.801,24.4,23.85,24.237,23.85,179900.0,24.237,24.237,24.237,4360446.4,4360446.4,4360446.4,
SMAL,2012-10-16,АЛРОСА ао,ALRS,1.0,230.0,23.0,23.0,23.0,23.0,23.0,23.0,10.0,,,,0.0,0.0,0.0,
EQNE,2012-10-16,АшинскийМЗ,AMEZ,54.0,321614.7,6.989,6.701,6.989,6.8,6.799,6.8,47300.0,,6.757,,0.0,2745898.8,0.0,
EQNL,2012-10-16,Аптеки36и6,APTK,243.0,1708483.0,34.97,33.81,34.99,34.07,34.17,34.14,50000.0,34.17,34.17,34.17,1708685.2,1708685.2,1708685.2,
SMAL,2012-10-16,Аптеки36и6,APTK,1.0,202.2,33.7,33.7,33.7,33.81,33.7,33.7,6.0,,,,0.0,0.0,0.0,
EQNL,2012-10-16,Армада,ARMD,60.0,6160845.7,253.7,251.25,253.7,253.69,251.67,253.7,24480.0,251.67,251.67,251.67,6160845.7,6160845.7,6160845.7,
EQNE,2012-10-16,Арсагера,ARSA,105.0,266794.5,1.298,1.2464,1.298,1.2584,1.2585,1.2584,212000.0,,1.2732,,0.0,500381.9,0.0,
EQNE,2012-10-16,АстрЭнСб,ASSB,2.0,3920.8,0.4901,0.4901,0.4901,0.4901,0.4901,0.4901,8000.0,,0.4923,,0.0,560247.63,0.0,
EQNL,2012-10-16,АВТОВАЗ ао,AVAZ,174.0,1039372.3,15.321,15.2,15.352,15.309,15.262,15.3,68100.0,15.262,15.262,15.262,1039667.51,1039667.51,1039667.51,
SMAL,2012-10-16,АВТОВАЗ ао,AVAZ,2.0,295.21,14.521,14.521,15.0,15.0,14.761,15.0,20.0,,,,0.0,0.0,0.0,
EQNL,2012-10-16,АВТОВАЗ ап,AVAZP,134.0,1330272.1,5.962,5.9,5.996,5.933,5.92,5.915,224700.0,5.92,5.92,5.92,1330322.2,1330322.2,1330322.2,
SMAL,2012-10-16,АВТОВАЗ ап,AVAZP,1.0,50.1,5.01,5.01,5.01,6.0,5.01,5.01,10.0,,,,0.0,0.0,0.0,
EQNE,2012-10-16,Башнефт ао,BANE,382.0,12790184.6,1844.9,1757.4,1844.9,1823.1,1813.7,1823.0,7052.0,1813.7,1813.7,1813.7,12790184.6,12790184.6,12790184.6,
EQNE,2012-10-16,Башнефт ап,BANEP,706.0,16137497.4,1320.0,1287.0,1325.0,1319.1,1312.0,1318.5,12300.0,1312.0,1312.0,1312.0,16137497.4,16137497.4,16137497.4,
EQNE,2012-10-16,БашЭнрг ао,BEGY,22.0,133482.0,23.11,22.77,23.42,23.31,23.01,23.27,5800.0,,23.66,,0.0,647403.08,0.0,
EQNE,2012-10-16,БашЭнрг ап,BEGYP,8.0,162876.6,19.849,19.849,20.0,19.995,19.863,20.0,8200.0,,19.775,,0.0,553969.81,0.0,
SMAL,2012-10-16,БашЭнрг ап,BEGYP,1.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,2.0,,,,0.0,0.0,0.0,
EQNE,2012-10-16,БашИнСв ао,BISV,1.0,1100.0,11.0,11.0,11.0,11.0,11.0,11.0,100.0,,11.33,,0.0,502370.2,0.0,
EQNE,2012-10-16,БашИнСв ап,BISVP,1.0,4888.0,4.888,4.888,4.888,4.888,4.888,4.888,1000.0,,4.71,,0.0,783734.0,0.0,
EQNE,2012-10-16,Белон ао,BLNG,343.0,3596462.1,8.0,7.603,8.07,7.762,7.731,7.799,465200.0,7.731,7.731,7.731,3596742.98,3596742.98,3596742.98,
SMAL,2012-10-16,Белон ао,BLNG,1.0,280.88,7.022,7.022,7.022,7.022,7.022,7.022,40.0,,,,0.0,0.0,0.0,
EQNE,2012-10-16,БурЗолото,BRZL,20.0,160054.0,585.1,581.1,600.0,599.9,592.8,599.9,270.0,,591.9,,0.0,504922.0,0.0,
EQNL,2012-10-16,БСП ао,BSPB,464.0,2322026.4,65.76,63.0,65.76,65.4,64.2,65.4,36170.0,64.2,64.2,64.2,2322026.4,2322026.4,2322026.4,
EQNE,2012-10-16,БСП ап,BSPBP,290.0,7789853.7,68.0,66.73,68.04,67.19,67.53,67.19,115350.0,67.53,67.53,67.53,7789853.7,7789853.7,7789853.7,
EQNL,2012-10-16,ЧТПЗ ао,CHEP,14.0,170686.0,38.5,37.0,38.5,37.99,37.93,37.99,4500.0,,37.94,,0.0,500788.0,0.0,
EQNE,2012-10-16,РН-ЗапСиб,CHGZ,5.0,365366.0,20.0,17.01,20.19,18.601,18.268,20.19,20000.0,18.649,18.649,18.649,839222.0,839222.0,839222.0,
EQNL,2012-10-16,СевСт-ао,CHMF,7042.0,582478740.0,385.6,380.3,390.8,389.0,386.0,389.1,1509100.0,386.0,386.0,386.0,582894097.41,582894097.41,582894097.41,
SMAL,2012-10-16,СевСт-ао,CHMF,7.0,8926.7,377.2,377.2,399.4,389.9,388.1,399.4,23.0,,,,0.0,0.0,0.0,
EQNE,2012-10-16,ЧМК ао,CHMK,155.0,1956189.0,1806.0,1806.0,1987.0,1899.0,1920.0,1899.0,1019.0,1920.0,1920.0,1920.0,1956189.0,1956189.0,1956189.0,
EQNL,2012-10-16,ЧЦЗ ао,CHZN,56.0,287002.6,81.02,81.02,84.81,82.58,82.95,82.36,3460.0,,83.66,,0.0,507368.96,0.0,
SMAL,2012-10-16,ЧЦЗ ао,CHZN,3.0,416.36,83.38,83.2,83.38,83.27,83.27,83.2,5.0,,,,0.0,0.0,0.0,
