BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2003-11-13,Индекс МосБиржи,Индекс МосБиржи,475.43,474.82,482.46,474.27,5256880325.25,,,2,,RUB,
RTSI,MCFTR,2003-11-13,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,475.43,475.43,475.43,475.43,0.0,,,2,0.0,,
RTSI,MCFTRN,2003-11-13,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),475.43,475.43,475.43,475.43,0.0,,,2,0.0,,
RTSI,MCFTRR,2003-11-13,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),475.43,475.43,475.43,475.43,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2003-11-13,Индекс МосБиржи 10,Индекс МосБиржи 10,952.95,953.59,969.14,950.44,3088292804.59,,,2,,RUB,
SNDX,MICEXBNDPRCI,2003-11-13,RCBI,RCBI,103.58,103.55,103.63,103.43,193553994.6,,,2,,RUB,
SNDX,MICEXBNDTRTI,2003-11-13,RCBIc,RCBI-c,114.48,,,,193553994.6,,,2,,RUB,
SNDX,MICEXCBICP,2003-11-13,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,103.58,103.55,103.63,103.43,193553994.6,,,2,,RUB,
SNDX,MICEXCBITR,2003-11-13,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,114.48,,,,193553994.6,,,2,,RUB,
SNDX,MICEXINDEXCF,2003-11-13,Индекс МосБиржи (архив),Индекс МосБиржи (архив),475.43,474.82,482.46,474.27,5256880325.25,,,2,,RUB,
SNDX,MOEX10,2003-11-13,Индекс МосБиржи 10,Индекс МосБиржи 10,952.95,953.59,969.14,950.44,3088292804.59,,,2,,RUB,
RTSI,RTSI,2003-11-13,Индекс РТС,Индекс РТС,526.8,526.54,527.01,524.09,13229527.0,,,2,132893644685.897,USD,
RTSI,RTSog,2003-11-13,Индекс РТС нефти и газа,Индекс РТС нефти и газа,103.55,103.55,103.55,103.55,0.0,,,2,69953207025.6867,USD,
RTSI,RTStl,2003-11-13,Индекс РТС телекоммуникаций,Индекс РТС телекоммуникаций ,87.03,87.03,87.03,87.03,0.0,,,2,5565693259.3881,USD,
RTSI,RTSUSDCUR,2003-11-13,RTSUSDCUR,Курс доллара США на момент закрытия Индекса РТС,29.8104,29.8104,29.8104,29.8104,,,,2,,RUB,
SNDX,RUCBICP,2003-11-13,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,103.58,103.55,103.63,103.43,193553994.6,,,2,,RUB,
SNDX,RUCBITR,2003-11-13,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,114.48,,,,193553994.6,,,2,,RUB,
SNDX,TECHIND,2003-11-13,Технический индекс акций,Технический индекс акций,949.43,955.47,0.0,0.0,0.0,,,2,,RUB,
