BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2012-04-10,BKTRUB_TOM,BKTRUB000TOM,33.765,33.765,33.785,33.785,4.0,337750030.0,33.775
CETS,2012-04-10,CNYRUB_TOD,CNY000000TOD,46.85,46.85,47.02,47.02,19.0,47276171.4,46.9569
CETS,2012-04-10,EUR_TODTOM,EUR000TODTOM,0.0049,0.0047,0.0062,0.0062,293.0,51826578580.0,0.005
CNGD,2012-04-10,EUR_TODTOM,EUR000TODTOM,0.0047,0.0,0.0047,0.0047,4.0,2713003251.7,
CETS,2012-04-10,EURUSD_TOD,EURUSD000TOD,1.3099,1.3067,1.3099,1.3067,23.0,366950920.14,1.3082
CETS,2012-04-10,EURUSD_TOM,EURUSD000TOM,1.3124,1.3066,1.3135,1.3095,46.0,615944273.32,1.3105
CETS,2012-04-10,EURUSDTDTM,EURUSDTODTOM,0.0,0.0,8e-06,8e-06,28.0,1789512508.39,2e-06
CETS,2012-04-10,EURRUB_TOD,EUR_RUB__TOD,38.984,38.7586,38.984,38.8245,1171.0,10896449227.2,38.814
CNGD,2012-04-10,EURRUB_TOD,EUR_RUB__TOD,38.885,38.8275,38.98,38.8675,10.0,241340352.0,
CETS,2012-04-10,EURRUB_TOM,EUR_RUB__TOM,38.77,38.7628,38.97,38.9,740.0,7551451157.3,38.8451
CNGD,2012-04-10,EURRUB_TOM,EUR_RUB__TOM,38.785,38.785,38.873,38.873,7.0,275540000.0,
CETS,2012-04-10,USDRUB_TOD,USD000000TOD,29.5975,29.575,29.702,29.701,4203.0,43006153951.9,29.6436
CNGD,2012-04-10,USDRUB_TOD,USD000000TOD,29.591,29.5475,29.69,29.655,18.0,825180050.0,
CETS,2012-04-10,USD_TODTOM,USD000TODTOM,0.0036,0.0036,0.0049,0.0047,579.0,150144702020.0,0.004
CNGD,2012-04-10,USD_TODTOM,USD000TODTOM,0.0037,0.0,0.0037,0.0036,5.0,3706108160.8,
CETS,2012-04-10,USDRUB_TOM,USD000UTSTOM,29.5999,29.5775,29.7425,29.7425,15134.0,162190217069.0,29.6688
CNGD,2012-04-10,USDRUB_TOM,USD000UTSTOM,29.6286,29.595,29.7,29.695,14.0,2669959200.0,
CETS,2012-04-10,USD_TOMSPT,USDRUB_TOM1D,0.0039,0.0036,0.0039,0.0036,2.0,1244998200.0,0.0038
