BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2016-11-09,АбрауДюрсо,ABRD,19.0,250300.0,85.5,85.0,91.5,87.5,86.5,91.5,2900.0,,86.0,87.5,0.0,542400.0,0.0,
SMAL,2016-11-09,Система ао,AFKS,3.0,1676.87,19.485,19.005,20.0,,19.215,20.0,88.0,,,,0.0,0.0,0.0,
TQBR,2016-11-09,Система ао,AFKS,5060.0,103857780.5,18.845,18.755,19.52,19.42,19.215,19.42,5404700.0,19.215,19.215,19.42,103857780.5,103857780.5,103857780.5,
SMAL,2016-11-09,Аэрофлот,AFLT,9.0,25751.14,129.01,125.23,129.59,,127.42,128.6,200.0,,,,0.0,0.0,0.0,
TQBR,2016-11-09,Аэрофлот,AFLT,10220.0,633477415.0,122.7,121.75,130.16,129.1,127.42,129.1,4971500.0,127.42,127.42,129.1,633477415.0,633477415.0,633477415.0,
TQBR,2016-11-09,AGRO-гдр,AGRO,1057.0,24674562.0,804.0,798.0,820.0,812.0,808.0,812.0,30543.0,808.0,808.0,812.0,24674562.0,24674562.0,24674562.0,
TQBR,2016-11-09,Акрон,AKRN,396.0,8156595.0,2920.0,2900.0,3045.0,3020.0,2980.0,3020.0,2736.0,2980.0,2980.0,3020.0,8156595.0,8156595.0,8156595.0,
TQBR,2016-11-09,БестЭфБ ао,ALBK,1.0,3170.0,31.7,31.7,31.7,31.7,31.7,31.7,100.0,,,31.7,0.0,0.0,0.0,
SMAL,2016-11-09,АЛРОСА ао,ALRS,1.0,1259.85,83.99,83.99,83.99,,82.27,83.99,15.0,,,,0.0,0.0,0.0,
TQBR,2016-11-09,АЛРОСА ао,ALRS,25387.0,2682363120.0,80.38,80.05,83.91,82.3,82.27,82.3,32603700.0,82.27,82.27,82.3,2682363120.0,2682363120.0,2682363120.0,
TQBR,2016-11-09,АшинскийМЗ,AMEZ,503.0,4598522.0,3.64,3.4,3.74,3.55,3.49,3.55,1318500.0,3.49,3.49,3.55,4598522.0,4598522.0,4598522.0,
TQBR,2016-11-09,Аптеки36и6,APTK,462.0,2980027.4,10.47,10.37,10.58,10.56,10.47,10.56,284680.0,10.47,10.47,10.56,2980027.4,2980027.4,2980027.4,
TQBR,2016-11-09,РусАква ао,AQUA,7.0,84120.0,63.7,63.1,69.8,69.5,64.7,69.8,1300.0,,67.6,69.5,0.0,628700.0,0.0,
TQDE,2016-11-09,Армада,ARMD,13.0,12003.0,18.6,18.4,18.6,18.4,18.5,18.4,650.0,,18.7,18.4,0.0,515275.0,0.0,
TQBR,2016-11-09,Арсагера,ARSA,5.0,29960.0,2.71,2.71,2.73,2.73,2.72,2.73,11000.0,,2.81,2.73,0.0,500890.0,0.0,
TQBR,2016-11-09,АстрЭнСб,ASSB,6.0,46714.0,0.41,0.4,0.41,0.4,0.41,0.4,114000.0,,0.409,0.4,0.0,508046.0,0.0,
TQBR,2016-11-09,АВТОВАЗ ао,AVAZ,575.0,6226507.0,9.46,9.46,10.46,9.9,10.03,9.9,620500.0,10.03,10.03,9.9,6226507.0,6226507.0,6226507.0,
TQBR,2016-11-09,АВТОВАЗ ап,AVAZP,741.0,11124188.0,3.885,3.855,4.095,3.985,3.96,3.99,2808400.0,3.96,3.96,3.985,11124188.0,11124188.0,11124188.0,
TQBR,2016-11-09,Башнефт ао,BANE,6478.0,605941430.0,3405.0,3325.0,3435.0,3430.0,3416.0,3430.0,177393.0,3416.0,3416.0,3430.0,605941430.0,605941430.0,605941430.0,
TQBR,2016-11-09,Башнефт ап,BANEP,1540.0,45499689.5,1380.0,1380.0,1424.0,1415.0,1412.0,1415.0,32225.0,1412.0,1412.0,1415.0,45499689.5,45499689.5,45499689.5,
TQDE,2016-11-09,Деликатесы,BGDE,218.0,598074.0,0.139,0.136,0.14,0.139,0.137,0.139,4357000.0,0.137,0.137,0.139,598074.0,598074.0,598074.0,
TQBR,2016-11-09,БашИнСв ап,BISVP,1.0,4200.0,4.2,4.2,4.2,4.2,4.2,4.2,1000.0,,4.17,4.2,0.0,500130.0,0.0,
TQBR,2016-11-09,Белон ао,BLNG,169.0,1239460.0,4.8,4.7,4.98,4.89,4.9,4.89,252700.0,4.9,4.9,4.89,1239460.0,1239460.0,1239460.0,
