BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2021-04-26,АбрауДюрсо,ABRD,552.0,4429995.0,206.0,204.0,206.0,205.0,205.0,205.0,21620.0,205.0,205.0,205.0,4429995.0,4429995.0,4429995.0,0.0,3
SMAL,2021-04-26,АСКО ао,ACKO,2.0,12.44,4.64,4.64,7.8,,6.12,7.8,2.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-04-26,АСКО ао,ACKO,230.0,1589972.0,6.12,6.04,6.22,6.2,6.12,6.16,259600.0,6.12,6.12,6.2,1589972.0,1589972.0,1589972.0,0.0,3
SMAL,2021-04-26,Система ао,AFKS,5.0,474.39,36.779,35.56,36.78,,35.807,36.15,13.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-04-26,Система ао,AFKS,14139.0,1005169748.1,35.8,35.41,36.096,36.064,35.807,35.927,28071500.0,35.784,35.784,36.064,878548420.2,878548420.2,878548420.2,0.0,3
SMAL,2021-04-26,Аэрофлот,AFLT,14.0,1910.84,65.0,65.0,66.48,,65.82,66.3,29.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-04-26,Аэрофлот,AFLT,29408.0,1087358009.4,65.3,64.76,66.48,66.2,65.82,66.04,16520500.0,65.74,65.74,66.2,905543671.2,905543671.2,905543671.2,0.0,3
TQBR,2021-04-26,AGRO-гдр,AGRO,10082.0,225276636.6,894.0,894.0,909.0,898.2,903.4,898.2,249357.0,903.4,903.4,898.2,225276636.6,225276636.6,225276636.6,0.0,3
TQTF,2021-04-26,ETF AKCH,AKCH,970.0,18148518.74,102.17,99.8,102.17,100.89,100.13,101.02,181078.0,100.22,100.22,100.89,18148518.74,18148518.74,18148518.74,27644568.68,3
TQTE,2021-04-26,AKEU ETF,AKEU,367.0,53600.44,11.97,11.88,12.0,11.97,11.93,11.97,4494.0,1079.02,1079.02,11.97,4849103.0,4849103.0,4849103.0,202292.62,3
TQTF,2021-04-26,ETF AKMB,AKMB,3407.0,6411686.1,1.0725,1.0723,1.0779,1.0728,1.0727,1.0747,5977502.0,1.0726,1.0726,1.0728,6293889.49,6293889.49,6293889.49,3936711.44,3
TQTF,2021-04-26,ETF AKME,AKME,205.0,321249.74,117.0,117.0,118.58,118.31,118.34,118.12,2718.0,,117.98,118.31,0.0,500725.03,0.0,1081918.8,3
TQTD,2021-04-26,AKNX ETF,AKNX,264.0,136420.64,20.18,20.18,20.48,20.47,20.36,20.47,6698.0,1529.2,1529.2,20.47,10586505.61,10586505.61,10586505.61,325894.78,3
TQTF,2021-04-26,AKNX ETF,AKNX,38.0,342775.2,1518.8,1517.8,1532.2,1537.2,1529.2,1532.2,225.0,1529.2,1529.2,1537.2,10586505.61,10586505.61,10586505.61,24649801.12,3
TQBR,2021-04-26,Акрон,AKRN,770.0,8903634.0,6144.0,6142.0,6208.0,6170.0,6178.0,6170.0,1441.0,6178.0,6178.0,6170.0,8903634.0,8903634.0,8903634.0,0.0,3
TQTD,2021-04-26,AKSP ETF,AKSP,384.0,159265.44,14.45,14.34,14.65,14.42,14.4,14.42,11063.0,1081.0,1081.0,14.42,11959130.33,11959130.33,11959130.33,473447.21,3
TQBR,2021-04-26,БестЭфБ ао,ALBK,32.0,77845.0,62.0,60.0,62.0,61.0,60.5,61.0,1290.0,,61.0,61.0,0.0,525555.0,0.0,0.0,3
TQBR,2021-04-26,АЛРОСА-Нюр,ALNU,36.0,3052400.0,64000.0,64000.0,65400.0,65200.0,65000.0,65400.0,47.0,65000.0,65000.0,65200.0,3052400.0,3052400.0,3052400.0,0.0,3
SMAL,2021-04-26,АЛРОСА ао,ALRS,12.0,2371.86,113.42,110.3,115.0,,113.86,113.81,21.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-04-26,АЛРОСА ао,ALRS,36739.0,3414722896.7,113.01,112.12,114.88,114.5,113.86,114.22,29990660.0,113.83,113.83,114.5,3262235690.0,3262235690.0,3262235690.0,0.0,3
TQTD,2021-04-26,AMCC ETF,AMCC,535.0,14879.66,1.315,1.314,1.336,1.336,1.324,1.336,11235.0,99.447,99.448,1.336,1117303.71,1117303.71,1117303.71,0.0,3
TQTD,2021-04-26,AMEM ETF,AMEM,506.0,11521.17,1.334,1.327,1.336,1.334,1.333,1.33,8644.0,100.082,100.083,1.334,865117.01,865117.01,865117.01,0.0,3
SMAL,2021-04-26,АшинскийМЗ,AMEZ,1.0,10.0,9.995,9.995,9.995,,9.99,9.995,1.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-04-26,АшинскийМЗ,AMEZ,1431.0,9098741.5,10.7,9.67,10.7,9.9,9.99,9.9,910800.0,9.99,9.99,9.9,9098741.5,9098741.5,9098741.5,0.0,3
TQTD,2021-04-26,AMGM ETF,AMGM,359.0,6886.58,1.383,1.37,1.386,1.374,1.379,1.375,4993.0,103.566,103.567,1.374,517108.23,517108.23,517108.23,0.0,3
TQTD,2021-04-26,AMGR ETF,AMGR,456.0,21094.08,1.303,1.295,1.324,1.322,1.306,1.324,16154.0,98.053,98.052,1.322,1583940.07,1583940.07,1583940.07,0.0,3
TQTD,2021-04-26,AMHC ETF,AMHC,306.0,9494.53,1.378,1.37,1.379,1.376,1.377,1.376,6897.0,103.366,103.369,1.376,712937.41,712937.41,712937.41,0.0,3
TQTD,2021-04-26,AMIN ETF,AMIN,710.0,20654.45,1.285,1.28,1.313,1.312,1.292,1.312,15990.0,96.991,96.994,1.312,1550929.11,1550929.11,1550929.11,0.0,3
TQTF,2021-04-26,AMRE ETF,AMRE,688.0,568271.3,101.9,101.7,102.7,102.6,102.3,102.6,5556.0,102.3,102.3,102.6,568271.3,568271.3,568271.3,0.0,3
TQTD,2021-04-26,AMSC ETF,AMSC,1055.0,43994.2,1.302,1.291,1.325,1.323,1.304,1.323,33729.0,97.941,97.942,1.323,3303494.36,3303494.36,3303494.36,0.0,3
TQTD,2021-04-26,AMSL ETF,AMSL,815.0,32036.79,1.353,1.35,1.367,1.363,1.359,1.363,23572.0,102.053,102.054,1.363,2405619.64,2405619.64,2405619.64,0.0,3
TQTD,2021-04-26,AMVF ETF,AMVF,491.0,18393.34,1.326,1.316,1.331,1.329,1.326,1.329,13875.0,99.54,99.542,1.329,1381143.38,1381143.38,1381143.38,0.0,3
TQBR,2021-04-26,Аптеки36и6,APTK,3428.0,2752548.8,13.7,13.604,13.76,13.634,13.672,13.632,201320.0,13.672,13.672,13.634,2752548.8,2752548.8,2752548.8,0.0,3
TQBR,2021-04-26,РусАква ао,AQUA,672.0,9177360.0,293.0,292.5,300.0,298.0,297.0,298.5,30880.0,297.0,297.0,298.0,9177360.0,9177360.0,9177360.0,0.0,3
SMAL,2021-04-26,Арсагера,ARSA,3.0,19.9,4.9,4.9,5.0,,4.72,5.0,4.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-04-26,Арсагера,ARSA,15.0,108600.0,4.78,4.62,4.87,4.69,4.72,4.69,23000.0,,4.62,4.69,0.0,545150.0,0.0,0.0,3
SMAL,2021-04-26,АстрЭнСб,ASSB,1.0,5.75,1.15,1.15,1.15,,1.116,1.15,5.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-04-26,АстрЭнСб,ASSB,141.0,525565.5,1.1465,1.1025,1.1465,1.118,1.116,1.12,471000.0,1.116,1.116,1.118,525565.5,525565.5,525565.5,0.0,3
TQBR,2021-04-26,Авангрд-ао,AVAN,122.0,398380.0,1145.0,1115.0,1145.0,1120.0,1125.0,1120.0,354.0,,1130.0,1120.0,0.0,501205.0,0.0,0.0,3
TQBR,2021-04-26,Башнефт ао,BANE,1163.0,13982000.5,1591.0,1571.5,1608.0,1608.0,1594.0,1608.0,8772.0,1594.0,1594.0,1608.0,13982000.5,13982000.5,13982000.5,0.0,3
TQBR,2021-04-26,Башнефт ап,BANEP,2735.0,62907050.5,1184.0,1183.0,1207.0,1207.0,1198.0,1207.0,52503.0,1198.0,1198.0,1207.0,62907050.5,62907050.5,62907050.5,0.0,3
TQTF,2021-04-26,BCSB ETF,BCSB,306.0,1891082.53,10.139,9.942,10.168,10.138,10.138,10.1,186534.0,10.138,10.138,10.138,1864132.36,1864132.36,1864132.36,1495120.16,3
TQBR,2021-04-26,Белуга ао,BELU,1960.0,45806636.0,3580.0,3551.0,3627.0,3568.0,3587.0,3568.0,12771.0,3587.0,3587.0,3568.0,45806636.0,45806636.0,45806636.0,0.0,3
SMAL,2021-04-26,БашИнСв ап,BISVP,4.0,219.8,10.99,10.99,10.99,,9.46,10.99,20.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-04-26,БашИнСв ап,BISVP,77.0,262989.0,9.45,9.31,9.51,9.5,9.46,9.5,27800.0,,9.43,9.5,0.0,501875.0,0.0,0.0,3
