BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2020-03-19,АбрауДюрсо,ABRD,93.0,274415.0,119.5,115.5,128.5,126.5,122.0,124.0,2250.0,,121.0,126.5,0.0,503815.0,0.0,
TQDE,2020-03-19,АСКО ао,ACKO,23.0,34962.0,3.8,3.68,3.9,3.82,3.8,3.9,9200.0,,3.78,3.82,0.0,503538.0,0.0,
SMAL,2020-03-19,Система ао,AFKS,6.0,822.1,12.084,10.614,12.342,,11.332,12.342,68.0,,,,0.0,0.0,0.0,
TQBR,2020-03-19,Система ао,AFKS,24007.0,1042547157.1,11.051,10.78,12.195,12.055,11.332,12.055,92003900.0,11.332,11.332,12.055,1042547157.1,1042547157.1,1042547157.1,
SMAL,2020-03-19,Аэрофлот,AFLT,18.0,3640.08,56.64,54.7,63.84,,55.96,56.52,63.0,,,,0.0,0.0,0.0,
TQBR,2020-03-19,Аэрофлот,AFLT,105298.0,3733072316.6,55.84,51.02,59.84,58.62,55.96,58.62,66723490.0,55.94,55.94,58.62,3733072316.6,3733072316.6,3733072316.6,
TQBR,2020-03-19,AGRO-гдр,AGRO,2969.0,29307613.8,450.0,445.0,477.6,474.0,467.8,474.0,62663.0,467.8,467.8,474.0,29307613.8,29307613.8,29307613.8,
TQTE,2020-03-19,AKEU ETF,AKEU,39.0,60249.36,7.51,7.4,7.7,7.7,7.56,7.7,7970.0,641.71,641.71,7.7,5114453.71,5114453.71,5114453.71,74913.69
TQTD,2020-03-19,AKNX ETF,AKNX,229.0,226961.77,10.67,10.28,11.0,10.78,10.53,10.81,21549.0,813.24,813.24,10.78,17524421.79,17524421.79,17524421.79,285340.05
TQBR,2020-03-19,Акрон,AKRN,1266.0,84851232.0,5748.0,5552.0,6000.0,6000.0,5822.0,6000.0,14423.0,5884.0,5884.0,6000.0,84851232.0,84851232.0,84851232.0,
TQTD,2020-03-19,AKSP ETF,AKSP,46.0,37605.94,8.34,8.0,8.49,8.49,8.3,8.49,4529.0,641.13,641.13,8.49,2903671.2,2903671.2,2903671.2,182658.02
TQBR,2020-03-19,БестЭфБ ао,ALBK,61.0,497705.0,47.0,47.0,56.5,52.5,49.0,53.0,10120.0,,49.0,52.5,0.0,508640.0,0.0,
TQBR,2020-03-19,АЛРОСА-Нюр,ALNU,56.0,3209200.0,43000.0,38600.0,44800.0,44400.0,42200.0,44800.0,76.0,42200.0,42200.0,44400.0,3209200.0,3209200.0,3209200.0,
SMAL,2020-03-19,АЛРОСА ао,ALRS,15.0,2455.23,55.91,52.67,57.5,,55.59,57.5,44.0,,,,0.0,0.0,0.0,
TQBR,2020-03-19,АЛРОСА ао,ALRS,53225.0,2578062838.8,53.5,51.01,59.71,59.7,55.59,59.7,46374480.0,55.59,55.59,59.7,2578062838.8,2578062838.8,2578062838.8,
TQBR,2020-03-19,АшинскийМЗ,AMEZ,586.0,5065464.5,3.4,3.135,3.4,3.335,3.225,3.34,1571600.0,3.225,3.225,3.335,5065464.5,5065464.5,5065464.5,
TQBR,2020-03-19,Аптеки36и6,APTK,14140.0,69439918.86,12.204,11.5,13.36,11.914,12.318,11.914,5637350.0,12.318,12.318,11.914,69439918.86,69439918.86,69439918.86,
TQBR,2020-03-19,РусАква ао,AQUA,250.0,2754265.0,201.5,184.5,239.0,215.0,217.5,215.0,12650.0,217.5,217.5,215.0,2754265.0,2754265.0,2754265.0,
TQBR,2020-03-19,Арсагера,ARSA,14.0,64720.0,2.87,2.87,3.02,3.01,2.94,3.0,22000.0,,3.07,3.01,0.0,502970.0,0.0,
TQBR,2020-03-19,АстрЭнСб,ASSB,147.0,586076.0,0.486,0.486,0.589,0.5115,0.5575,0.519,1051000.0,0.5575,0.5575,0.5115,586076.0,586076.0,586076.0,
TQBR,2020-03-19,Авангрд-ао,AVAN,45.0,128140.0,555.0,530.0,600.0,600.0,580.0,600.0,221.0,,585.0,600.0,0.0,500140.0,0.0,
TQBR,2020-03-19,Башнефт ао,BANE,2942.0,44558659.5,1217.0,1200.0,1347.0,1314.0,1266.0,1314.0,35203.0,1266.0,1266.0,1314.0,44558659.5,44558659.5,44558659.5,
TQBR,2020-03-19,Башнефт ап,BANEP,10721.0,282578464.0,1040.0,1018.5,1125.0,1116.5,1082.0,1116.5,261161.0,1082.0,1082.0,1116.5,282578464.0,282578464.0,282578464.0,
TQBR,2020-03-19,Белуга ао,BELU,128.0,1178160.0,1095.0,1076.0,1132.0,1127.0,1115.0,1127.0,1057.0,1115.0,1115.0,1127.0,1178160.0,1178160.0,1178160.0,
TQBR,2020-03-19,БашИнСв ап,BISVP,30.0,103969.0,6.03,6.0,6.79,6.48,6.38,6.48,16300.0,,6.31,6.48,0.0,516390.0,0.0,
TQBR,2020-03-19,Белон ао,BLNG,419.0,1326522.6,3.4,3.2,3.66,3.54,3.416,3.54,388300.0,3.416,3.416,3.54,1326522.6,1326522.6,1326522.6,
TQBR,2020-03-19,БурЗолото,BRZL,240.0,1254164.0,777.0,751.0,779.0,770.0,759.0,770.0,1653.0,759.0,759.0,770.0,1254164.0,1254164.0,1254164.0,
TQBR,2020-03-19,БСП ао,BSPB,4117.0,19852121.3,39.49,39.0,41.52,41.06,40.26,41.06,493090.0,40.26,40.26,41.06,19852121.3,19852121.3,19852121.3,
TQBR,2020-03-19,МКБ ао,CBOM,8472.0,307381231.5,4.929,4.929,5.296,5.203,5.099,5.203,60281700.0,5.099,5.099,5.203,307381231.5,307381231.5,307381231.5,
TQBR,2020-03-19,ЧТПЗ ао,CHEP,98.0,632125.0,169.5,169.0,180.5,179.5,178.0,179.5,3550.0,178.0,178.0,179.5,632125.0,632125.0,632125.0,
TQBR,2020-03-19,ЧКПЗ ао,CHKZ,9.0,29080.0,3160.0,3140.0,3380.0,3380.0,3240.0,3380.0,9.0,,3320.0,3380.0,0.0,503120.0,0.0,
TQBR,2020-03-19,СевСт-ао,CHMF,33968.0,1730745082.0,780.0,762.0,820.0,812.0,786.8,812.0,2200057.0,786.6,786.6,812.0,1730745082.0,1730745082.0,1730745082.0,
TQBR,2020-03-19,ЧМК ао,CHMK,74.0,588565.0,1930.0,1855.0,2020.0,1930.0,1955.0,1925.0,301.0,1955.0,1955.0,1930.0,588565.0,588565.0,588565.0,
TQBR,2020-03-19,Телеграф,CNTL,104.0,587150.0,17.8,16.7,17.8,17.2,17.35,17.15,33800.0,17.35,17.35,17.2,587150.0,587150.0,587150.0,
SMAL,2020-03-19,Телеграф-п,CNTLP,1.0,222.32,15.88,15.88,15.88,,14.46,15.88,14.0,,,,0.0,0.0,0.0,
TQBR,2020-03-19,Телеграф-п,CNTLP,293.0,2279374.0,14.0,13.96,14.66,14.6,14.46,14.6,157600.0,14.46,14.46,14.6,2279374.0,2279374.0,2279374.0,
TQBR,2020-03-19,ДагСб ао,DASB,296.0,1159544.0,0.0737,0.0699,0.0749,0.0749,0.0717,0.0749,16170000.0,0.0717,0.0717,0.0749,1159544.0,1159544.0,1159544.0,
TQBR,2020-03-19,ЗаводДИОД,DIOD,77.0,183938.0,4.89,4.51,4.89,4.82,4.68,4.85,39300.0,,4.68,4.82,0.0,501179.0,0.0,
SMAL,2020-03-19,ДетскийМир,DSKY,6.0,594.4,70.0,70.0,92.0,,81.8,91.98,7.0,,,,0.0,0.0,0.0,
TQBR,2020-03-19,ДетскийМир,DSKY,47722.0,661987414.2,74.0,72.0,88.9,85.6,81.8,85.6,8091990.0,81.8,81.8,85.6,661987414.2,661987414.2,661987414.2,
TQBR,2020-03-19,ДЭК ао,DVEC,109.0,186771.0,0.68,0.672,0.72,0.714,0.7,0.714,267000.0,,0.702,0.714,0.0,500513.0,0.0,
TQBR,2020-03-19,iДонскЗР,DZRD,3.0,5168.0,1700.0,1700.0,1768.0,1768.0,1724.0,1768.0,3.0,,2018.0,1768.0,0.0,524716.0,0.0,
TQBR,2020-03-19,iДонскЗР п,DZRDP,5.0,20250.0,1320.0,1320.0,1380.0,1380.0,1350.0,1380.0,15.0,,1420.0,1380.0,0.0,513730.0,0.0,
TQDE,2020-03-19,ЕвроЭлтех,EELT,41.0,629467.2,9.32,9.12,9.32,9.26,9.3,9.26,67660.0,9.3,9.3,9.26,629467.2,629467.2,629467.2,
TQBR,2020-03-19,Электрцинк,ELTZ,231.0,463998.0,139.0,134.0,150.0,143.0,140.5,143.0,3306.0,,140.5,143.0,0.0,501837.0,0.0,
TQBR,2020-03-19,ЭН+ГРУП ао,ENPG,249.0,1462894.5,549.8,526.1,550.0,542.2,537.4,542.3,2722.0,537.4,537.4,542.2,1462894.5,1462894.5,1462894.5,
TQBR,2020-03-19,ENPL-гдр,ENPL,2656.0,50390138.6,548.8,511.4,548.8,530.8,527.0,530.8,95640.0,526.8,526.8,530.8,50390138.6,50390138.6,50390138.6,
SMAL,2020-03-19,ЭнелРос ао,ENRU,7.0,834.32,0.7055,0.7055,0.78,,0.74,0.7205,1135.0,,,,0.0,0.0,0.0,
TQBR,2020-03-19,ЭнелРос ао,ENRU,3414.0,51551130.0,0.731,0.7155,0.759,0.758,0.74,0.758,69677000.0,0.74,0.74,0.758,51551130.0,51551130.0,51551130.0,
