BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2020-09-18,МГор48-об,RU000A0JNYN1,6.0,17355.2,101.71,102.17,101.71,101.83,16.27,102.09,5.01,102.17,17.0,,101.89,101.83,0.0,553256.1,0.0,2022-06-11,600.0,4.77,,,6.0,30.08,,2020-09-18,1000.0,SUR,,,,,RUB,3
TQCB,2020-09-18,РЖД-19 обл,RU000A0JQ7Z2,5.0,132011.4,107.1,107.42,107.42,107.42,14.41,107.33,5.73,107.1,123.0,107.41,107.41,107.42,10090785.2,6843308.0,10090785.2,2024-07-08,1218.0,5.75,,,7.85,39.14,,2020-09-18,1000.0,SUR,,,,,RUB,3
TQCB,2020-09-18,ДОМ.РФ15об,RU000A0JQAM6,2.0,1032750.0,114.75,114.75,114.75,114.75,0.55,114.75,-19.77,114.75,900.0,,115.16,114.75,0.0,6830217.5,0.0,2028-09-15,178.0,-19.77,,,6.75,33.47,2021-03-15,2020-09-18,1000.0,SUR,,,,,RUB,3
TQCB,2020-09-18,РЖД-23 обл,RU000A0JQRD9,7.0,10730.3,107.13,107.5,107.3,107.3,12.26,107.3,6.0,107.5,10.0,,107.41,107.3,0.0,793771.3,0.0,2025-01-16,1364.0,6.0,,,7.85,39.14,,2020-09-18,1000.0,SUR,,,,,RUB,3
TQCB,2020-09-18,ДОМ.РФ16об,RU000A0JQXG0,4.0,517.95,103.0,103.75,103.7,103.7,0.07,103.59,4.45,103.75,5.0,,102.2,103.7,0.0,4196335.49,0.0,2021-09-15,351.0,4.57,,,8.25,2.06,,2020-09-18,100.0,SUR,,,,,RUB,3
TQCB,2020-09-18,ВЭБ.РФ 08,RU000A0JR3G0,14.0,923556.7,100.25,100.32,100.32,100.32,41.72,100.28,4.29,100.3,921.0,100.28,100.28,100.32,923556.7,923556.7,923556.7,2020-10-13,25.0,4.95,,,9.7,48.37,,2020-09-18,1000.0,SUR,,,3.6998,,RUB,3
TQCB,2020-09-18,ВЭБ.РФ 06,RU000A0JR3H8,23.0,2019912.2,100.08,100.3,100.24,100.24,36.05,100.24,4.33,100.08,2015.0,100.24,100.24,100.24,2019912.2,2019912.2,2019912.2,2020-10-13,25.0,4.33,,,8.38,41.79,,2020-09-18,1000.0,SUR,,,3.7374,,RUB,3
TQCB,2020-09-18,ФСК ЕЭС-11,RU000A0JR3L0,1.0,1011.8,101.18,101.18,101.18,101.18,0.42,101.18,-15.65,101.18,1.0,,,101.18,0.0,0.0,0.0,2020-10-16,28.0,-15.65,,,0.1,0.5,,2020-09-18,1000.0,SUR,,,-15.1061,,RUB,3
TQCB,2020-09-18,МТС 08,RU000A0JR4J2,1.0,1040.0,104.0,104.0,104.0,104.0,29.44,104.0,-21.89,104.0,1.0,,101.05,104.0,0.0,505241.5,0.0,2020-11-03,46.0,-21.89,,,7.9,39.39,,2020-09-18,1000.0,SUR,,,-22.757,,RUB,3
TQCB,2020-09-18,ГлДорога 3,RU000A0JR4U9,7.0,69068.6,89.67,91.94,91.94,91.94,46.84,89.7,91.31,89.67,77.0,,91.88,91.94,0.0,894901.8,0.0,2028-10-30,52.0,127.81,,,5.48,54.65,2020-11-09,2020-09-18,1000.0,SUR,,,,,RUB,3
TQCB,2020-09-18,Мечел 16об,RU000A0JR8P0,25.0,415196.7,100.51,100.6,100.51,100.51,8.33,100.53,6.72,100.59,413.0,,100.57,100.51,0.0,516905.7,0.0,2021-02-09,144.0,6.67,,,8.0,39.89,,2020-09-18,1000.0,SUR,,,6.4487,,RUB,3
TQCB,2020-09-18,ВЭБ.РФ 09,RU000A0JRCX7,30.0,262594.4,101.32,102.36,102.24,102.24,0.24,102.18,4.25,102.28,257.0,,102.05,102.24,0.0,500043.2,0.0,2021-03-18,181.0,4.38,,,8.9,44.38,,2020-09-18,1000.0,SUR,,,4.1381,,RUB,3
TQCB,2020-09-18,ВЭБлизинг3,RU000A0JREW5,2.0,10000.1,100.0,100.01,100.0,100.0,33.46,100.0,7.39,100.01,10.0,,99.02,100.0,0.0,503031.2,0.0,2021-04-02,190.0,7.39,,,7.27,36.25,,2020-09-18,1000.0,SUR,,,,,RUB,3
TQCB,2020-09-18,РУСАЛБАл08,RU000A0JRF11,6.0,252984.7,96.49,96.59,96.5,96.5,0.05,96.56,,96.59,262.0,,96.25,96.5,0.0,1058786.2,0.0,2021-04-05,,,,,0.01,0.05,,2020-09-18,1000.0,SUR,,,,,RUB,3
TQCB,2020-09-18,РусГидро02,RU000A0JRFP6,1.0,36747.5,146.99,146.99,146.99,146.99,41.12,146.99,-45.15,146.99,25.0,,,146.99,0.0,0.0,0.0,2021-04-12,200.0,-45.15,,,9.5,47.37,,2020-09-18,1000.0,SUR,,,,,RUB,3
TQCB,2020-09-18,Акрон 04,RU000A0JRHF3,2.0,51311.8,100.59,101.68,100.59,100.59,21.73,100.61,5.63,101.68,51.0,,100.46,100.59,0.0,508343.1,0.0,2021-05-18,236.0,5.6,,,6.5,32.41,,2020-09-18,1000.0,SUR,,,,,RUB,3
TQCB,2020-09-18,Мечел 17об,RU000A0JRJS2,49.0,368303.06,100.32,100.8,100.64,100.64,5.15,100.38,,100.8,2446.0,,100.41,100.64,0.0,602458.49,0.0,2021-05-27,,,,,8.75,7.64,,2020-09-18,150.0,SUR,,,,,RUB,3
