BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
RTSI,BPSI,2009-02-16,Субиндекс облигаций,Индексы активов пенсионных накоплений - Субиндекс облигаций,986.3752,986.3752,986.3752,986.3752,0.0,,,2,348908023008.54,RUB,0.001
RTSI,EPSI,2009-02-16,Субиндекс акций,Индексы активов пенсионных накоплений - Субиндекс акций,289.1957,289.1957,289.1957,289.1957,0.0,,,2,59645350344.9502,RUB,999999.999999
SNDX,IMOEX,2009-02-16,Индекс МосБиржи,Индекс МосБиржи,711.99,732.17,742.69,707.01,23793413890.01,,,2,,RUB,
RTSI,MCFTR,2009-02-16,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,763.49,763.49,763.49,763.49,0.0,,,2,0.0,,
RTSI,MCFTRN,2009-02-16,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),755.56,755.56,755.56,755.56,0.0,,,2,0.0,,
RTSI,MCFTRR,2009-02-16,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),758.72,758.72,758.72,758.72,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2009-02-16,Индекс МосБиржи 10,Индекс МосБиржи 10,1301.91,1337.94,1367.21,1295.73,22159927905.22,,,2,,RUB,
SNDX,MICEXBORR1W,2009-02-16,MCX BO 1W,ММВБ РЕПО обл 7 дней,13.28,,,,376534626.48,,,2,,RUB,
SNDX,MICEXBORRON,2009-02-16,MCX BO ON,ММВБ РЕПО обл 1 день,11.84,,,,3286060550.66,,,2,,RUB,
SNDX,MICEXCBICP,2009-02-16,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,80.25,79.69,80.25,79.56,58369171.7,915,17.16,2,,RUB,
SNDX,MICEXCBICP3Y,2009-02-16,Индекс Мосбиржи корп обл CBICP 3-5,Индекс Мосбиржи корпоративных облигаций MOEX 1 - 3 ценовой,85.91,85.4,85.92,85.28,15120351.9,677,16.52,2,,RUB,
