BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2016-09-15,АбрауДюрсо,ABRD,7.0,137750.0,93.0,88.5,93.0,89.5,91.0,90.5,1500.0,,92.5,89.5,0.0,507400.0,0.0,
SMAL,2016-09-15,Система ао,AFKS,1.0,598.71,20.645,20.645,20.645,,20.975,20.645,29.0,,,,0.0,0.0,0.0,
TQBR,2016-09-15,Система ао,AFKS,3492.0,80155631.0,21.125,20.715,21.235,20.86,20.975,20.86,3821700.0,20.975,20.975,20.86,80155631.0,80155631.0,80155631.0,
SMAL,2016-09-15,Аэрофлот,AFLT,5.0,19095.79,105.0,104.53,105.56,,104.55,105.0,182.0,,,,0.0,0.0,0.0,
TQBR,2016-09-15,Аэрофлот,AFLT,4107.0,222580711.0,103.48,102.65,106.06,104.51,104.55,104.51,2128900.0,104.55,104.55,104.51,222580711.0,222580711.0,222580711.0,
TQBR,2016-09-15,AGRO-гдр,AGRO,668.0,10658118.0,860.0,845.0,868.0,854.0,855.0,854.0,12469.0,855.0,855.0,854.0,10658118.0,10658118.0,10658118.0,
TQBR,2016-09-15,Акрон,AKRN,273.0,14098205.0,3665.0,3640.0,3690.0,3690.0,3675.0,3690.0,3836.0,3675.0,3675.0,3690.0,14098205.0,14098205.0,14098205.0,
TQBR,2016-09-15,АЛРОСА-Нюр,ALNU,2.0,309500.0,155000.0,154500.0,155000.0,154500.0,155000.0,154500.0,2.0,151500.0,153000.0,154500.0,5614500.0,1529000.0,5614500.0,
SMAL,2016-09-15,АЛРОСА ао,ALRS,1.0,2110.5,84.42,84.42,84.42,,84.56,84.42,25.0,,,,0.0,0.0,0.0,
TQBR,2016-09-15,АЛРОСА ао,ALRS,9946.0,736983813.0,83.72,82.97,85.68,84.41,84.56,84.41,8715700.0,84.56,84.56,84.41,736983813.0,736983813.0,736983813.0,
TQBR,2016-09-15,АшинскийМЗ,AMEZ,94.0,259299.0,3.95,3.88,3.95,3.92,3.92,3.92,66200.0,,3.94,3.92,0.0,500174.0,0.0,
