BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CNGD,2018-11-09,CHF_TODTOM,CHFRUBTODTOM,0.0844,0.0381,0.0844,0.0381,6.0,20649764.63,
CETS,2018-11-09,CHFRUB_TOD,CHFRUB_TOD,66.2225,66.2225,66.2225,66.2225,1.0,66222.5,66.2225
CETS,2018-11-09,CHFRUB_TOM,CHFRUB_TOM,66.3475,66.3475,67.68,67.68,17.0,30062190.0,66.6567
CETS,2018-11-09,CNYRUB_TOD,CNY000000TOD,9.623,9.614,9.6281,9.62,42.0,102637385.1,9.6211
CETS,2018-11-09,CNY_TODTOM,CNYRUBTODTOM,0.00392,0.0036,0.0051,0.0042,23.0,1778442893.0,0.004364
CNGD,2018-11-09,CNY_TODTOM,CNYRUBTODTOM,0.012215,-0.004728,0.0132,0.010639,22.0,5563374.96,
CETS,2018-11-09,CNYRUB_TOM,CNYRUB_TOM,9.625,9.62,9.764,9.76,99.0,257173227.2,9.6653
CETS,2018-11-09,EUR_TODTOM,EUR000TODTOM,0.043,0.043,0.0493,0.047,441.0,122861303830.0,0.047
CNGD,2018-11-09,EUR_TODTOM,EUR000TODTOM,0.0999,-0.0999,0.1237,0.045,1102.0,3792639969.19,
CETS,2018-11-09,EUR_TOM6M,EURRUB_TOM6M,3.02,3.02,3.02,3.02,1.0,79015200.0,3.02
CETS,2018-11-09,EURUSD_TOD,EURUSD000TOD,1.13428,1.1325,1.13521,1.135,96.0,999432453.26,1.13367
CNGD,2018-11-09,EURUSD_TOD,EURUSD000TOD,1.13399,1.13399,1.13399,1.13399,2.0,22901.95,
CETS,2018-11-09,EURUSD_TOM,EURUSD000TOM,1.1347,1.13173,1.13585,1.13467,291.0,2614413243.54,1.13396
CNGD,2018-11-09,EURUSD_TOM,EURUSD000TOM,1.13399,1.13399,1.13399,1.13399,2.0,22901.95,
CETS,2018-11-09,EURUSDTDTM,EURUSDTODTOM,0.000321,0.00031,0.000335,0.000325,106.0,24548188867.52,0.000323
CNGD,2018-11-09,EURUSDTDTM,EURUSDTODTOM,0.0,-0.000626,0.000626,0.000271,56.0,450851290.64,
CETS,2018-11-09,EURRUB_TOD,EUR_RUB__TOD,75.7775,75.6825,76.5475,76.385,4253.0,21192401477.5,75.8692
CNGD,2018-11-09,EURRUB_TOD,EUR_RUB__TOD,75.81,75.81,76.17,76.12,15.0,231779662.36,
CETS,2018-11-09,EURRUB_TOM,EUR_RUB__TOM,75.8,75.725,77.2475,77.03,6781.0,30157385722.5,76.145
CNGD,2018-11-09,EURRUB_TOM,EUR_RUB__TOM,75.8425,75.74,77.24,77.14,494.0,729617717.9,
CETS,2018-11-09,GBP_TODTOM,GBPRUBTODTOM,0.042,0.042,0.049,0.043,7.0,958276970.0,0.0443
CNGD,2018-11-09,GBP_TODTOM,GBPRUBTODTOM,0.1109,-0.068,0.1417,0.0966,30.0,23009647.86,
CETS,2018-11-09,GBPRUB_TOD,GBPRUB_TOD,87.05,86.9125,87.5525,87.5525,20.0,11139567.5,87.0279
CETS,2018-11-09,GBPRUB_TOM,GBPRUB_TOM,87.15,86.9475,88.285,88.285,102.0,43036955.0,87.4735
CETS,2018-11-09,GLD_TODTOM,GLDRUBTODTOM,1.61,1.61,1.61,1.61,2.0,365443890.0,1.61
CETS,2018-11-09,GLDRUB_TOM,GLDRUB_TOM,2618.0,2618.0,2637.5,2637.5,10.0,78561590.0,2625.72
CETS,2018-11-09,GLD_TOM1M,GLDRUB_TOM1M,14.1513,14.1513,14.1513,14.1513,1.0,52457096.0,14.1513
CETS,2018-11-09,KZTRUB_TOD,KZTRUB_TOD,18.02,18.02,18.02,18.02,1.0,1497462.0,18.02
CETS,2018-11-09,SLVRUB_TOM,SLVRUB_TOM,30.95,30.95,30.95,30.95,1.0,49520.0,30.95
CETS,2018-11-09,TRYRUB_TOD,TRYRUB_TOD,12.3025,12.3025,12.3025,12.3025,1.0,3690750.0,12.3025
CETS,2018-11-09,USDRUB_TOD,USD000000TOD,66.84,66.7325,67.53,67.43,17157.0,96402706462.5,66.9966
CNGD,2018-11-09,USDRUB_TOD,USD000000TOD,66.6725,65.5718,68.2482,67.9725,388.0,6900597197.75,
CETS,2018-11-09,USD_TODTOM,USD000TODTOM,0.0304,0.0304,0.0458,0.0365,1667.0,729559970820.0,0.0376
CNGD,2018-11-09,USD_TODTOM,USD000TODTOM,0.0355,-0.1166,0.1443,0.038,12040.0,178566886481.02,
CETS,2018-11-09,USDRUB_TOM,USD000UTSTOM,66.82,66.77,68.19,68.005,36686.0,226907615440.0,67.257
CNGD,2018-11-09,USDRUB_TOM,USD000UTSTOM,66.8425,65.5718,68.2482,68.0775,3579.0,23714795753.12,
CNGD,2018-11-09,USDRUB_SPT,USDRUB_SPT,67.27,67.27,67.27,67.27,1.0,2018100000.0,
CETS,2018-11-09,USD_TOM1W,USDRUB_TOM1W,0.0616,0.058,0.0616,0.058,17.0,319562390.0,0.0589
CETS,2018-11-09,USD_TOM1Y,USDRUB_TOM1Y,3.04,3.04,3.0612,3.0612,2.0,76514380.0,3.0419
CETS,2018-11-09,USD_TOM3M,USDRUB_TOM3M,0.73,0.73,0.73,0.73,1.0,67246600.0,0.73
CETS,2018-11-09,USD_TOM6M,USDRUB_TOM6M,1.4818,1.4818,1.5045,1.5045,3.0,34006010.0,1.4954
CNGD,2018-11-09,USD_TOM6M,USDRUB_TOM6M,1.4475,1.4475,1.4475,1.4475,1.0,3398205000.0,
