BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2021-02-22,АбрауДюрсо,ABRD,4016.0,62441360.0,217.0,204.5,225.5,206.0,212.0,206.0,294570.0,212.0,212.0,206.0,62441360.0,62441360.0,62441360.0,0.0,3
TQBR,2021-02-22,АСКО ао,ACKO,49.0,414176.0,5.86,5.68,5.86,5.8,5.74,5.82,72000.0,,5.76,5.8,0.0,500634.0,0.0,0.0,3
TQBR,2021-02-22,Система ао,AFKS,15636.0,1053383761.2,36.7,36.03,37.01,36.053,36.38,36.291,28955000.0,36.389,36.389,36.053,959811280.3,959811280.3,959811280.3,0.0,3
SMAL,2021-02-22,Аэрофлот,AFLT,3.0,682.06,69.0,68.02,69.0,,69.2,68.02,10.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-02-22,Аэрофлот,AFLT,19152.0,738992695.8,69.02,68.94,69.54,69.0,69.2,69.2,10678660.0,69.2,69.2,69.0,671226387.8,671226387.8,671226387.8,0.0,3
TQBR,2021-02-22,AGRO-гдр,AGRO,2927.0,72795771.0,899.8,889.0,899.8,897.0,896.0,897.0,81253.0,896.0,896.0,897.0,72795771.0,72795771.0,72795771.0,0.0,3
TQTF,2021-02-22,ETF AKCH,AKCH,1634.0,9565018.47,121.99,115.41,121.99,117.36,116.52,117.5,82088.0,116.52,116.52,117.36,9565018.47,9565018.47,9565018.47,8182999.44,3
TQTE,2021-02-22,AKEU ETF,AKEU,263.0,29524.68,11.15,11.09,11.2,11.19,11.13,11.19,2652.0,998.19,998.19,11.19,2647194.61,2647194.61,2647194.61,161571.75,3
TQTF,2021-02-22,ETF AKMB,AKMB,2602.0,853206.45,1.0671,1.0631,1.0696,1.0683,1.0674,1.0683,799310.0,1.0674,1.0674,1.0683,778511.67,778511.67,778511.67,4786015.51,3
TQTF,2021-02-22,ETF AKME,AKME,341.0,177482.2,106.96,106.02,107.79,107.16,106.92,106.95,1660.0,,106.76,107.16,0.0,500933.71,0.0,2072186.6,3
TQTD,2021-02-22,AKNX ETF,AKNX,566.0,139120.73,19.94,19.49,19.94,19.56,19.73,19.55,7075.0,1459.6,1459.6,19.56,16221334.52,16221334.52,16221334.52,335559.61,3
TQTF,2021-02-22,AKNX ETF,AKNX,140.0,5928724.4,1470.0,1451.0,1472.2,1447.2,1459.6,1453.4,4039.0,1459.6,1459.6,1447.2,16221334.52,16221334.52,16221334.52,25587326.27,3
TQBR,2021-02-22,Акрон,AKRN,846.0,20624616.0,6030.0,5952.0,6038.0,5980.0,5994.0,5980.0,3441.0,5994.0,5994.0,5980.0,20624616.0,20624616.0,20624616.0,0.0,3
TQTD,2021-02-22,AKSP ETF,AKSP,234.0,39223.08,13.44,13.27,13.44,13.33,13.33,13.32,2942.0,986.35,986.35,13.33,2901853.19,2901853.19,2901853.19,466778.0,3
TQBR,2021-02-22,БестЭфБ ао,ALBK,24.0,114015.0,62.0,61.5,62.0,62.0,62.0,62.0,1840.0,,62.0,62.0,0.0,513000.0,0.0,0.0,3
TQBR,2021-02-22,АЛРОСА-Нюр,ALNU,9.0,553800.0,61200.0,61200.0,62000.0,61600.0,61600.0,61600.0,9.0,61200.0,61400.0,61600.0,2755000.0,614800.0,2755000.0,0.0,3
TQBR,2021-02-22,АЛРОСА ао,ALRS,26478.0,1789539877.5,97.69,96.71,98.3,97.78,97.54,97.99,18346050.0,97.53,97.53,97.78,1727640688.8,1727640688.8,1727640688.8,0.0,3
