BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2013-01-14,BKTRUB_TOM,BKTRUB000TOM,34.9005,34.81,34.9005,34.828,7.0,257730057.0,34.8285
CETS,2013-01-14,CNYRUB_TOD,CNY000000TOD,48.86,48.8399,48.93,48.8799,38.0,90824650.78,48.8672
CETS,2013-01-14,EUR_TODTOM,EUR000TODTOM,0.0053,0.0051,0.0055,0.0055,289.0,44730489930.0,0.0053
CNGD,2013-01-14,EUR_TODTOM,EUR000TODTOM,0.0053,-0.0155,0.0177,0.005,9.0,2055847075.13,
CETS,2013-01-14,EURUSD_TOD,EURUSD000TOD,1.3387,1.3354,1.3387,1.3379,12.0,279869457.63,1.3368
CETS,2013-01-14,EURUSD_TOM,EURUSD000TOM,1.3391,1.3339,1.3391,1.3358,83.0,9332674699.73,1.3358
CETS,2013-01-14,EURUSDTDTM,EURUSDTODTOM,7e-06,3e-06,1.2e-05,9e-06,20.0,1259756199.01,7e-06
CETS,2013-01-14,EURRUB_TOD,EUR_RUB__TOD,40.51,40.37,40.55,40.407,1292.0,10749769544.5,40.4419
CNGD,2013-01-14,EURRUB_TOD,EUR_RUB__TOD,40.5375,40.427,40.541,40.427,13.0,215050330.5,
CETS,2013-01-14,EURRUB_TOM,EUR_RUB__TOM,40.002,40.002,40.55,40.445,1288.0,13434503417.0,40.4125
CNGD,2013-01-14,EURRUB_TOM,EUR_RUB__TOM,40.51,40.351,40.51,40.5,4.0,257159075.0,
CETS,2013-01-14,USDRUB_TOD,USD000000TOD,30.358,30.1665,30.358,30.2325,4963.0,43797282924.0,30.2433
CNGD,2013-01-14,USDRUB_TOD,USD000000TOD,30.2585,30.21,30.3325,30.2875,26.0,1400482431.5,
CETS,2013-01-14,USD_TODTOM,USD000TODTOM,0.0042,0.0038,0.0043,0.0041,592.0,174064040720.0,0.004
CNGD,2013-01-14,USD_TODTOM,USD000TODTOM,0.0039,-0.0041,0.0133,0.0044,64.0,4945079156.53,
CETS,2013-01-14,USDRUB_TOM,USD000UTSTOM,30.2595,30.17,30.306,30.254,11891.0,115588725094.0,30.2383
CNGD,2013-01-14,USDRUB_TOM,USD000UTSTOM,30.27,30.1825,30.3025,30.2088,12.0,3121078000.0,
CNGD,2013-01-14,USDRUB_LTV,USDRUB_FWD,30.34,30.34,30.34,30.34,1.0,1517000000.0,
CETS,2013-01-14,USD_TOM1W,USDRUB_TOM1W,0.0305,0.03,0.0305,0.03,2.0,69735130.0,0.03
CETS,2013-01-14,USD_TOM2W,USDRUB_TOM2W,0.064,0.064,0.064,0.064,2.0,1548033600.0,0.064
