BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2007-02-20,Индекс МосБиржи,Индекс МосБиржи,1682.48,1696.59,1702.97,1682.34,34214200360.7,,,2,,RUB,
RTSI,MCFTR,2007-02-20,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,1732.34,1732.34,1732.34,1732.34,0.0,,,2,0.0,,
RTSI,MCFTRN,2007-02-20,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),1724.78,1724.78,1724.78,1724.78,0.0,,,2,0.0,,
RTSI,MCFTRR,2007-02-20,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),1727.8,1727.8,1727.8,1727.8,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2007-02-20,Индекс МосБиржи 10,Индекс МосБиржи 10,3278.43,3321.49,3332.0,3277.19,18416023600.5899,,,2,,RUB,
SNDX,MICEXBNDPRCI,2007-02-20,RCBI,RCBI,100.79,100.79,100.8,100.59,453483205.4,,,2,,RUB,
SNDX,MICEXBNDTRTI,2007-02-20,RCBIc,RCBI-c,147.23,,,,453483205.4,,,2,,RUB,
SNDX,MICEXBORR1W,2007-02-20,MCX BO 1W,ММВБ РЕПО обл 7 дней,4.49,,,,2724935439.09,,,2,,RUB,
SNDX,MICEXBORR2W,2007-02-20,MCX BO 2W,ММВБ РЕПО обл 14 дней,4.76,,,,2054455573.4,,,2,,RUB,
SNDX,MICEXBORRON,2007-02-20,MCX BO ON,ММВБ РЕПО обл 1 день,4.01,,,,7794989733.4,,,2,,RUB,
SNDX,MICEXCBICP,2007-02-20,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,100.79,100.79,100.8,100.59,453483205.4,,,2,,RUB,
SNDX,MICEXCBICP3Y,2007-02-20,Индекс Мосбиржи корп обл CBICP 3-5,Индекс Мосбиржи корпоративных облигаций MOEX 1 - 3 ценовой,102.02,102.01,102.02,102.0,804738989.3,645,7.41,2,,RUB,
SNDX,MICEXCBICP5Y,2007-02-20,Индекс Мосбиржи корп обл CBICP 1-3,Индекс Мосбиржи корпоративных облигаций ценовой 3-5,102.96,102.96,102.97,102.96,393925962.4,1144,7.39,2,,RUB,
SNDX,MICEXCBIGP3Y,2007-02-20,ММВБ корп обл (вал) 1-3,ММВБ корп обл (вал) 1-3,103.63,103.62,103.64,103.62,804738989.3,645,7.41,2,,RUB,
SNDX,MICEXCBIGP5Y,2007-02-20,ММВБ корп обл (вал) 3-5,ММВБ корп обл (вал) 3-5,104.98,104.96,104.99,104.96,393925962.4,1144,7.39,2,,RUB,
SNDX,MICEXCBITR,2007-02-20,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,147.23,,,,453483205.4,,,2,,RUB,
SNDX,MICEXCBITR3Y,2007-02-20,Индекс Мосбиржи корп обл CBITR 3-5,Индекс Мосбиржи корпоративных облигаций MOEX 1-3,146.58,146.57,146.59,146.56,804738989.3,645,7.41,2,,RUB,
SNDX,MICEXCBITR5Y,2007-02-20,Индекс Мосбиржи корп обл CBITR 1-3,Индекс Мосбиржи корпоративных облигаций 3-5,148.48,148.44,148.48,148.44,393925962.4,1144,7.39,2,,RUB,
SNDX,MICEXCGS,2007-02-20,Индекс потребительского сектора / Индекс потребит сектора,Индекс МосБиржи потребительского сектора,3205.67,3192.42,3227.22,3189.73,41871381.96,,,2,,RUB,
SNDX,MICEXCHM,2007-02-20,Индекс химии и нефтехимии,Индекс МосБиржи химии и нефтехимии,3137.82,3147.28,3158.12,3137.82,2886067.23,,,2,,RUB,
SNDX,MICEXEQRR1W,2007-02-20,MCX EQ 1W,ММВБ РЕПО акц 7 дней,5.2,,,,6311074624.37,,,2,,RUB,
SNDX,MICEXEQRR2W,2007-02-20,MCX EQ 2W,ММВБ РЕПО акц 14 дней,5.33,,,,3709132287.78,,,2,,RUB,
SNDX,MICEXEQRRON,2007-02-20,MCX EQ ON,ММВБ РЕПО акц 1 день,4.42,,,,7407670362.45,,,2,,RUB,
SNDX,MICEXFNL,2007-02-20,Индекс финансов,Индекс МосБиржи финансов,6823.24,6804.91,6866.78,6766.36,5961643238.97,,,2,,RUB,
SNDX,MICEXINDEXCF,2007-02-20,Индекс МосБиржи (архив),Индекс МосБиржи (архив),1682.48,1696.59,1702.97,1682.34,34214200360.7,,,2,,RUB,
SNDX,MICEXLC,2007-02-20,MICEX LC,ММВБ высокая кап,2739.72,2770.64,2779.93,2739.53,28820965073.34,,,2,,RUB,
SNDX,MICEXM&M,2007-02-20,Индекс металлов и добычи,Индекс МосБиржи металлов и добычи,2942.09,2958.9,2970.26,2940.53,4893768457.74,,,2,,RUB,
SNDX,MICEXMBICP,2007-02-20,Индекс Мосбиржи мун обл MOEX MBICP,Индекс Мосбиржи муниципальных облигаций ценовой,98.17,98.2,98.2,98.17,516328301.15,1109,6.95,2,,RUB,
SNDX,MICEXMBIGP,2007-02-20,MICEXMBIGP,ММВБ муни обл (вал),99.8,99.81,99.83,99.8,516328301.15,1109,6.95,2,,RUB,
SNDX,MICEXMBITR,2007-02-20,Индекс Мосбиржи мун обл MBITR,Индекс Мосбиржи муниципальных облигаций,105.75,105.76,105.78,105.75,516328301.15,1109,6.95,2,,RUB,
SNDX,MICEXMC,2007-02-20,MICEX MC,ММВБ стандарт кап,3051.76,2944.94,3102.46,3034.62,3453624911.43,,,2,,RUB,
SNDX,MICEXMNF,2007-02-20,Машиностроение,Индекс машиностроения Московской Биржи,2324.51,2333.78,2343.08,2316.0,74774159.96,,,2,,RUB,
SNDX,MICEXO&G,2007-02-20,Индекс нефти и газа,Индекс МосБиржи нефти и газа,2542.76,2574.65,2584.51,2542.39,13033492376.7,,,2,,RUB,
SNDX,MICEXPWR,2007-02-20,Индекс электроэнергетики,Индекс МосБиржи электроэнергетики,4043.08,4025.35,4071.8,4014.43,9869610693.4,,,2,,RUB,
SNDX,MICEXSC,2007-02-20,Второй эшелон,Индекс второго эшелона Московской Биржи,4963.01,5090.03,6282.39,4958.17,371446902.3,,,2,,RUB,
SNDX,MICEXTLC,2007-02-20,Индекс телекоммуникаций,Индекс МосБиржи телекоммуникаций,2385.85,2417.41,2423.15,2379.31,904142089.74,,,2,,RUB,
SNDX,MOEX10,2007-02-20,Индекс МосБиржи 10,Индекс МосБиржи 10,3278.43,3321.49,3332.0,3277.19,18416023600.5899,,,2,,RUB,
SNDX,MOEXCH,2007-02-20,Индекс химии и нефтехимии,Индекс МосБиржи химии и нефтехимии,3137.82,3147.28,3158.12,3137.82,2886067.23,,,2,,RUB,
SNDX,MOEXCN,2007-02-20,Индекс потребительского сектора / Индекс потребит сектора,Индекс МосБиржи потребительского сектора,3205.67,3192.42,3227.22,3189.73,41871381.96,,,2,,RUB,
SNDX,MOEXEU,2007-02-20,Индекс электроэнергетики,Индекс МосБиржи электроэнергетики,4043.08,4025.35,4071.8,4014.43,9869610693.4,,,2,,RUB,
SNDX,MOEXFN,2007-02-20,Индекс финансов,Индекс МосБиржи финансов,6823.24,6804.91,6866.78,6766.36,5961643238.97,,,2,,RUB,
SNDX,MOEXMM,2007-02-20,Индекс металлов и добычи,Индекс МосБиржи металлов и добычи,2942.09,2958.9,2970.26,2940.53,4893768457.74,,,2,,RUB,
SNDX,MOEXOG,2007-02-20,Индекс нефти и газа,Индекс МосБиржи нефти и газа,2542.76,2574.65,2584.51,2542.39,13033492376.7,,,2,,RUB,
SNDX,MOEXTL,2007-02-20,Индекс телекоммуникаций,Индекс МосБиржи телекоммуникаций,2385.85,2417.41,2423.15,2379.31,904142089.74,,,2,,RUB,
RTSI,RTS2,2007-02-20,Второй эшелон в $,Индекс второго эшелона Московской Биржи в долларах,1966.03,1956.5,1969.62,1956.5,7217698.0,,,2,27967830384.6175,USD,
