BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2015-04-02,BYRRUB_TOD,BYRRUB_TOD,41.0,39.4,41.0,39.4,3.0,93820.0,40.7913
CETS,2015-04-02,CNYRUB_TOD,CNY000000TOD,9.22,9.17,9.2305,9.2057,40.0,96722227.2,9.209
CETS,2015-04-02,CNY_TODTOM,CNYRUBTODTOM,0.003025,0.003025,0.003219,0.00303,14.0,44129226.0,0.003097
CNGD,2015-04-02,CNY_TODTOM,CNYRUBTODTOM,0.005914,0.004886,0.005914,0.004886,11.0,7086347.58,
CETS,2015-04-02,CNYRUB_TOM,CNYRUB_TOM,9.2359,9.1,9.2407,9.1,245.0,1005507896.5,9.1795
CETS,2015-04-02,EUR_TODTOM,EUR000TODTOM,0.1151,0.1151,0.1272,0.1265,410.0,104373027370.0,0.1241
CNGD,2015-04-02,EUR_TODTOM,EUR000TODTOM,0.1255,-0.1696,0.1867,0.0356,351.0,687156608.67,
CETS,2015-04-02,EURRUB_SPT,EURRUB_SPT,61.918,61.918,61.918,61.918,1.0,7987422.0,61.918
CETS,2015-04-02,EURUSD_TOD,EURUSD000TOD,1.0815,1.08135,1.0833,1.083,39.0,276969821.73,1.08265
CETS,2015-04-02,EURUSD_TOM,EURUSD000TOM,1.08095,1.08075,1.0904,1.0877,223.0,2398735249.72,1.0844
CETS,2015-04-02,EURUSDTDTM,EURUSDTODTOM,6.8e-05,0.0,8e-05,8e-05,70.0,12043000270.88,3.8e-05
CNGD,2015-04-02,EURUSDTDTM,EURUSDTODTOM,7.5e-05,6.5e-05,7.5e-05,6.5e-05,3.0,15714230593.2,
CETS,2015-04-02,EURRUB_TOD,EUR_RUB__TOD,61.853,61.324,61.979,61.78,3677.0,21430234565.0,61.6321
CNGD,2015-04-02,EURRUB_TOD,EUR_RUB__TOD,61.8,61.8,61.8,61.8,2.0,24720000.0,
CETS,2015-04-02,EURRUB_TOM,EUR_RUB__TOM,61.981,61.3,62.071,61.678,2963.0,16127430478.0,61.7382
CNGD,2015-04-02,EURRUB_TOM,EUR_RUB__TOM,61.69,61.69,61.69,61.69,1.0,18507000.0,
CNGD,2015-04-02,GBP_TODTOM,GBPRUBTODTOM,0.2359,0.2242,0.2359,0.2242,4.0,605108.19,
CETS,2015-04-02,GBPRUB_TOD,GBPRUB_TOD,85.5,85.5,87.0,87.0,2.0,259500.0,86.5
CETS,2015-04-02,GBPRUB_TOM,GBPRUB_TOM,85.08,83.95,85.08,83.95,33.0,9552600.0,84.5363
CETS,2015-04-02,GLDRUB_TOM,GLDRUB_TOM,2190.2,2190.2,2190.2,2190.2,2.0,43804.0,2190.2
CETS,2015-04-02,HKDRUB_TOM,HKDRUB_TOM,7.34,7.34,7.34,7.34,1.0,2003820.0,7.34
CETS,2015-04-02,SLVRUB_TOM,SLVRUB_TOM,30.69,30.69,30.69,30.69,1.0,79794.0,30.69
CETS,2015-04-02,UAHRUB_TOD,UAH000000TOM,24.99,24.99,24.99,24.99,1.0,974610.0,24.99
CETS,2015-04-02,USDRUB_TOD,USD000000TOD,57.401,56.47,57.401,56.649,15627.0,77586273898.0,56.9229
CNGD,2015-04-02,USDRUB_TOD,USD000000TOD,57.37,56.757,57.9075,57.0,25.0,1838469762.47,
CETS,2015-04-02,USD_TODTOM,USD000TODTOM,0.021,0.021,0.0232,0.0227,1312.0,555312017320.0,0.0225
CNGD,2015-04-02,USD_TODTOM,USD000TODTOM,0.0225,-0.0314,0.0362,0.0228,2052.0,23447021961.13,
CETS,2015-04-02,USDRUB_TOM,USD000UTSTOM,57.251,56.19,57.406,56.65,39108.0,219366054851.0,56.8588
CNGD,2015-04-02,USDRUB_TOM,USD000UTSTOM,57.45,56.63,57.61,56.85,24.0,3424767313.31,
CETS,2015-04-02,USDRUB_SPT,USDRUB_SPT,57.255,57.255,57.255,57.255,1.0,11451000.0,57.255
CNGD,2015-04-02,USD_TOMSPT,USDRUB_TOM1D,0.0682,0.0675,0.0682,0.0675,3.0,30240685000.0,
CETS,2015-04-02,USD_TOM1M,USDRUB_TOM1M,0.715,0.715,0.715,0.715,1.0,291108500.0,0.715
CNGD,2015-04-02,USD_TOM2M,USDRUB_TOM2M,1.27,1.27,1.27,1.27,1.0,411436900.0,
CETS,2015-04-02,USD_TOM2W,USDRUB_TOM2W,0.3163,0.3163,0.3163,0.3163,1.0,289115000.0,0.3163
CNGD,2015-04-02,USD_TOM2W,USDRUB_TOM2W,0.3117,0.3117,0.3117,0.3117,1.0,1214186400.0,
CETS,2015-04-02,USD_TOM3M,USDRUB_TOM3M,1.86,1.85,1.86,1.855,3.0,890425500.0,1.855
