BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CNGD,2017-12-28,CHF_TODTOM,CHFRUBTODTOM,0.0252,0.0252,0.0252,0.0252,4.0,1588787.83,
CETS,2017-12-28,CHFRUB_TOD,CHFRUB_TOD,58.84,58.84,58.84,58.84,1.0,411880.0,58.84
CETS,2017-12-28,CHFRUB_TOM,CHFRUB_TOM,58.67,58.53,60.0,60.0,9.0,10752650.0,58.7577
CETS,2017-12-28,CNYRUB_TOD,CNY000000TOD,8.82,8.805,8.8345,8.83,29.0,82533464.1,8.8186
CETS,2017-12-28,CNY_TODTOM,CNYRUBTODTOM,0.001225,0.001,0.001499,0.001212,33.0,2176127100.5,0.001266
CNGD,2017-12-28,CNY_TODTOM,CNYRUBTODTOM,0.0038,-0.002352,0.004,0.003498,22.0,1395580.18,
CETS,2017-12-28,CNYRUB_TOM,CNYRUB_TOM,8.8242,8.789,8.832,8.816,201.0,279883593.8,8.8163
CETS,2017-12-28,EUR_TODTOM,EUR000TODTOM,0.0026,0.0026,0.0129,0.0129,571.0,138302839560.0,0.0077
CNGD,2017-12-28,EUR_TODTOM,EUR000TODTOM,0.0301,-0.0184,0.0373,0.0118,965.0,3772600418.92,
CETS,2017-12-28,EUR_TOM1W,EURRUB_TOM1W,0.155,0.155,0.1625,0.155,9.0,2754683500.0,0.1597
CETS,2017-12-28,EURUSD_TOD,EURUSD000TOD,1.19171,1.19156,1.1945,1.19285,111.0,3996658339.55,1.19267
CNGD,2017-12-28,EURUSD_TOD,EURUSD000TOD,1.1942,1.19159,1.1942,1.19159,2.0,2743731999.28,
CETS,2017-12-28,EURUSD_TOM,EURUSD000TOM,1.1922,1.1915,1.1948,1.19375,4155.0,22052786792.86,1.1925
CNGD,2017-12-28,EURUSD_TOM,EURUSD000TOM,1.1943,1.193,1.1943,1.1933,3.0,3662161841.41,
CETS,2017-12-28,EURUSDTDTM,EURUSDTODTOM,6.8e-05,6.8e-05,0.00011,9.2e-05,145.0,41223985137.11,8.9e-05
CNGD,2017-12-28,EURUSDTDTM,EURUSDTODTOM,6.5e-05,-0.000163,0.000163,0.0001,22.0,6880700762.68,
CETS,2017-12-28,EURRUB_TOD,EUR_RUB__TOD,68.82,68.4,68.83,68.6775,4678.0,22483403677.5,68.6139
CNGD,2017-12-28,EURRUB_TOD,EUR_RUB__TOD,68.675,68.49,68.815,68.6825,47.0,202215070.54,
CETS,2017-12-28,EURRUB_TOM,EUR_RUB__TOM,68.72,68.45,68.8225,68.65,5337.0,23155505610.0,68.6549
CNGD,2017-12-28,EURRUB_TOM,EUR_RUB__TOM,68.73,68.73,68.78,68.78,2.0,2956390.0,
CETS,2017-12-28,GBP_TODTOM,GBPRUBTODTOM,0.003,0.003,0.003,0.003,1.0,77462500.0,0.003
CNGD,2017-12-28,GBP_TODTOM,GBPRUBTODTOM,0.0334,-0.0149,0.042,0.0308,30.0,18228551.51,
CETS,2017-12-28,GBPRUB_TOD,GBPRUB_TOD,77.4975,77.2,77.5425,77.37,27.0,73357217.5,77.381
CETS,2017-12-28,GBPRUB_TOM,GBPRUB_TOM,77.5575,77.24,77.655,77.375,53.0,96321965.0,77.367
CETS,2017-12-28,GLDRUB_TOM,GLDRUB_TOM,2389.5,2388.0,2389.5,2388.5,3.0,573395.0,2389.15
CETS,2017-12-28,SLVRUB_TOM,SLVRUB_TOM,31.06,31.06,31.06,31.06,1.0,27954.0,31.06
CETS,2017-12-28,USDRUB_TOD,USD000000TOD,57.68,57.385,57.725,57.46,16295.0,99169891867.5,57.5401
CNGD,2017-12-28,USDRUB_TOD,USD000000TOD,57.6625,57.4025,57.755,57.545,453.0,3346043332.36,
CETS,2017-12-28,USD_TODTOM,USD000TODTOM,0.006,0.0,0.0079,0.004,1633.0,1043313487340.0,0.0038
CNGD,2017-12-28,USD_TODTOM,USD000TODTOM,0.0025,-0.0253,0.0313,0.0025,7379.0,121113813144.14,
CETS,2017-12-28,USDRUB_TOM,USD000UTSTOM,57.74,57.385,57.74,57.5025,25754.0,181883107935.0,57.539
CNGD,2017-12-28,USDRUB_TOM,USD000UTSTOM,58.85,57.41,58.85,57.57,44.0,5336829981.18,
FIXS,2017-12-28,USDRUBFIX0,USDRUB_FIX0,57.4223,57.4223,57.4223,57.4223,5.0,1722669000.0,57.4223
CETS,2017-12-28,USD_TOMSPT,USDRUB_TOM1D,0.065,0.0155,0.065,0.04,13.0,138125159000.0,0.0544
CNGD,2017-12-28,USD_TOMSPT,USDRUB_TOM1D,0.055,0.034,0.06,0.036,4.0,46109320000.0,
CETS,2017-12-28,USD_TOM1M,USDRUB_TOM1M,0.1908,0.1908,0.193,0.193,7.0,40551020.0,0.1914
CNGD,2017-12-28,USD_TOM1M,USDRUB_TOM1M,0.1975,0.1975,0.1975,0.1975,1.0,173808300.0,
CETS,2017-12-28,USD_TOM1W,USDRUB_TOM1W,0.0348,0.02,0.0525,0.04,44.0,11196298430.0,0.0338
CNGD,2017-12-28,USD_TOM1W,USDRUB_TOM1W,0.0283,0.0283,0.034,0.034,10.0,351791843.18,
CETS,2017-12-28,USD_TOM2W,USDRUB_TOM2W,0.0481,0.03,0.055,0.055,22.0,2744546260.0,0.0413
