BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2020-06-26,МГор48-об,RU000A0JNYN1,28.0,119814.6,101.05,102.37,101.72,101.71,2.47,101.54,5.13,102.37,118.0,,101.57,101.71,0.0,503781.4,0.0,2022-06-11,684.0,5.22,,,6.0,30.08,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,РЖД-19 обл,RU000A0JQ7Z2,6.0,14494116.4,108.2,108.67,108.62,108.62,35.49,108.51,5.51,108.2,13357.0,108.31,108.41,108.62,36345461.1,25538461.1,36345461.1,2024-07-08,1258.0,5.54,,,7.85,39.14,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,РЖД-23 обл,RU000A0JQRD9,10.0,188879.8,107.34,111.48,108.57,108.57,33.34,108.55,5.77,111.48,174.0,,108.4,108.57,0.0,527930.9,0.0,2025-01-16,1400.0,5.77,,,7.85,39.14,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,ДОМ.РФ16об,RU000A0JQXG0,4.0,2043.5,102.1,102.2,102.2,102.2,0.62,102.18,4.64,102.1,8.0,,,102.2,0.0,0.0,0.0,2021-09-15,223.0,4.67,,,8.25,5.2,,2020-06-26,250.0,RUR,,,,,RUB,3
TQCB,2020-06-26,ФСК ЕЭС-06,RU000A0JR1Y7,1.0,34408.0,101.2,101.2,101.2,101.2,22.83,101.2,2.57,101.2,34.0,101.21,101.2,101.2,1138660.9,1008952.0,1138660.9,2020-09-15,81.0,2.57,,,8.25,41.14,,2020-06-26,1000.0,RUR,,,2.45,,RUB,3
TQCB,2020-06-26,ФСК ЕЭС-08,RU000A0JR209,6.0,224053.0,101.3,101.4,101.3,101.3,22.83,101.38,2.11,101.38,221.0,,101.39,101.3,0.0,507973.0,0.0,2020-09-15,81.0,1.74,,,8.25,41.14,,2020-06-26,1000.0,RUR,,,2.0129,,RUB,3
TQCB,2020-06-26,ВЭБ.РФ 06,RU000A0JR3H8,7.0,5154609.0,100.9,101.1,101.1,101.1,16.76,101.05,4.54,101.1,5101.0,101.05,101.05,101.1,5369951.9,5319401.9,5369951.9,2020-10-13,109.0,4.71,,,8.38,41.79,,2020-06-26,1000.0,RUR,,,4.3435,,RUB,3
TQCB,2020-06-26,МТС 08,RU000A0JR4J2,3.0,3211.5,104.99,111.16,105.0,105.0,11.25,107.05,-5.97,111.16,3.0,,103.91,105.0,0.0,569431.0,0.0,2020-11-03,130.0,-11.0,,,7.9,39.39,,2020-06-26,1000.0,RUR,,,-5.9517,,RUB,3
TQCB,2020-06-26,ГлДорога 3,RU000A0JR4U9,2.0,95931.0,96.9,96.9,96.9,96.9,34.23,96.9,14.56,96.9,99.0,89.64,91.37,96.9,6924439.3,651487.7,6924439.3,2028-10-30,136.0,14.56,,,5.48,54.65,2020-11-09,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,Газпрнеф10,RU000A0JR878,2.0,4073.5,101.83,101.84,101.84,101.84,31.23,101.84,4.38,101.83,4.0,,101.16,101.84,0.0,527046.4,0.0,2021-01-26,207.0,4.38,,,7.6,37.9,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,Мечел 16об,RU000A0JR8P0,6.0,13138.3,101.03,101.4,101.03,101.03,29.81,101.06,6.35,101.4,13.0,,100.1,101.03,0.0,1226222.9,0.0,2021-02-09,221.0,6.3,,,8.0,39.89,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,ВЭБ.РФ 09,RU000A0JRCX7,5.0,324769.9,102.5,102.79,102.5,102.5,24.14,102.78,5.36,102.78,316.0,102.78,102.78,102.5,1354689.2,1044271.2,1354689.2,2021-03-18,257.0,4.95,,,8.9,44.38,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,ВЭБлизинг3,RU000A0JREW5,1.0,56784.0,101.4,101.4,101.4,101.4,16.73,101.4,5.42,101.4,56.0,,101.47,101.4,0.0,2239382.3,0.0,2021-04-02,274.0,5.42,,,7.27,36.25,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,РУСАЛБАл08,RU000A0JRF11,4.0,143827.5,95.25,95.25,95.25,95.25,0.02,95.25,,95.25,151.0,,94.69,95.25,0.0,558676.8,0.0,2021-04-05,,,,,0.01,0.05,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,Акрон 04,RU000A0JRHF3,1.0,3009.3,100.31,100.31,100.31,100.31,6.77,100.31,6.22,100.31,3.0,,101.7,100.31,0.0,503404.2,0.0,2021-05-18,320.0,6.22,,,6.5,32.41,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,Акрон 05,RU000A0JRHG1,1.0,1015.9,101.59,101.59,101.59,101.59,6.77,101.59,4.69,101.59,1.0,,100.5,101.59,0.0,57698843.2,0.0,2021-05-18,320.0,4.69,,,6.5,32.41,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,Мечел 17об,RU000A0JRJS2,35.0,258476.32,100.01,100.74,100.61,100.61,1.39,100.5,,100.01,1286.0,,100.5,100.61,0.0,1177247.48,0.0,2021-05-27,,,,,8.75,7.64,,2020-06-26,200.0,RUR,,,,,RUB,3
TQCB,2020-06-26,Мечел 18об,RU000A0JRJT0,7.0,20455.7,100.1,100.75,100.1,100.1,1.39,100.27,,100.5,102.0,100.49,100.49,100.1,1304779.18,517327.9,1304779.18,2021-05-27,,,,,8.75,7.64,,2020-06-26,200.0,RUR,,,,,RUB,3
TQCB,2020-06-26,НефГазХол4,RU000A0JRJV6,44.0,8544617.28,88.9,89.49,89.0,89.0,4.47,89.04,42.7,89.39,11996.0,89.04,89.04,89.0,8544617.28,8544617.28,8544617.28,2021-06-01,158.0,42.55,,,8.5,33.91,2020-12-01,2020-06-26,800.0,RUR,,,,,RUB,3
TQCB,2020-06-26,Мечел 19об,RU000A0JRJY0,5.0,4619.66,100.2,100.66,100.25,100.25,1.15,100.43,,100.66,23.0,,100.43,100.25,0.0,504353.9,0.0,2021-06-01,,,,,8.75,7.64,,2020-06-26,200.0,RUR,,,,,RUB,3
TQCB,2020-06-26,НефГазХол6,RU000A0JRK22,73.0,116739218.96,88.75,89.33,89.1,89.1,3.91,88.96,41.63,89.01,164028.0,88.96,88.96,89.1,116739218.96,116739218.96,116739218.96,2021-06-04,161.0,42.15,,,8.5,33.91,2020-12-04,2020-06-26,800.0,RUR,,,,,RUB,3
TQCB,2020-06-26,СПбТел 02,RU000A0JRKD2,2.0,9990.0,99.9,99.9,99.9,99.9,2.11,99.9,5.68,99.9,10.0,,99.99,99.9,0.0,508932.3,0.0,2021-06-11,345.0,5.68,,,5.5,27.42,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,ФСК ЕЭС-13,RU000A0JRL96,1.0,14616.0,104.4,104.4,104.4,104.4,0.7,104.4,3.92,104.4,14.0,,104.5,104.4,0.0,594589.4,0.0,2021-06-22,354.0,3.92,,,8.5,42.38,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,Uranium 02,RU000A0JRTT9,7.0,6894.8,97.0,99.96,97.0,98.5,37.35,98.5,39.21,99.96,7.0,,100.62,98.5,0.0,501069.8,0.0,2023-08-11,49.0,23.81,,,10.25,51.11,2020-08-14,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,ВЭБлизинг9,RU000A0JRV52,6.0,38493.3,100.28,102.47,102.33,102.32,12.91,101.3,5.45,100.28,38.0,,101.9,102.32,0.0,761181.9,0.0,2021-10-20,462.0,6.29,,,7.25,36.15,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,СПбТел 07,RU000A0JRVU3,60.0,188068.7,106.57,107.0,107.0,107.0,21.81,106.7,5.8,106.57,176.0,,106.81,107.0,0.0,503085.2,0.0,2022-04-05,600.0,5.98,,,9.95,49.61,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,ОткрФКББ03,RU000A0JRZ74,3.0,2115.3,70.05,71.24,70.24,70.24,0.04,70.51,7.26,70.05,3.0,,70.79,70.24,0.0,521016.2,0.0,2025-07-16,1845.0,7.18,,,0.01,0.05,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQRD,2020-06-26,ОткрХОЛ 2,RU000A0JS264,12.0,6766.6,4.99,6.0,5.92,5.9,,5.88,,5.99,115.0,,,5.9,0.0,0.0,0.0,2026-12-10,,,,,0.01,0.05,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,СПбТел 05,RU000A0JS3L9,1.0,26847.5,107.39,107.39,107.39,107.39,42.21,107.39,5.85,107.39,25.0,,107.2,107.39,0.0,23557560.8,0.0,2022-01-31,533.0,5.85,,,10.7,53.35,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,Башнефть04,RU000A0JS3U0,1.0,15290.0,139.0,139.0,139.0,139.0,26.85,139.0,-13.39,139.0,11.0,,107.15,139.0,0.0,514342.8,0.0,2022-02-04,559.0,-13.39,,,7.0,34.9,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,ВымпелКом1,RU000A0JS5E9,1.0,1049.9,104.99,104.99,104.99,104.99,18.35,104.99,3.17,104.99,1.0,,,104.99,0.0,0.0,0.0,2022-03-08,589.0,3.17,,,6.2,30.92,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,РЖД-32 обл,RU000A0JSGV0,33.0,195587.5,99.69,99.9,99.8,99.8,25.78,99.79,12.64,99.9,196.0,,99.85,99.8,0.0,504221.1,0.0,2032-06-25,14.0,13.0,,,5.6,27.92,2020-07-10,2020-06-26,1000.0,RUR,,5.7226,,2022-07-13,RUB,3
TQCB,2020-06-26,ФСК ЕЭС-22,RU000A0JSQ58,26.0,6617759.4,99.7,99.99,99.85,99.85,24.49,99.85,7.92,99.9,6628.0,99.85,99.85,99.85,6617759.4,6617759.4,6617759.4,2027-07-21,33.0,7.92,,,6.0,29.92,2020-07-29,2020-06-26,1000.0,RUR,,6.0874,,2022-08-03,RUB,3
TQCB,2020-06-26,ФСК ЕЭС-25,RU000A0JT2K2,2.0,2985.1,99.5,99.51,99.5,99.5,12.88,99.5,7.28,99.51,3.0,,,99.5,0.0,0.0,0.0,2027-09-14,88.0,7.28,,,5.0,24.93,2020-09-22,2020-06-26,1000.0,RUR,,6.5029,,2020-09-29,RUB,3
TQCB,2020-06-26,ВЭБ.РФ 19,RU000A0JT6B2,9.0,175207.5,103.1,103.75,103.75,103.75,20.84,103.67,4.81,103.75,169.0,,103.61,103.75,0.0,5523305.0,0.0,2032-09-23,278.0,4.91,,,9.75,48.62,2021-04-08,2020-06-26,1000.0,RUR,,4.6892,,2021-04-12,RUB,3
TQCB,2020-06-26,РСХБ 17,RU000A0JT7M7,1.0,3087.0,102.9,102.9,102.9,102.9,16.4,102.9,-1.69,102.9,3.0,,101.66,102.9,0.0,526618.0,0.0,2022-10-11,109.0,-1.69,,,8.2,40.89,2020-10-13,2020-06-26,1000.0,RUR,,-1.6202,,2020-10-15,RUB,3
TQCB,2020-06-26,Роснефть04,RU000A0JT940,26.0,108519.9,104.73,105.63,105.57,105.53,14.5,104.63,5.36,105.63,103.0,,105.44,105.53,0.0,558854.6,0.0,2022-10-17,778.0,5.8,,,7.9,39.39,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,Роснефть05,RU000A0JT965,3.0,7404.1,105.25,105.86,105.86,105.86,14.5,105.77,5.23,105.25,7.0,,105.18,105.86,0.0,503825.9,0.0,2022-10-17,779.0,5.27,,,7.9,39.39,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQRD,2020-06-26,АгроКомБО1,RU000A0JTEM2,50.0,8093.1,2.8,3.33,2.94,2.94,0.55,2.92,,3.33,277.0,,3.36,2.94,0.0,500297.2,0.0,2022-12-08,165.0,,,,0.1,1.0,2020-12-08,2020-06-26,1000.0,RUR,,,,2020-12-14,RUB,3
TQRD,2020-06-26,ОткрХОЛ 4,RU000A0JTH82,3.0,343.0,6.86,6.86,6.86,6.86,,6.86,,6.86,5.0,,,6.86,0.0,0.0,0.0,2027-12-08,,,,,0.01,0.02,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,ФСК ЕЭС-24,RU000A0JTKA4,1.0,1000.4,100.04,100.04,100.04,100.04,22.05,100.04,4.98,100.04,1.0,,98.82,100.04,0.0,6585467.8,0.0,2028-01-07,199.0,4.98,,,5.0,24.93,2021-01-15,2020-06-26,1000.0,RUR,,4.7394,,2021-01-22,RUB,3
TQCB,2020-06-26,МЕТАЛИНВ 2,RU000A0JTLJ3,44.0,4746397.6,102.0,104.0,104.0,104.0,30.81,102.43,6.04,102.0,4634.0,102.43,102.43,104.0,4746397.6,4746397.6,4746397.6,2023-01-27,851.0,6.72,,,7.65,38.15,,2020-06-26,1000.0,RUR,,,,,RUB,3
TQCB,2020-06-26,Башнефть06,RU000A0JTM28,2.0,23209.2,105.49,105.5,105.5,105.5,30.17,105.5,5.47,105.49,22.0,,105.47,105.5,0.0,681310.5,0.0,2023-01-31,856.0,5.47,,,7.7,38.39,,2020-06-26,1000.0,RUR,,,,,RUB,3
