BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
EQNE,2012-05-03,АбрауДюрсо,ABRD,11.0,1492655.0,5476.0,5460.0,5477.0,5460.0,5468.0,5460.0,273.0,5468.0,5468.0,5468.0,1492655.0,1492655.0,1492655.0,
EQNL,2012-05-03,Система ао,AFKS,154.0,4161331.5,24.426,24.253,24.573,24.32,24.321,24.32,171100.0,24.321,24.321,24.321,4161331.5,4161331.5,4161331.5,
EQBR,2012-05-03,Аэрофлот,AFLT,677.0,19100284.0,48.02,47.25,48.4,48.17,47.93,48.18,398500.0,47.93,47.93,47.93,19105876.24,19105876.24,19105876.24,
SMAL,2012-05-03,Аэрофлот,AFLT,7.0,5592.24,47.61,45.55,48.39,48.2,46.99,48.2,119.0,,,,0.0,0.0,0.0,
EQNE,2012-05-03,ПАВА ао,AKHA,33.0,197311.4,9.093,8.85,9.096,8.966,8.969,8.966,22000.0,,8.842,,0.0,500443.7,0.0,
EQNL,2012-05-03,Акрон,AKRN,841.0,20621970.6,1317.1,1235.0,1317.1,1239.4,1255.1,1240.0,16431.0,1255.1,1255.1,1255.1,20621970.6,20621970.6,20621970.6,
EQNE,2012-05-03,АЛРОСА-Нюр,ALNU,1.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,1.0,,52708.0,,0.0,632500.0,0.0,
EQBS,2012-05-03,АЛРОСА ао,ALRS,263.0,20489550.7,29.702,29.55,29.899,29.613,29.747,29.646,688800.0,29.747,29.747,29.747,20489830.7,20489830.7,20489830.7,
SMAL,2012-05-03,АЛРОСА ао,ALRS,1.0,280.0,28.0,28.0,28.0,28.0,28.0,28.0,10.0,,,,0.0,0.0,0.0,
EQNE,2012-05-03,АшинскийМЗ,AMEZ,28.0,176293.6,6.994,6.675,6.994,6.715,6.703,6.897,26300.0,,6.872,,0.0,514720.2,0.0,
EQNL,2012-05-03,Аптеки36и6,APTK,622.0,4306684.9,38.71,38.1,38.97,38.56,38.37,38.56,112240.0,38.37,38.37,38.37,4307827.49,4307827.49,4307827.49,
SMAL,2012-05-03,Аптеки36и6,APTK,6.0,1142.59,38.0,38.0,38.27,38.27,38.09,38.27,30.0,,,,0.0,0.0,0.0,
EQNL,2012-05-03,Армада,ARMD,42.0,1375932.1,295.08,281.27,295.08,288.36,292.75,288.36,4700.0,292.74,292.74,292.74,1378812.75,1378812.75,1378812.75,
SMAL,2012-05-03,Армада,ARMD,2.0,2880.65,288.07,288.06,288.07,288.07,288.07,288.06,10.0,,,,0.0,0.0,0.0,
EQNE,2012-05-03,Арсагера,ARSA,15.0,34354.8,1.41,1.35,1.41,1.4,1.3742,1.4,25000.0,,1.4502,,0.0,505446.81,0.0,
EQNE,2012-05-03,"ПАО ""Архэнергосбыт""",ARSB,1.0,1148.3,0.11483,0.11483,0.11483,0.11483,0.11483,0.11483,10000.0,,0.12605,,0.0,500061.99,0.0,
SMAL,2012-05-03,АрханСб ап,ARSBP,1.0,7772.94,0.07812,0.07812,0.07812,0.07812,0.07812,0.07812,99500.0,,,,0.0,0.0,0.0,
EQNL,2012-05-03,АВТОВАЗ ао,AVAZ,1974.0,37301115.0,22.19,19.801,23.04,20.706,21.319,20.72,1749700.0,21.319,21.319,21.319,37301137.5,37301137.5,37301137.5,
SMAL,2012-05-03,АВТОВАЗ ао,AVAZ,1.0,22.5,22.497,22.497,22.497,22.5,22.5,22.497,1.0,,,,0.0,0.0,0.0,
EQNL,2012-05-03,АВТОВАЗ ап,AVAZP,2652.0,49950093.7,8.3,7.101,8.4,7.323,7.693,7.32,6493200.0,7.693,7.693,7.693,49950352.8,49950352.8,49950352.8,
SMAL,2012-05-03,АВТОВАЗ ап,AVAZP,2.0,259.1,7.4,7.4,7.497,7.403,7.403,7.497,35.0,,,,0.0,0.0,0.0,
EQNE,2012-05-03,Азот ао,AZKM,10.0,322235.0,1895.5,1895.5,1895.5,1895.5,1895.5,1895.5,170.0,,1895.1,,0.0,4176705.0,0.0,
SMAL,2012-05-03,Азот ао,AZKM,3.0,26530.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,14.0,,,,0.0,0.0,0.0,
EQNE,2012-05-03,Башнефт ао,BANE,54.0,6912113.4,1595.0,1590.1,1610.0,1601.9,1596.3,1610.0,4330.0,1596.3,1596.3,1596.3,6912113.4,6912113.4,6912113.4,
EQNE,2012-05-03,Башнефт ап,BANEP,286.0,15160822.0,1217.0,1190.5,1217.0,1196.0,1199.9,1196.0,12635.0,1199.9,1199.9,1199.9,15160822.0,15160822.0,15160822.0,
EQNE,2012-05-03,БашЭнрг ао,BEGY,48.0,1039931.0,26.12,26.1,26.82,26.31,26.26,26.31,39600.0,26.26,26.26,26.26,1039931.0,1039931.0,1039931.0,
EQNE,2012-05-03,БашЭнрг ап,BEGYP,228.0,3239370.9,31.799,29.886,31.799,30.489,30.589,30.489,105900.0,30.589,30.589,30.589,3239460.9,3239460.9,3239460.9,
SMAL,2012-05-03,БашЭнрг ап,BEGYP,1.0,90.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,,,,0.0,0.0,0.0,
EQNE,2012-05-03,БашИнСв ао,BISV,7.0,7840.6,11.2,11.2,11.201,11.201,11.201,11.201,700.0,,11.332,,0.0,506548.9,0.0,
EQNE,2012-05-03,Белон ао,BLNG,149.0,2293139.2,10.249,9.852,10.249,9.909,9.957,9.909,230300.0,9.957,9.957,9.957,2294145.72,2294145.72,2294145.72,
SMAL,2012-05-03,Белон ао,BLNG,2.0,1006.52,9.2,9.2,9.791,9.791,9.495,9.791,106.0,,,,0.0,0.0,0.0,
EQNE,2012-05-03,БурЗолото,BRZL,8.0,7679040.0,747.0,735.0,747.0,735.0,747.0,735.0,10280.0,611.1,611.1,611.1,12557290.0,12557290.0,12557290.0,
