BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2020-09-04,BYNRUB_TOM,BYNRUB_TOM,29.1025,29.1025,29.1025,29.1025,1.0,58205.0,29.1025
CETS,2020-09-04,CHF_TODTOM,CHFRUBTODTOM,0.0199,0.0199,0.0251,0.0251,2.0,24874990.0,0.0216
CNGD,2020-09-04,CHF_TODTOM,CHFRUBTODTOM,0.0835,-0.0476,0.1138,0.1138,37.0,46485345.17,
CETS,2020-09-04,CHFRUB_TOD,CHFRUB_TOD,82.8375,82.6025,82.9475,82.6025,7.0,911162.5,82.833
CETS,2020-09-04,CHFRUB_TOM,CHFRUB_TOM,82.785,82.2825,82.9425,82.55,145.0,88322392.5,82.4672
CNGD,2020-09-04,CHFRUB_TOM,CHFRUB_TOM,82.9415,82.2522,82.9914,82.5775,775.0,23183780.61,
CETS,2020-09-04,CNYRUB_TOD,CNY000000TOD,11.0294,10.9716,11.0386,10.9716,22.0,115101190.7,11.0176
CETS,2020-09-04,CNY_TODTOM,CNYRUBTODTOM,0.0004,0.0004,0.002259,0.002259,40.0,4059827940.9,0.002049
CNGD,2020-09-04,CNY_TODTOM,CNYRUBTODTOM,0.0111,-0.0063,0.0151,0.0151,62.0,15060371.88,
CETS,2020-09-04,CNYRUB_TOM,CNYRUB_TOM,11.0289,10.9531,11.0489,11.029,308.0,1386335037.4,10.9747
CNGD,2020-09-04,CNYRUB_TOM,CNYRUB_TOM,11.0239,10.9551,11.0499,11.026,743.0,1419653.98,
CETS,2020-09-04,EUR_TODTOM,EUR000TODTOM,0.036,0.0319,0.036,0.0328,318.0,157731578170.0,0.0326
CNGD,2020-09-04,EUR_TODTOM,EUR000TODTOM,0.1174,-0.1174,0.1379,0.1226,1874.0,12806903581.63,
CNGD,2020-09-04,EUR_TOMSPT,EURRUB_TOM1D,0.0107,0.0107,0.0107,0.0107,2.0,1785472000.0,
CETS,2020-09-04,EURUSD_TOD,EURUSD000TOD,1.18231,1.18231,1.186,1.1847,54.0,898154405.64,1.18502
CNGD,2020-09-04,EURUSD_TOD,EURUSD000TOD,1.181,1.16919,1.19655,1.19655,1198.0,99223743.84,
CETS,2020-09-04,EURUSD_TOM,EURUSD000TOM,1.1837,1.17803,1.18619,1.18346,353.0,4528051116.13,1.1838
CNGD,2020-09-04,EURUSD_TOM,EURUSD000TOM,1.181,1.16919,1.19655,1.17995,1209.0,287285483.08,
CETS,2020-09-04,EURUSDTDTM,EURUSDTODTOM,8.8e-05,8.5e-05,9.5e-05,8.7e-05,53.0,25982025542.89,8.8e-05
CNGD,2020-09-04,EURUSDTDTM,EURUSDTODTOM,8.7e-05,-0.00081,0.001588,0.0,6.0,378049103.37,
CETS,2020-09-04,EURRUB_TOD,EUR_RUB__TOD,89.15,88.75,89.4125,88.9475,3179.0,14143202027.5,88.9778
CNGD,2020-09-04,EURRUB_TOD,EUR_RUB__TOD,89.32,88.0581,89.9178,89.1625,2281.0,670102588.59,
CETS,2020-09-04,EURRUB_TOM,EUR_RUB__TOM,89.0375,88.755,89.425,89.2275,6686.0,29364086515.0,88.9751
CNGD,2020-09-04,EURRUB_TOM,EUR_RUB__TOM,89.2226,88.0581,89.9178,89.1975,7375.0,1254322372.87,
CETS,2020-09-04,GBP_TODTOM,GBPRUBTODTOM,0.0185,0.0185,0.0188,0.0186,16.0,941420300.0,0.0186
CNGD,2020-09-04,GBP_TODTOM,GBPRUBTODTOM,0.0247,-0.0575,0.1547,0.1375,72.0,112540785.05,
CETS,2020-09-04,GBPRUB_TOD,GBPRUB_TOD,100.13,99.5975,100.1325,99.6475,54.0,37414445.0,99.7719
CNGD,2020-09-04,GBPRUB_TOD,GBPRUB_TOD,100.9571,99.895,100.9571,100.9394,158.0,1303184.23,
CETS,2020-09-04,GBPRUB_TOM,GBPRUB_TOM,100.0825,99.38,100.1925,100.1075,205.0,238443507.5,99.7254
CNGD,2020-09-04,GBPRUB_TOM,GBPRUB_TOM,100.0575,99.3275,100.9571,100.115,588.0,7568260.73,
CETS,2020-09-04,GLDRUB_TOM,GLDRUB_TOM,4696.21,4645.37,4696.21,4655.0,6.0,21447417.3,4682.84
CNGD,2020-09-04,GLDRUB_TOM,GLDRUB_TOM,4681.16,4681.16,4681.16,4681.16,1.0,234058000.0,
CETS,2020-09-04,HKDRUB_TOM,HKDRUB_TOM,10.0126,9.6101,10.0126,10.0125,10.0,736442.0,9.8192
CNGD,2020-09-04,HKDRUB_TOM,HKDRUB_TOM,10.0126,9.4172,10.0126,10.0124,172.0,496687.66,
CETS,2020-09-04,JPYRUB_TOM,JPYRUB_TOM,71.7252,70.3301,72.0999,71.998,22.0,10892297.0,70.7292
CNGD,2020-09-04,JPYRUB_TOM,JPYRUB_TOM,71.7252,70.0123,72.0999,72.05,234.0,1370693.67,
CETS,2020-09-04,KZTRUB_TOD,KZTRUB_TOD,17.86,17.86,17.86,17.86,1.0,7144000.0,17.86
CETS,2020-09-04,KZTRUB_TOM,KZTRUB_TOM,17.92,17.92,17.92,17.92,1.0,1496320.0,17.92
CETS,2020-09-04,SLVRUB_TOM,SLVRUB_TOM,64.38,64.38,64.38,64.38,1.0,51504.0,64.38
CETS,2020-09-04,TRYRUB_TOM,TRYRUB_TOM,10.1974,10.0051,10.21,10.1875,30.0,585539.5,10.0955
CNGD,2020-09-04,TRYRUB_TOM,TRYRUB_TOM,10.03,9.9976,10.2436,10.02,207.0,720890.46,
CETS,2020-09-04,USDRUB_TOD,USD000000TOD,75.2025,74.9025,75.53,75.465,14267.0,49343730985.0,75.1249
CNGD,2020-09-04,USDRUB_TOD,USD000000TOD,75.42,74.3317,75.9217,75.425,37478.0,10746989933.44,
CETS,2020-09-04,USD_TODTOM,USD000TODTOM,0.0276,0.0275,0.0357,0.0353,1022.0,733090225520.0,0.0319
CNGD,2020-09-04,USD_TODTOM,USD000TODTOM,0.1323,-0.1323,0.1654,0.1382,24669.0,165591975227.81,
CETS,2020-09-04,USDRUB_TOM,USD000UTSTOM,75.3075,74.925,75.68,75.4325,46792.0,195429704425.0,75.246
CNGD,2020-09-04,USDRUB_TOM,USD000UTSTOM,75.29,74.3317,75.9217,75.41,96034.0,22559782833.44,
FIXS,2020-09-04,USDRUBFIX0,USDRUB_FIX0,75.0807,75.0807,75.0807,75.0807,1.0,75080700.0,75.0807
SDBP,2020-09-04,USDRUB_TDB,USDRUB_TDB,75.0875,74.945,75.2625,75.2625,16.0,1201420000.0,75.0888
SDBP,2020-09-04,USDRUB_TMB,USDRUB_TMB,75.235,74.9625,75.6075,75.2325,74.0,5562117500.0,75.1638
CNGD,2020-09-04,USD_TOM1W,USDRUB_TOM1W,0.054,0.054,0.054,0.054,2.0,9441825000.0,
CETS,2020-09-04,USD_TOM2M,USDRUB_TOM2M,0.482,0.482,0.482,0.482,1.0,75962600.0,0.482
CETS,2020-09-04,USD_TOM3M,USDRUB_TOM3M,0.702,0.702,0.702,0.702,1.0,76182600.0,0.702
CNGD,2020-09-04,USD_TOM3M,USDRUB_TOM3M,0.7045,0.7045,0.7045,0.7045,1.0,380925500.0,
WAPS,2020-09-04,USDRUBWAP0,USDRUB_WAP0,75.1823,75.1823,75.1823,75.1823,4.0,658371401.1,75.1823
