BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2014-03-20,МГор39-об,RU000A0DASA0,1.0,1006.0,100.6,100.6,100.6,100.6,11.12,100.6,5.22,100.6,1.0,99.83,99.33,99.83,38875111.1,525441.3,38875111.1,2014-07-21,123.0,5.22,,,,,,,1000.0,SUR,,,,,
EQOB,2014-03-20,МГор44-об,RU000A0E6TK0,1.0,994.1,99.41,99.41,99.41,99.41,16.49,99.41,7.62,99.41,1.0,99.0,99.0,99.0,124737207.7,89903888.7,124737207.7,2015-06-24,443.0,7.62,,,,,,,1000.0,SUR,,,,,
EQOB,2014-03-20,КОМИ 8в об,RU000A0GKKB7,15.0,2052693.4,91.21,95.3,95.0,95.0,2.41,94.81,10.89,91.21,2165.0,94.81,94.81,94.81,2052693.4,2052693.4,2052693.4,2015-12-03,377.0,11.1,,,,,,,1000.0,SUR,,,,,
EQOB,2014-03-20,ВТБ - 6 об,RU000A0JNGU3,1.0,998.5,99.85,99.85,99.85,99.85,14.74,99.85,8.32,99.85,1.0,99.77,99.79,99.77,3587590.3,3013580.3,3587590.3,2016-07-06,109.0,8.32,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2014-03-20,МГор48-об,RU000A0JNYN1,30.0,2828105.6,84.4,89.0,84.4,84.4,18.98,84.72,9.44,89.0,3338.0,84.72,84.72,84.72,2828105.6,2828105.6,2828105.6,2022-06-11,2238.0,9.37,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2014-03-20,МГор49-об,RU000A0JNYP6,12.0,628550.0,96.7,96.7,96.7,96.7,18.41,96.7,8.34,96.7,650.0,96.7,96.7,96.7,628550.0,628550.0,628550.0,2017-06-14,1057.0,8.34,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2014-03-20,РСХБ 3,RU000A0JP2G4,1.0,999.4,99.94,99.94,99.94,99.94,7.82,99.94,8.35,99.94,1.0,99.86,99.86,99.86,804891.4,804891.4,804891.4,2017-02-09,651.0,8.35,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2014-03-20,Мос.обл.7в,RU000A0JP6R2,4.0,1694508.2,100.03,100.03,100.03,100.03,33.97,100.03,7.6,100.03,1694.0,99.83,99.83,99.83,16672717.5,16572767.5,16672717.5,2014-04-16,27.0,7.6,,,,,,,1000.0,SUR,,,,,
EQOB,2014-03-20,Якут-07 об,RU000A0JP6V4,1.0,699569.95,100.01,100.01,100.01,100.01,6.73,100.01,7.83,100.01,1399.0,,99.98,,0.0,1529745.0,0.0,2014-04-17,28.0,7.83,,,,,,,500.0,SUR,,,,,
EQNB,2014-03-20,РСХБ 4,RU000A0JPF47,1.0,6720273.0,99.9,99.9,99.9,99.9,36.12,99.9,8.02,99.9,6727.0,,99.9,,0.0,44214751.7,0.0,2017-09-27,519.0,8.02,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2014-03-20,МИА-4об ип,RU000A0JPFF1,14.0,57470250.5,99.95,99.95,99.95,99.95,19.3,99.95,10.78,99.95,57499.0,99.95,99.95,99.95,57470250.5,57470250.5,57470250.5,2015-10-01,14.0,10.78,,,,,,,1000.0,SUR,,,,,
EQNO,2014-03-20,РЖД-11обл,RU000A0JQ177,5.0,29523907.0,98.18,99.6,98.22,98.39,25.64,98.39,9.16,99.6,30006.0,98.52,98.45,98.52,45839055.8,35468863.8,45839055.8,2015-11-18,568.0,9.04,,,,,,,1000.0,SUR,,,,,
