BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2019-08-29,АбрауДюрсо,ABRD,40.0,122055.0,135.0,134.5,136.5,136.0,135.5,136.0,900.0,,135.5,136.0,0.0,500440.0,0.0,
TQDE,2019-08-29,АСКО ао,ACKO,28.0,197860.0,4.98,4.96,5.26,5.02,5.08,5.02,39000.0,,5.2,5.02,0.0,509240.0,0.0,
SMAL,2019-08-29,Система ао,AFKS,5.0,106.6,12.179,11.763,12.179,,11.547,11.763,9.0,,,,0.0,0.0,0.0,
TQBR,2019-08-29,Система ао,AFKS,5814.0,202439203.5,11.436,11.37,11.68,11.579,11.547,11.579,17531500.0,11.547,11.547,11.579,202439203.5,202439203.5,202439203.5,
SMAL,2019-08-29,Аэрофлот,AFLT,1.0,328.38,109.46,109.46,109.46,,109.18,109.46,3.0,,,,0.0,0.0,0.0,
TQBR,2019-08-29,Аэрофлот,AFLT,5059.0,374757191.8,109.5,108.56,109.7,109.0,109.18,109.0,3432750.0,109.18,109.18,109.0,374757191.8,374757191.8,374757191.8,
TQBR,2019-08-29,AGRO-гдр,AGRO,1746.0,23468503.8,722.2,706.6,725.6,721.0,718.6,721.0,32662.0,718.6,718.6,721.0,23468503.8,23468503.8,23468503.8,
TQTD,2019-08-29,AKNX ETF,AKNX,121.0,270945.47,11.09,11.09,11.33,11.23,11.3,11.23,23981.0,750.35,750.35,11.23,17994220.26,17994220.26,17994220.26,181980.25
TQBR,2019-08-29,Акрон,AKRN,373.0,35544436.0,4770.0,4730.0,4822.0,4810.0,4800.0,4810.0,7407.0,4798.0,4798.0,4810.0,35544436.0,35544436.0,35544436.0,
TQTD,2019-08-29,AKSP ETF,AKSP,41.0,261559.0,10.1,10.0,10.1,10.0,10.1,10.0,25897.0,670.77,670.77,10.0,17370839.46,17370839.46,17370839.46,211027.31
TQBR,2019-08-29,БестЭфБ ао,ALBK,8.0,53600.0,69.0,66.0,69.0,67.0,67.0,67.0,800.0,,67.0,67.0,0.0,503200.0,0.0,
