BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
SMAL,2020-08-27,АбрауДюрсо,ABRD,1.0,223.0,223.0,223.0,223.0,,203.5,223.0,1.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-08-27,АбрауДюрсо,ABRD,237.0,1576935.0,208.0,202.0,208.0,202.0,203.5,202.0,7740.0,203.5,203.5,202.0,1576935.0,1576935.0,1576935.0,0.0,3
TQPI,2020-08-27,АСКО ао,ACKO,92.0,743168.0,5.04,5.04,5.42,5.2,5.26,5.2,141200.0,5.26,5.26,5.2,743168.0,743168.0,743168.0,0.0,3
SMAL,2020-08-27,Система ао,AFKS,6.0,551.39,22.079,20.91,22.079,,21.41,22.076,26.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-08-27,Система ао,AFKS,12155.0,563691108.6,21.359,21.18,21.72,21.348,21.41,21.224,26328200.0,21.415,21.415,21.348,549673458.4,549673458.4,549673458.4,0.0,3
SMAL,2020-08-27,Аэрофлот,AFLT,1.0,331.76,82.94,82.94,82.94,,82.92,82.94,4.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-08-27,Аэрофлот,AFLT,10216.0,349538315.8,83.38,82.38,83.4,82.9,82.92,82.86,4215460.0,82.96,82.96,82.9,301978098.4,301978098.4,301978098.4,0.0,3
TQBR,2020-08-27,AGRO-гдр,AGRO,1953.0,34020809.6,765.0,752.6,770.8,756.4,761.2,756.4,44689.0,761.2,761.2,756.4,34020809.6,34020809.6,34020809.6,0.0,3
TQTE,2020-08-27,AKEU ETF,AKEU,129.0,274344.74,10.15,10.06,10.17,10.1,10.1,10.1,27161.0,901.24,901.24,10.1,24478519.21,24478519.21,24478519.21,57111.87,3
TQTF,2020-08-27,ETF AKMB,AKMB,249.0,357220.7,1.0224,1.0224,1.0293,1.029,1.0275,1.029,347799.0,,1.0252,1.029,0.0,577118.95,0.0,2304442.3,3
TQTD,2020-08-27,AKNX ETF,AKNX,1011.0,382286.16,17.31,17.23,17.51,17.46,17.41,17.44,21909.0,1318.05,1318.05,17.46,28877093.46,28877093.46,28877093.46,301050.8,3
