BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2021-02-02,АбрауДюрсо,ABRD,135.0,657185.0,197.5,197.5,201.0,199.5,200.5,200.0,3280.0,200.5,200.5,199.5,657185.0,657185.0,657185.0,0.0,3
TQBR,2021-02-02,АСКО ао,ACKO,71.0,224122.0,5.76,5.76,5.84,5.76,5.78,5.76,38800.0,,5.78,5.76,0.0,502044.0,0.0,0.0,3
SMAL,2021-02-02,Система ао,AFKS,8.0,5388.18,33.478,33.121,33.48,,33.338,33.125,162.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-02-02,Система ао,AFKS,51893.0,3813978702.0,32.65,32.565,33.89,33.829,33.338,33.316,114384300.0,33.323,33.323,33.829,3237860553.7,3237860553.7,3237860553.7,0.0,3
SMAL,2021-02-02,Аэрофлот,AFLT,2.0,208.6,69.26,69.26,70.08,,70.56,70.08,3.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-02-02,Аэрофлот,AFLT,22311.0,943423949.0,70.46,69.74,71.04,70.9,70.56,70.14,13370970.0,70.54,70.54,70.9,716507836.0,716507836.0,716507836.0,0.0,3
TQBR,2021-02-02,AGRO-гдр,AGRO,4623.0,137192449.4,899.8,893.6,909.6,902.8,901.2,902.8,152237.0,901.2,901.2,902.8,137192449.4,137192449.4,137192449.4,0.0,3
TQTF,2021-02-02,ETF AKCH,AKCH,151.0,40796652.52,114.9,114.09,118.76,114.89,115.45,115.01,353886.0,115.28,115.28,114.89,40796652.52,40796652.52,40796652.52,8182999.44,3
TQTE,2021-02-02,AKEU ETF,AKEU,257.0,249457.06,10.85,10.85,11.0,10.99,10.97,10.99,22738.0,1004.31,1004.31,10.99,22835947.91,22835947.91,22835947.91,161571.75,3
TQTF,2021-02-02,ETF AKMB,AKMB,1534.0,3117685.89,1.0703,1.0662,1.0711,1.0703,1.0666,1.0705,2913376.0,1.0703,1.0703,1.0703,1957056.27,1957056.27,1957056.27,4786015.51,3
TQTF,2021-02-02,ETF AKME,AKME,33.0,9706.47,104.28,103.81,105.33,105.03,104.37,105.03,93.0,,104.52,105.03,0.0,2332368.1,0.0,2072186.6,3
TQTD,2021-02-02,AKNX ETF,AKNX,469.0,440321.76,19.21,19.21,19.62,19.57,19.45,19.62,22644.0,1468.4,1468.4,19.57,33938367.9,33938367.9,33938367.9,335559.61,3
TQTF,2021-02-02,AKNX ETF,AKNX,104.0,691741.2,1474.2,1469.8,1486.0,1477.6,1468.4,1480.6,468.0,1468.4,1468.4,1477.6,33938367.9,33938367.9,33938367.9,25587326.27,3
TQBR,2021-02-02,Акрон,AKRN,508.0,11604204.0,6060.0,6060.0,6106.0,6096.0,6088.0,6096.0,1906.0,6088.0,6088.0,6096.0,11604204.0,11604204.0,11604204.0,0.0,3
TQTD,2021-02-02,AKSP ETF,AKSP,371.0,989688.27,12.97,12.97,13.21,13.17,13.08,13.11,75656.0,987.72,987.72,13.17,74726709.69,74726709.69,74726709.69,466778.0,3
