BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2019-08-07,МГор48-об,RU000A0JNYN1,6.0,107540.4,96.76,97.8,96.76,96.76,9.37,97.76,7.41,97.8,110.0,,97.87,96.76,0.0,524563.6,0.0,2022-06-11,961.0,6.99,,,,30.08,,2019-08-07,1000.0,SUR,,,,,RUB
EQOB,2019-08-07,РЖД-19 обл,RU000A0JQ7Z2,5.0,35946300.8,100.4,100.56,100.56,100.56,4.95,100.5,7.86,100.4,35768.0,100.34,100.39,100.56,116876848.8,96796788.8,116876848.8,2024-07-08,1518.0,7.87,,,,39.14,,2019-08-07,1000.0,SUR,,,,,RUB
EQOB,2019-08-07,ДОМ.РФ14об,RU000A0JQAL8,1.0,1077000.0,107.7,107.7,107.7,107.7,23.59,107.7,-15.29,107.7,1000.0,107.78,107.77,107.7,8430296.0,7352296.0,8430296.0,2023-05-15,100.0,-15.29,,,,51.67,2019-11-15,2019-08-07,1000.0,SUR,,,,,RUB
EQOB,2019-08-07,Транснф 03,RU000A0JQCR1,9.0,358997.1,100.5,100.56,100.5,100.5,106.3,100.56,7.15,100.56,357.0,,100.53,100.5,0.0,622273.4,0.0,2019-09-18,42.0,6.65,,,,120.17,,2019-08-07,1000.0,SUR,,,6.9364,,RUB
EQOB,2019-08-07,РСХБ 8,RU000A0JQK64,2.0,1995.3,99.73,99.8,99.8,99.8,15.92,99.77,7.84,99.73,2.0,,100.01,99.8,0.0,529032.0,0.0,2019-11-14,99.0,7.96,,,,34.9,,2019-08-07,1000.0,SUR,,,7.6289,,RUB
EQOB,2019-08-07,РСХБ 9,RU000A0JQK72,1.0,10009.0,100.09,100.09,100.09,100.09,15.92,100.09,6.71,100.09,10.0,,100.06,100.09,0.0,506289.7,0.0,2019-11-14,99.0,6.71,,,,34.9,,2019-08-07,1000.0,SUR,,,6.5556,,RUB
EQOB,2019-08-07,РЖД-23 обл,RU000A0JQRD9,19.0,26067077.1,100.49,100.62,100.62,100.62,2.8,100.61,7.86,100.51,25910.0,100.61,100.61,100.62,26067077.1,26067077.1,26067077.1,2025-01-16,1653.0,7.86,,,,39.14,,2019-08-07,1000.0,SUR,,,,,RUB
EQOB,2019-08-07,РСХБ 10,RU000A0JQS09,11.0,115911.4,99.69,100.11,100.01,100.01,1.59,99.92,8.44,99.7,116.0,,100.49,100.01,0.0,13154671.4,0.0,2020-01-29,175.0,8.65,,,,41.39,,2019-08-07,1000.0,SUR,,,8.2663,,RUB
EQOB,2019-08-07,Мечел 14об,RU000A0JR0J0,15.0,486119.56,100.4,100.53,100.53,100.53,21.08,100.52,10.24,100.45,1209.0,,100.52,100.53,0.0,502602.36,0.0,2020-02-25,106.0,10.28,,,,23.68,,2019-08-07,400.0,SUR,,,,,RUB
EQOB,2019-08-07,Мечел 13об,RU000A0JR0K8,20.0,2960641.4,100.4,100.69,100.68,100.68,21.08,100.51,9.71,100.4,7364.0,100.51,100.51,100.68,2960641.4,2960641.4,2960641.4,2020-02-25,106.0,10.31,,,,23.68,,2019-08-07,400.0,SUR,,,,,RUB
EQOB,2019-08-07,ВЭБ.РФ 08,RU000A0JR3G0,1.0,6132.0,102.2,102.2,102.2,102.2,30.03,102.2,7.85,102.2,6.0,,102.35,102.2,0.0,52078846.6,0.0,2020-10-13,409.0,7.85,,,,48.37,,2019-08-07,1000.0,SUR,,,,,RUB
EQOB,2019-08-07,ВЭБ.РФ 06,RU000A0JR3H8,7.0,555068.5,100.11,100.75,100.75,100.75,25.94,100.74,7.84,100.11,551.0,100.74,100.74,100.75,559102.6,559102.6,559102.6,2020-10-13,412.0,7.85,,,,41.79,,2019-08-07,1000.0,SUR,,,,,RUB
EQOB,2019-08-07,Газпрнеф10,RU000A0JR878,5.0,135508.1,100.35,100.44,100.35,100.35,1.67,100.38,7.48,100.43,135.0,,100.2,100.35,0.0,500995.8,0.0,2021-01-26,518.0,7.46,,,,37.9,,2019-08-07,1000.0,SUR,,,,,RUB
EQOB,2019-08-07,ВЭБ.РФ 09,RU000A0JRCX7,18.0,542881.2,101.85,101.99,101.94,101.85,33.89,101.85,7.74,101.99,533.0,101.85,101.85,101.85,542881.2,542881.2,542881.2,2021-03-18,544.0,7.8,,,,44.38,,2019-08-07,1000.0,SUR,,,,,RUB
EQOB,2019-08-07,РУСАЛБАл08,RU000A0JRF11,4.0,41159.5,85.7,85.75,85.75,85.75,0.03,85.75,,85.7,48.0,,85.49,85.75,0.0,559964.2,0.0,2021-04-05,607.0,0.0,,,,0.05,,2019-08-07,1000.0,SUR,,,,,RUB
EQOB,2019-08-07,Акрон 04,RU000A0JRHF3,2.0,92020.0,102.2,102.25,102.25,102.25,21.8,102.24,7.3,102.2,90.0,102.22,102.25,102.25,178651418.9,67170068.0,178651418.9,2021-05-18,277.0,7.31,,,,50.86,2020-05-19,2019-08-07,1000.0,SUR,,7.2462,,2020-05-21,RUB
EQOB,2019-08-07,Мечел 17об,RU000A0JRJS2,2.0,1568.12,97.88,98.05,97.88,97.88,7.85,98.01,,98.05,4.0,,98.0,97.88,0.0,14976055.2,0.0,2021-05-27,318.0,0.0,,,,19.4,,2019-08-07,400.0,SUR,,,,,RUB
EQOB,2019-08-07,Мечел 18об,RU000A0JRJT0,12.0,7478707.12,97.56,97.98,97.8,97.8,7.85,97.8,,97.97,19118.0,97.8,97.8,97.8,7478707.12,7478707.12,7478707.12,2021-05-27,318.0,0.0,,,,19.4,,2019-08-07,400.0,SUR,,,,,RUB
