BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
EQNE,2013-05-29,АбрауДюрсо,ABRD,4.0,98644.0,82.1,82.1,82.5,82.5,82.2,82.5,1200.0,,81.8,,0.0,548065.0,0.0,
EQNL,2013-05-29,Система ао,AFKS,1339.0,51310426.7,27.099,26.655,27.39,26.812,26.916,26.801,1906300.0,26.916,26.916,26.916,51310426.7,51310426.7,51310426.7,
SMAL,2013-05-29,Система ао,AFKS,2.0,134.2,27.3,25.0,27.3,,26.84,25.0,5.0,,,,0.0,0.0,0.0,
EQBS,2013-05-29,Аэрофлот,AFLT,1451.0,131345573.0,51.82,51.0,52.3,51.03,51.33,51.15,2558800.0,51.33,51.33,51.33,131267843.0,131267843.0,131267843.0,
SMAL,2013-05-29,Аэрофлот,AFLT,1.0,1226.4,51.1,51.1,51.1,,51.1,51.1,24.0,,,,0.0,0.0,0.0,
EQNE,2013-05-29,ПАВА ао,AKHA,27.0,43051.1,4.499,4.405,4.499,4.428,4.438,4.426,9700.0,,4.409,,0.0,501690.2,0.0,
EQNL,2013-05-29,Акрон,AKRN,321.0,5047998.2,1295.4,1276.0,1295.4,1283.4,1285.8,1291.9,3926.0,1285.8,1285.8,1285.8,5047998.2,5047998.2,5047998.2,
EQNE,2013-05-29,БестЭфБ ао,ALBK,2.0,30255.0,20.17,20.17,20.17,20.17,20.17,20.17,1500.0,,20.191,,0.0,1558765.0,0.0,
EQNE,2013-05-29,АЛРОСА-Нюр,ALNU,1.0,54001.0,54001.0,54001.0,54001.0,54001.0,54001.0,54001.0,1.0,54968.0,54927.0,54968.0,3627902.0,1208401.0,3627902.0,
EQBR,2013-05-29,АЛРОСА ао,ALRS,135.0,1443555.8,31.71,31.621,32.25,32.03,31.796,32.089,45400.0,31.796,31.796,31.796,1443555.8,1443555.8,1443555.8,
EQNE,2013-05-29,АшинскийМЗ,AMEZ,8.0,97851.1,4.569,4.3,4.569,4.318,4.408,4.3,22200.0,,4.361,,0.0,511161.4,0.0,
