BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2021-05-13,АбрауДюрсо,ABRD,711.0,6388425.0,200.0,192.0,200.0,195.5,196.5,195.5,32510.0,196.5,196.5,195.5,6388425.0,6388425.0,6388425.0,0.0,3
TQBR,2021-05-13,АСКО ао,ACKO,54.0,196420.0,5.9,5.82,5.94,5.94,5.9,5.94,33300.0,,5.94,5.94,0.0,503368.0,0.0,0.0,3
SMAL,2021-05-13,Система ао,AFKS,18.0,1611.5,33.0,32.199,34.388,,32.342,33.98,48.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-13,Система ао,AFKS,18382.0,959171902.4,32.65,32.067,32.753,32.39,32.342,32.699,29657300.0,32.333,32.333,32.39,908446166.7,908446166.7,908446166.7,0.0,3
SMAL,2021-05-13,Аэрофлот,AFLT,6.0,858.82,66.26,65.84,66.28,,66.18,65.84,13.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-13,Аэрофлот,AFLT,23520.0,952905233.6,66.0,65.32,67.08,66.62,66.18,66.6,14400610.0,66.14,66.14,66.62,851655619.6,851655619.6,851655619.6,0.0,3
TQBR,2021-05-13,AGRO-гдр,AGRO,4004.0,104135995.8,919.0,903.8,919.0,915.0,912.2,915.0,114153.0,912.2,912.2,915.0,104135995.8,104135995.8,104135995.8,0.0,3
TQTF,2021-05-13,ETF AKCH,AKCH,1381.0,29782686.66,96.44,93.82,96.44,94.14,95.02,94.06,313282.0,95.06,95.06,94.14,29782686.66,29782686.66,29782686.66,35931278.04,3
TQTE,2021-05-13,AKEU ETF,AKEU,705.0,836637.43,11.87,11.7,12.0,11.94,11.84,11.99,70678.0,1063.55,1063.55,11.94,75169781.53,75169781.53,75169781.53,220960.4,3
TQTF,2021-05-13,ETF AKMB,AKMB,1118.0,311289.12,1.0829,1.08,1.0835,1.0807,1.0814,1.0835,287853.0,,1.081,1.0807,0.0,502244.55,0.0,2980099.66,3
TQTF,2021-05-13,ETF AKME,AKME,97.0,522370.05,120.0,118.1,120.0,119.75,119.35,119.15,4377.0,119.35,119.35,119.75,522370.05,522370.05,522370.05,851021.02,3
TQTD,2021-05-13,AKNX ETF,AKNX,369.0,114467.35,19.52,18.93,19.52,19.22,19.14,19.22,5981.0,1417.2,1417.2,19.22,9031535.05,9031535.05,9031535.05,320867.38,3
TQTF,2021-05-13,AKNX ETF,AKNX,63.0,556372.6,1422.2,1412.0,1432.2,1423.0,1417.2,1422.2,392.0,1417.2,1417.2,1423.0,9031535.05,9031535.05,9031535.05,24015350.9,3
TQBR,2021-05-13,Акрон,AKRN,415.0,12919632.0,5998.0,5914.0,5998.0,5968.0,5948.0,5968.0,2172.0,5948.0,5948.0,5968.0,12919632.0,12919632.0,12919632.0,0.0,3
TQTD,2021-05-13,AKSP ETF,AKSP,755.0,516776.62,14.39,13.86,14.7,14.13,13.97,14.14,36997.0,1034.2,1034.2,14.13,38262141.77,38262141.77,38262141.77,529371.13,3
TQBR,2021-05-13,БестЭфБ ао,ALBK,381.0,1897365.0,60.0,60.0,69.0,64.0,64.5,63.0,29400.0,64.5,64.5,64.0,1897365.0,1897365.0,1897365.0,0.0,3
SMAL,2021-05-13,АЛРОСА ао,ALRS,12.0,3061.04,113.51,112.85,113.9,,113.71,112.85,27.0,,,,0.0,0.0,0.0,0.0,3
