BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2005-09-29,Индекс МосБиржи,Индекс МосБиржи,879.19,886.82,895.34,877.71,12565429865.3,,,2,,RUB,
RTSI,MCFTR,2005-09-29,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,886.37,886.37,886.37,886.37,0.0,,,2,0.0,,
RTSI,MCFTRN,2005-09-29,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),885.29,885.29,885.29,885.29,0.0,,,2,0.0,,
RTSI,MCFTRR,2005-09-29,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),885.72,885.72,885.72,885.72,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2005-09-29,Индекс МосБиржи 10,Индекс МосБиржи 10,1450.21,1463.52,1476.51,1448.78,7062638746.86,,,2,,RUB,
SNDX,MICEXBNDPRCI,2005-09-29,RCBI,RCBI,102.66,102.61,102.66,102.61,76897717.8,,,2,,RUB,
SNDX,MICEXBNDTRTI,2005-09-29,RCBIc,RCBI-c,133.87,,,,76897717.8,,,2,,RUB,
SNDX,MICEXCBICP,2005-09-29,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,102.66,102.61,102.66,102.61,76897717.8,,,2,,RUB,
SNDX,MICEXCBITR,2005-09-29,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,133.87,,,,76897717.8,,,2,,RUB,
SNDX,MICEXCGS,2005-09-29,Индекс потребительского сектора / Индекс потребит сектора,Индекс МосБиржи потребительского сектора,2297.08,2277.47,2297.08,2262.01,1779792.41,,,2,,RUB,
SNDX,MICEXFNL,2005-09-29,Индекс финансов,Индекс МосБиржи финансов,2248.21,2275.68,2293.19,2240.14,484435501.46,,,2,,RUB,
SNDX,MICEXINDEXCF,2005-09-29,Индекс МосБиржи (архив),Индекс МосБиржи (архив),879.19,886.82,895.34,877.71,12565429865.3,,,2,,RUB,
SNDX,MICEXLC,2005-09-29,MICEX LC,ММВБ высокая кап,1579.44,1589.15,1603.56,1578.08,11266551146.61,,,2,,RUB,
SNDX,MICEXM&M,2005-09-29,Индекс металлов и добычи,Индекс МосБиржи металлов и добычи,1558.59,1573.1,1589.98,1556.86,1351789219.2,,,2,,RUB,
SNDX,MICEXMC,2005-09-29,MICEX MC,ММВБ стандарт кап,1523.3,1500.54,1536.44,1500.54,1503399748.26,,,2,,RUB,
SNDX,MICEXMNF,2005-09-29,Машиностроение,Индекс машиностроения Московской Биржи,960.2,954.47,966.99,954.42,79874101.03,,,2,,RUB,
SNDX,MICEXO&G,2005-09-29,Индекс нефти и газа,Индекс МосБиржи нефти и газа,1822.32,1822.58,1847.33,1812.1,5132299123.08,,,2,,RUB,
SNDX,MICEXPWR,2005-09-29,Индекс электроэнергетики,Индекс МосБиржи электроэнергетики,1225.06,1238.49,1247.32,1212.18,4327202202.8,,,2,,RUB,
SNDX,MICEXSC,2005-09-29,Второй эшелон,Индекс второго эшелона Московской Биржи,1690.52,1687.1,1704.22,1686.59,173644447.94,,,2,,RUB,
SNDX,MICEXTLC,2005-09-29,Индекс телекоммуникаций,Индекс МосБиржи телекоммуникаций,1345.73,1356.91,1360.68,1343.02,669753960.59,,,2,,RUB,
SNDX,MOEX10,2005-09-29,Индекс МосБиржи 10,Индекс МосБиржи 10,1450.21,1463.52,1476.51,1448.78,7062638746.86,,,2,,RUB,
SNDX,MOEXCN,2005-09-29,Индекс потребительского сектора / Индекс потребит сектора,Индекс МосБиржи потребительского сектора,2297.08,2277.47,2297.08,2262.01,1779792.41,,,2,,RUB,
SNDX,MOEXEU,2005-09-29,Индекс электроэнергетики,Индекс МосБиржи электроэнергетики,1225.06,1238.49,1247.32,1212.18,4327202202.8,,,2,,RUB,
SNDX,MOEXFN,2005-09-29,Индекс финансов,Индекс МосБиржи финансов,2248.21,2275.68,2293.19,2240.14,484435501.46,,,2,,RUB,
SNDX,MOEXMM,2005-09-29,Индекс металлов и добычи,Индекс МосБиржи металлов и добычи,1558.59,1573.1,1589.98,1556.86,1351789219.2,,,2,,RUB,
SNDX,MOEXOG,2005-09-29,Индекс нефти и газа,Индекс МосБиржи нефти и газа,1822.32,1822.58,1847.33,1812.1,5132299123.08,,,2,,RUB,
SNDX,MOEXTL,2005-09-29,Индекс телекоммуникаций,Индекс МосБиржи телекоммуникаций,1345.73,1356.91,1360.68,1343.02,669753960.59,,,2,,RUB,
RTSI,RTS2,2005-09-29,Второй эшелон в $,Индекс второго эшелона Московской Биржи в долларах,1206.84,1196.17,1207.33,1195.92,4501226.0,,,2,13067394807.0127,USD,
RTSI,RTScr,2005-09-29,Индекс РТС потреб. сектора,Индекс РТС потребительских товаров и розничной торговли,170.3,170.3,170.3,170.3,0.0,,,2,1235455921.7964,USD,
RTSI,RTSeu,2005-09-29,Индекс РТС электроэнергетики,Индекс РТС электроэнергетики,145.4,145.4,145.4,145.4,0.0,,,2,1325860690.1942,USD,
RTSI,RTSfn,2005-09-29,Индекс РТС финансов,Индекс РТС финансов,192.69,192.69,192.69,192.69,0.0,,,2,8123968656.6,USD,
RTSI,RTSI,2005-09-29,Индекс РТС,Индекс РТС,991.13,989.56,999.1,989.56,45251665.0,,,2,54252367652.1352,USD,
RTSI,RTSin,2005-09-29,Машиностроение в $,Индекс машиностроения Московской Биржи в долларах,125.54,125.54,125.54,125.54,0.0,,,2,1073626665.8514,USD,
RTSI,RTSmm,2005-09-29,Индекс РТС металлов и добычи,Индекс РТС металлов и добычи,153.4,153.4,153.4,153.4,0.0,,,2,3063636469.5392,USD,
RTSI,RTSog,2005-09-29,Индекс РТС нефти и газа,Индекс РТС нефти и газа,169.58,169.58,169.58,169.58,0.0,,,2,20432358427.7115,USD,
RTSI,RTStl,2005-09-29,Индекс РТС телекоммуникаций,Индекс РТС телекоммуникаций ,132.38,132.38,132.38,132.38,0.0,,,2,3309042794.9989,USD,
RTSI,RTSTR,2005-09-29,RTS Total Return,Индекс РТС полной доходности «брутто»,1003.72,1003.72,1003.72,1003.72,0.0,,,2,54252367652.1352,USD,
RTSI,RTSTRN,2005-09-29,RTS Net-TR-NR,Индекс РТС полной доходности «нетто» (по налоговым ставкам иностранных организаций),1001.82,1001.82,1001.82,1001.82,0.0,,,2,54252367652.1352,USD,
RTSI,RTSTRR,2005-09-29,RTS Net-TR-Res,Индекс РТС полной доходности «нетто» (по налоговым ставкам российских организаций),1002.58,1002.58,1002.58,1002.58,0.0,,,2,54252367652.1352,USD,
RTSI,RTSUSDCUR,2005-09-29,RTSUSDCUR,Курс доллара США на момент закрытия Индекса РТС,28.5366,28.5366,28.5366,28.5366,,,,2,,RUB,
SNDX,RUCBICP,2005-09-29,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,102.66,102.61,102.66,102.61,76897717.8,,,2,,RUB,
SNDX,RUCBITR,2005-09-29,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,133.87,,,,76897717.8,,,2,,RUB,
SNDX,TECHIND,2005-09-29,Технический индекс акций,Технический индекс акций,1407.97,1423.57,1423.57,1407.64,0.0,,,2,,RUB,
SNDX,TECHINDBOND,2005-09-29,Технический индекс облигаций,Технический индекс облигаций,102.48,102.38,102.48,102.36,0.0,,,2,,RUB,
