BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2014-12-19,BYRRUB_TOD,BYRRUB_TOD,51.06,51.06,51.1,51.1,2.0,35746.0,51.0657
CETS,2014-12-19,CNYRUB_TOD,CNY000000TOD,10.0,9.44,10.0,9.71,18.0,26294124.2,9.7566
CETS,2014-12-19,CNY_TODTOM,CNYRUBTODTOM,0.013198,0.013198,0.0157,0.0157,2.0,5025349.4,0.014199
CNGD,2014-12-19,CNY_TODTOM,CNYRUBTODTOM,0.011548,-0.004125,0.016498,0.016498,8.0,6034073.42,
CETS,2014-12-19,CNYRUB_TOM,CNYRUB_TOM,10.63,9.44,10.63,9.44,832.0,1089244211.5,9.6717
CETS,2014-12-19,CNY_TOMSPT,CNYRUB_TOM1D,0.0044,0.0044,0.0044,0.0044,1.0,59241310.0,0.0044
CETS,2014-12-19,EUR_TODTOM,EUR000TODTOM,0.111,0.0,0.111,0.0772,412.0,176546778680.0,0.0973
CNGD,2014-12-19,EUR_TODTOM,EUR000TODTOM,0.115,-0.0857,0.147,0.147,159.0,33855569474.65,
CETS,2014-12-19,EURRUB_SPT,EURRUB_SPT,73.05,72.0,74.05,72.45,10.0,563095000.0,73.1292
CETS,2014-12-19,EUR_TOM1W,EURRUB_TOM1W,0.28,0.28,0.28,0.28,1.0,373926000.0,0.28
CETS,2014-12-19,EURUSD_TOD,EURUSD000TOD,1.23265,1.2256,1.23265,1.22665,58.0,2161461115.03,1.2276
CETS,2014-12-19,EURUSD_TOM,EURUSD000TOM,1.22905,1.22275,1.23265,1.22275,74.0,1390747113.19,1.22875
CETS,2014-12-19,EURUSDTDTM,EURUSDTODTOM,2e-05,-0.002021,3.5e-05,-7e-05,74.0,17421021854.93,-6.3e-05
CETS,2014-12-19,EURRUB_TOD,EUR_RUB__TOD,74.5,72.35,77.32,73.14,2478.0,16445277158.0,74.0875
CNGD,2014-12-19,EURRUB_TOD,EUR_RUB__TOD,73.76,73.699,73.76,73.699,2.0,147459000.0,
CETS,2014-12-19,EURRUB_TOM,EUR_RUB__TOM,73.6125,72.23,77.34,72.4695,2335.0,16003101224.0,73.6713
CNGD,2014-12-19,EURRUB_TOM,EUR_RUB__TOM,73.4,72.6,73.4,72.6,2.0,385150000.0,
CETS,2014-12-19,GBPRUB_TOM,GBPRUB_TOM,93.96,93.26,94.25,93.26,5.0,5540379.5,93.9047
CETS,2014-12-19,GLD_TODTOM,GLDRUBTODTOM,3.1,2.8,3.1,2.8,2.0,222383166.4,2.9628
CETS,2014-12-19,GLDRUB_TOM,GLDRUB_TOM,2351.1,2291.3,2351.1,2302.0,7.0,1197754.0,2303.37
CETS,2014-12-19,HKDRUB_TOM,HKDRUB_TOM,7.77,7.77,7.77,7.77,1.0,388500.0,7.77
CETS,2014-12-19,SLV_TODTOM,SLVRUBTODTOM,0.038,0.038,0.038,0.038,2.0,9034230.0,0.038
CETS,2014-12-19,SLVRUB_TOM,SLVRUB_TOM,31.28,30.9,31.28,30.9,2.0,43640.0,31.17
CETS,2014-12-19,UAHRUB_TOD,UAH000000TOM,37.6559,37.6559,37.6559,37.6559,1.0,2142620.71,37.6559
CETS,2014-12-19,USDRUB_TOD,USD000000TOD,61.386,58.85,62.8995,59.2,11828.0,97789105578.5,60.2196
CNGD,2014-12-19,USDRUB_TOD,USD000000TOD,61.5,59.3,61.5,59.3,14.0,5203130756.5,
CETS,2014-12-19,USD_TODTOM,USD000TODTOM,0.0925,0.025,0.1249,0.055,2046.0,566924520590.0,0.0797
CNGD,2014-12-19,USD_TODTOM,USD000TODTOM,0.092,-0.0701,0.1249,0.08,750.0,22923313131.22,
CETS,2014-12-19,USDRUB_TOM,USD000UTSTOM,62.6115,58.5,62.9,58.55,28285.0,244334666493.0,60.0642
CNGD,2014-12-19,USDRUB_TOM,USD000UTSTOM,61.5,58.9,62.5,58.9,24.0,6594250210.0,
CNGD,2014-12-19,USDRUB_LTV,USDRUB_FWD,62.65,62.65,62.65,62.65,1.0,4604775.0,
CNGD,2014-12-19,USD_TOM1M,USDRUB_TOM1M,1.0,1.0,1.0,1.0,1.0,3065000000.0,
CETS,2014-12-19,USD_TOM1W,USDRUB_TOM1W,0.2255,0.2255,0.2255,0.2255,1.0,244411200.0,0.2255
CNGD,2014-12-19,USD_TOM1W,USDRUB_TOM1W,0.215,0.205,0.215,0.205,3.0,5802549000.0,
CETS,2014-12-19,USD_TOM2M,USDRUB_TOM2M,2.16,2.16,2.16,2.16,1.0,6303730.0,2.16
CNGD,2014-12-19,USD_TOM6M,USDRUB_TOM6M,6.2,6.2,6.2,6.2,1.0,662000000.0,
