BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2021-03-10,МГор48-об,RU000A0JNYN1,21.0,116016.2,101.07,102.1,102.1,102.1,14.63,101.77,4.3,101.32,114.0,,101.57,102.1,0.0,552555.2,0.0,2022-06-11,442.0,4.57,,,6.0,29.92,,2021-03-10,1000.0,SUR,,,,,RUB,3
TQCB,2021-03-10,РЖД-19 обл,RU000A0JQ7Z2,31.0,733969.8,105.0,105.31,105.31,105.31,12.47,105.3,6.15,105.31,697.0,105.3,105.3,105.31,733969.8,733969.8,733969.8,2024-07-08,1085.0,6.16,,,7.85,39.14,,2021-03-10,1000.0,SUR,,,,,RUB,3
TQCB,2021-03-10,Мечел  4об,RU000A0JQ8V9,1.0,188.88,188.88,188.88,188.88,188.88,1.19,188.88,-90.32,188.88,1.0,,,188.88,0.0,0.0,0.0,2021-07-15,36.0,-90.32,,,7.88,1.96,2021-04-15,2021-03-10,100.0,SUR,,,,,RUB,3
TQCB,2021-03-10,РЖД-23 обл,RU000A0JQRD9,54.0,754013.1,105.14,105.31,105.27,105.29,10.32,105.31,6.38,105.31,716.0,105.31,105.31,105.29,754013.1,754013.1,754013.1,2025-01-16,1235.0,6.37,,,7.85,39.14,,2021-03-10,1000.0,SUR,,,,,RUB,3
TQCB,2021-03-10,ВЭБлизинг3,RU000A0JREW5,5.0,145296.2,100.4,102.15,102.14,100.9,31.67,100.9,-23.68,100.4,144.0,,,100.9,0.0,0.0,0.0,2021-04-02,23.0,-7.11,,,7.27,36.25,,2021-03-10,1000.0,SUR,,,-25.6439,,RUB,3
TQCB,2021-03-10,ВЭБлизинг5,RU000A0JREZ8,2.0,3303.4,110.11,110.12,110.11,110.11,31.67,110.11,-77.25,110.12,3.0,,100.23,110.11,0.0,937162.0,0.0,2021-04-02,23.0,-77.25,,,7.27,36.25,,2021-03-10,1000.0,SUR,,,-135.4762,,RUB,3
TQCB,2021-03-10,РУСАЛБАл08,RU000A0JRF11,2.0,105000.1,100.0,100.01,100.0,100.0,0.04,100.0,,100.01,105.0,,99.7,100.0,0.0,511444.9,0.0,2021-04-05,,,,,0.01,0.05,,2021-03-10,1000.0,SUR,,,0.014,,RUB,3
TQCB,2021-03-10,Мечел 17об,RU000A0JRJS2,150.0,416808.42,100.1,100.85,100.44,100.44,2.34,100.39,,100.8,8304.0,,100.45,100.44,0.0,526992.26,0.0,2021-05-27,,,,,8.75,3.27,,2021-03-10,50.0,SUR,,,,,RUB,3
TQCB,2021-03-10,Мечел 18об,RU000A0JRJT0,14.0,246532.96,100.2,100.57,100.5,100.5,2.34,100.34,,100.27,4914.0,,100.45,100.5,0.0,537844.88,0.0,2021-05-27,,,,,8.75,3.27,,2021-03-10,50.0,SUR,,,,,RUB,3
TQCB,2021-03-10,ННК 04,RU000A0JRJV6,50.0,9587591.65,98.9,99.18,99.1,99.1,16.14,99.09,12.93,99.17,13822.0,99.09,99.09,99.1,9587591.65,9587591.65,9587591.65,2021-06-01,83.0,12.98,,,8.5,29.67,,2021-03-10,700.0,SUR,,,12.1832,,RUB,3
