BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2018-05-16,БанкАстаны,ABBN,7.0,90239.0,164.2,164.0,164.2,164.0,164.1,164.0,550.0,,165.1,164.0,0.0,822182.0,0.0,
TQDE,2018-05-16,АСКО ао,ACKO,20.0,275670.0,8.7,8.51,8.75,8.72,8.61,8.72,32000.0,,8.67,8.72,0.0,546480.0,0.0,
SMAL,2018-05-16,Система ао,AFKS,1.0,515.2,11.2,11.2,11.2,,10.86,11.2,46.0,,,,0.0,0.0,0.0,
TQBR,2018-05-16,Система ао,AFKS,2926.0,70742190.5,10.83,10.8,10.94,10.82,10.86,10.82,6513000.0,10.86,10.86,10.82,70742190.5,70742190.5,70742190.5,
SMAL,2018-05-16,Аэрофлот,AFLT,7.0,11214.6,138.3,137.1,146.0,,137.85,137.5,81.0,,,,0.0,0.0,0.0,
TQBR,2018-05-16,Аэрофлот,AFLT,5368.0,514643105.0,137.95,136.8,138.45,137.95,137.85,137.95,3733000.0,137.85,137.85,137.95,514643105.0,514643105.0,514643105.0,
TQBR,2018-05-16,AGRO-гдр,AGRO,610.0,11092704.5,707.5,675.0,712.0,695.0,698.5,695.0,15883.0,698.5,698.5,695.0,11092704.5,11092704.5,11092704.5,
TQBR,2018-05-16,Акрон,AKRN,142.0,5855058.0,4393.0,4302.0,4393.0,4332.0,4337.0,4332.0,1350.0,4337.0,4337.0,4332.0,5855058.0,5855058.0,5855058.0,
TQBR,2018-05-16,БестЭфБ ао,ALBK,17.0,155550.0,86.0,86.0,95.5,91.5,91.5,91.5,1700.0,,96.5,91.5,0.0,501600.0,0.0,
TQBR,2018-05-16,АЛРОСА-Нюр,ALNU,8.0,7102500.0,143500.0,142000.0,143500.0,142500.0,142000.0,142500.0,50.0,142000.0,142000.0,142500.0,9381000.0,7670500.0,9381000.0,
SMAL,2018-05-16,АЛРОСА ао,ALRS,1.0,92.38,92.38,92.38,92.38,,90.79,92.38,1.0,,,,0.0,0.0,0.0,
TQBR,2018-05-16,АЛРОСА ао,ALRS,16134.0,2036071085.0,88.75,87.22,92.64,91.5,90.79,91.5,22412700.0,90.84,90.84,91.5,2036071085.0,2036071085.0,2036071085.0,
TQBR,2018-05-16,АшинскийМЗ,AMEZ,257.0,4397511.0,3.77,3.61,3.79,3.72,3.72,3.72,1180700.0,3.72,3.72,3.72,4397511.0,4397511.0,4397511.0,
TQBR,2018-05-16,Аптеки36и6,APTK,191.0,535418.2,6.97,6.86,7.01,6.96,6.92,6.96,77320.0,6.92,6.92,6.96,535418.2,535418.2,535418.2,
TQBR,2018-05-16,РусАква ао,AQUA,5.0,254800.0,192.0,192.0,200.0,199.5,196.0,199.5,1300.0,,197.5,199.5,0.0,514000.0,0.0,
TQDE,2018-05-16,Армада,ARMD,282.0,643281.0,11.9,11.6,13.0,12.0,12.2,12.0,52840.0,12.2,12.2,12.0,643281.0,643281.0,643281.0,
TQBR,2018-05-16,АстрЭнСб,ASSB,2.0,851.0,0.425,0.425,0.426,0.426,0.426,0.426,2000.0,,0.421,0.426,0.0,621229.0,0.0,
SMAL,2018-05-16,АВТОВАЗ ао,AVAZ,1.0,131.0,13.1,13.1,13.1,,13.3,13.1,10.0,,,,0.0,0.0,0.0,
TQBR,2018-05-16,АВТОВАЗ ао,AVAZ,163.0,965255.0,13.3,13.05,13.5,13.25,13.3,13.25,72600.0,13.3,13.3,13.25,965255.0,965255.0,965255.0,
TQBR,2018-05-16,АВТОВАЗ ап,AVAZP,129.0,1621955.0,12.6,12.5,12.9,12.6,12.6,12.6,128800.0,12.6,12.6,12.6,1621955.0,1621955.0,1621955.0,
TQBR,2018-05-16,Башнефт ао,BANE,371.0,5276211.0,2343.0,2300.0,2343.0,2330.0,2321.0,2330.0,2273.0,2321.0,2321.0,2330.0,5276211.0,5276211.0,5276211.0,
TQBR,2018-05-16,Башнефт ап,BANEP,1467.0,63342966.5,1895.0,1876.5,1899.5,1885.0,1885.5,1885.0,33593.0,1885.5,1885.5,1885.0,63342966.5,63342966.5,63342966.5,
TQBR,2018-05-16,Белуга ао,BELU,5.0,119850.0,705.0,705.0,705.0,705.0,705.0,705.0,170.0,,702.0,705.0,0.0,505234.0,0.0,
TQBR,2018-05-16,БашИнСв ап,BISVP,1.0,3880.0,3.88,3.88,3.88,3.88,3.88,3.88,1000.0,3.66,3.65,3.88,4134960.0,3778150.0,4134960.0,
TQBR,2018-05-16,Белон ао,BLNG,16.0,85714.0,2.73,2.7,2.73,2.71,2.71,2.71,31600.0,,2.73,2.71,0.0,502859.0,0.0,
TQBR,2018-05-16,БурЗолото,BRZL,16.0,592170.0,815.0,810.0,820.0,810.0,810.0,810.0,731.0,810.0,810.0,810.0,592170.0,592170.0,592170.0,
TQBR,2018-05-16,БСП ао,BSPB,297.0,8090594.0,53.9,52.8,53.9,53.75,53.45,53.75,151420.0,53.45,53.45,53.75,8090594.0,8090594.0,8090594.0,
SMAL,2018-05-16,МКБ ао,CBOM,1.0,15.95,3.988,3.988,3.988,,4.842,3.988,4.0,,,,0.0,0.0,0.0,
TQBR,2018-05-16,МКБ ао,CBOM,697.0,82894595.6,4.91,4.802,4.911,4.815,4.842,4.815,17119800.0,4.842,4.842,4.815,82894595.6,82894595.6,82894595.6,
TQBR,2018-05-16,ЧТПЗ ао,CHEP,2.0,42000.0,215.0,205.0,215.0,205.0,210.0,205.0,200.0,,209.5,205.0,0.0,502750.0,0.0,
SMAL,2018-05-16,СевСт-ао,CHMF,1.0,2958.3,986.1,986.1,986.1,,988.9,986.1,3.0,,,,0.0,0.0,0.0,
TQBR,2018-05-16,СевСт-ао,CHMF,5297.0,616086943.0,980.1,980.0,997.0,995.0,988.9,995.0,623010.0,988.9,988.9,995.0,616086943.0,616086943.0,616086943.0,
TQBR,2018-05-16,ЧМК ао,CHMK,10.0,90760.0,2760.0,2745.0,2775.0,2775.0,2750.0,2775.0,33.0,,2755.0,2775.0,0.0,501585.0,0.0,
TQBR,2018-05-16,ЧЦЗ ао,CHZN,1.0,5890.0,589.0,589.0,589.0,589.0,589.0,589.0,10.0,,611.0,589.0,0.0,500990.0,0.0,
TQBR,2018-05-16,ЧелябЭС ао,CLSB,2.0,1810.0,0.091,0.09,0.091,0.0905,0.0905,0.09,20000.0,,0.088,0.0905,0.0,501090.0,0.0,
TQBR,2018-05-16,Телеграф,CNTL,33.0,252760.0,16.9,16.5,17.0,16.8,16.6,16.8,15200.0,,17.0,16.8,0.0,524620.0,0.0,
TQBR,2018-05-16,Телеграф-п,CNTLP,17.0,237435.0,11.8,11.55,11.9,11.85,11.7,11.85,20300.0,,11.65,11.85,0.0,510695.0,0.0,
TQBR,2018-05-16,ДагСб ао,DASB,74.0,283380.0,0.1155,0.111,0.1155,0.1135,0.113,0.1135,2510000.0,,0.113,0.1135,0.0,502825.0,0.0,
TQBR,2018-05-16,iЗаводДИОД,DIOD,28.0,84167.0,4.9,4.86,4.93,4.9,4.89,4.9,17200.0,,4.84,4.9,0.0,503887.0,0.0,
SMAL,2018-05-16,ДИКСИ ао,DIXY,1.0,1250.0,312.5,312.5,312.5,,319.5,312.5,4.0,,,,0.0,0.0,0.0,
TQBR,2018-05-16,ДИКСИ ао,DIXY,24.0,463460.0,320.0,318.0,320.0,318.5,319.5,318.5,1450.0,,319.5,318.5,0.0,501990.0,0.0,
TQBR,2018-05-16,ДетскийМир,DSKY,288.0,7235746.0,95.8,95.0,96.0,95.9,95.65,95.9,75650.0,95.65,95.65,95.9,7235746.0,7235746.0,7235746.0,
TQBR,2018-05-16,ДЭК ао,DVEC,30.0,38485.0,1.157,1.151,1.19,1.166,1.166,1.157,33000.0,,1.166,1.166,0.0,501557.0,0.0,
TQBR,2018-05-16,iДонскЗР,DZRD,8.0,53530.0,2550.0,2530.0,2560.0,2530.0,2550.0,2530.0,21.0,,2490.0,2530.0,0.0,501360.0,0.0,
TQBR,2018-05-16,iДонскЗР п,DZRDP,21.0,433070.0,2760.0,2750.0,2760.0,2750.0,2760.0,2750.0,157.0,,2760.0,2750.0,0.0,513120.0,0.0,
TQDE,2018-05-16,ЕвроЭлтех,EELT,122.0,5762190.0,13.1,12.97,13.17,13.04,13.03,13.03,442300.0,13.03,13.03,13.04,5762190.0,5762190.0,5762190.0,
TQBR,2018-05-16,Электрцинк,ELTZ,14.0,21424.0,600.0,585.0,604.0,592.0,595.0,592.0,36.0,,646.0,592.0,0.0,608072.0,0.0,
TQBR,2018-05-16,ENPL-гдр,ENPL,1267.0,16069041.5,308.0,291.0,308.0,295.0,297.5,295.0,54019.0,297.5,297.5,295.0,16069041.5,16069041.5,16069041.5,
SMAL,2018-05-16,ЭнелРос ао,ENRU,6.0,612.33,1.473,1.472,1.476,,1.477,1.474,415.0,,,,0.0,0.0,0.0,
TQBR,2018-05-16,ЭнелРос ао,ENRU,1249.0,47737999.0,1.478,1.466,1.49,1.47,1.477,1.47,32323000.0,1.477,1.477,1.47,47737999.0,47737999.0,47737999.0,
SMAL,2018-05-16,ФСК ЕЭС ао,FEES,39.0,6361.28,0.17475,0.174,0.17895,,0.17675,0.17795,36133.0,,,,0.0,0.0,0.0,
TQBR,2018-05-16,ФСК ЕЭС ао,FEES,6457.0,248554972.5,0.1752,0.17405,0.1798,0.179,0.17675,0.179,1406160000.0,0.17675,0.17675,0.179,248554972.5,248554972.5,248554972.5,
SMAL,2018-05-16,ДВМП ао,FESH,1.0,237.85,3.55,3.55,3.55,,5.78,3.55,67.0,,,,0.0,0.0,0.0,
TQBR,2018-05-16,ДВМП ао,FESH,101.0,3021203.0,5.88,5.66,5.88,5.77,5.78,5.77,522300.0,5.78,5.78,5.77,3021203.0,3021203.0,3021203.0,
TQBR,2018-05-16,FIVE-гдр,FIVE,7620.0,1054130884.5,1911.0,1897.0,1934.0,1917.5,1914.0,1917.5,550751.0,1914.0,1914.0,1917.5,1054130884.5,1054130884.5,1054130884.5,
TQBR,2018-05-16,БУДУЩЕЕ ао,FTRE,88.0,165368.0,304.0,290.0,304.0,299.0,296.0,300.0,559.0,,297.0,299.0,0.0,872109.0,0.0,
TQTF,2018-05-16,FXAU ETF,FXAU,26.0,484331.0,1827.0,1820.0,1834.0,1823.0,1828.0,1820.0,265.0,,1828.0,1823.0,0.0,502596.0,0.0,635752.61
EQTD,2018-05-16,FXCN ETF,FXCN,3.0,549.6,45.82,45.79,45.82,46.03,46.17,45.79,12.0,,,,0.0,0.0,0.0,9448916.55
TQTF,2018-05-16,FXCN ETF,FXCN,148.0,2916095.0,2840.0,2840.0,2875.0,2850.0,2860.0,2850.0,1020.0,2860.0,2860.0,2850.0,2950124.26,2950124.26,2950124.26,9448916.55
TQTF,2018-05-16,FXDE ETF,FXDE,70.0,1292552.5,2268.0,2244.0,2272.5,2244.5,2256.0,2245.5,573.0,2256.0,2256.0,2244.5,1292552.5,1292552.5,1292552.5,3442659.8
EQTD,2018-05-16,FXGD ETF,FXGD,3.0,326.22,9.07,9.02,9.07,9.03,9.09,9.02,36.0,,,,0.0,0.0,0.0,10764142.73
TQTF,2018-05-16,FXGD ETF,FXGD,228.0,2069681.5,569.0,559.0,569.0,559.0,562.5,559.5,3678.0,562.5,562.5,559.0,2089879.87,2089879.87,2089879.87,10764142.73
EQTD,2018-05-16,iFXIT ETF,FXIT,1.0,4052.4,67.54,67.54,67.54,67.87,68.1,67.54,60.0,,,,0.0,0.0,0.0,11223509.4
TQTF,2018-05-16,iFXIT ETF,FXIT,166.0,5977059.0,4223.0,4199.0,4239.0,4202.0,4217.0,4201.0,1417.0,4217.0,4217.0,4202.0,6227969.02,6227969.02,6227969.02,11223509.4
TQTF,2018-05-16,FXJP ETF,FXJP,46.0,569871.0,2439.0,2422.0,2445.0,2424.0,2435.0,2422.0,234.0,2435.0,2435.0,2424.0,569871.0,569871.0,569871.0,1393498.72
TQTF,2018-05-16,FXMM ETF,FXMM,192.0,20090854.7,1432.3,1432.2,1432.9,1432.5,1432.6,1432.6,14024.0,1432.6,1432.6,1432.5,20090854.7,20090854.7,20090854.7,32187074.9
TQTF,2018-05-16,FXRB ETF,FXRB,145.0,2913569.0,1402.0,1393.0,1403.0,1397.0,1395.0,1397.0,2088.0,1395.0,1395.0,1397.0,2913569.0,2913569.0,2913569.0,7489828.39
TQTF,2018-05-16,FXRL ETF,FXRL,75.0,1662923.0,2155.0,2118.0,2162.0,2124.5,2126.5,2124.5,782.0,2126.5,2126.5,2124.5,1662923.0,1662923.0,1662923.0,4351754.03
TQTF,2018-05-16,FXRU ETF,FXRU,51.0,3258420.0,6740.0,6690.0,6760.0,6700.0,6730.0,6690.0,484.0,6730.0,6730.0,6700.0,3258420.0,3258420.0,3258420.0,10210651.52
TQTF,2018-05-16,FXUK ETF,FXUK,28.0,370408.0,2050.0,2036.0,2053.0,2036.0,2046.0,2036.0,181.0,,2048.0,2036.0,0.0,509862.0,0.0,2130062.78
TQTF,2018-05-16,FXUS ETF,FXUS,85.0,2148846.0,2991.0,2974.0,2998.0,2974.0,2989.0,2974.0,719.0,2989.0,2989.0,2974.0,2148846.0,2148846.0,2148846.0,4495390.35
TQBR,2018-05-16,ГАЗ ао,GAZA,91.0,2361140.0,407.0,400.0,414.0,406.0,404.0,406.0,5840.0,404.0,404.0,406.0,2361140.0,2361140.0,2361140.0,
TQBR,2018-05-16,ГАЗ ап,GAZAP,309.0,3577481.5,289.8,267.0,290.0,276.85,271.45,276.85,13180.0,271.45,271.45,276.85,3577481.5,3577481.5,3577481.5,
SMAL,2018-05-16,ГАЗПРОМ ао,GAZP,21.0,7288.63,150.99,147.83,150.99,,149.68,147.89,49.0,,,,0.0,0.0,0.0,
TQBR,2018-05-16,ГАЗПРОМ ао,GAZP,40305.0,6552978112.5,148.6,148.11,150.7,148.59,149.68,148.59,43781450.0,149.67,149.67,148.59,6552978112.5,6552978112.5,6552978112.5,
TQBR,2018-05-16,ЧеркизГ-ао,GCHE,53.0,515705.0,1110.0,1065.0,1125.0,1085.0,1095.0,1085.0,470.0,1095.0,1095.0,1085.0,515705.0,515705.0,515705.0,
TQBR,2018-05-16,ГМКНорНик,GMKN,12846.0,1852256248.0,10900.0,10780.0,11010.0,10800.0,10868.0,10800.0,170440.0,10867.0,10867.0,10800.0,1852256248.0,1852256248.0,1852256248.0,
TQBR,2018-05-16,ГИТ ао,GRNT,142.0,648506.0,0.544,0.533,0.549,0.536,0.543,0.536,1194000.0,0.543,0.543,0.536,648506.0,648506.0,648506.0,
TQDE,2018-05-16,GTL ао,GTLC,554.0,1648227.0,0.1575,0.15,0.1575,0.1525,0.153,0.153,10766000.0,0.153,0.153,0.1525,1648227.0,1648227.0,1648227.0,
TQBR,2018-05-16,ГТМ ао,GTRK,7.0,572405.0,130.5,129.0,130.5,129.0,130.0,129.0,4410.0,130.0,130.0,129.0,577710.0,577710.0,577710.0,
TQBR,2018-05-16,Галс-Девел,HALS,1.0,32000.0,640.0,640.0,640.0,640.0,640.0,640.0,50.0,,650.0,640.0,0.0,503000.0,0.0,
TQBR,2018-05-16,Химпром ап,HIMCP,92.0,1037980.0,6.96,6.4,7.0,6.76,6.61,6.76,157000.0,6.61,6.61,6.76,1037980.0,1037980.0,1037980.0,
SMAL,2018-05-16,РусГидро,HYDR,14.0,1257.45,0.7366,0.7366,0.7443,,0.7398,0.7376,1700.0,,,,0.0,0.0,0.0,
TQBR,2018-05-16,РусГидро,HYDR,7028.0,207127281.2,0.7402,0.7356,0.7445,0.7433,0.7398,0.7433,279963000.0,0.7398,0.7398,0.7433,207127281.2,207127281.2,207127281.2,
